time,Atlanta,pts.away,score,pts.home,Brooklyn
0:07.0,,,88-88,,Defensive rebound by T. Young
0:01.0,,,88-88,,Shooting foul by K. Korver (drawn by T. Young)
0:01.0,,,88-89,1,T. Young makes free throw 1 of 2
0:01.0,M. Scott enters the game for D. Schroder,,88-89,,
0:01.0,M. Muscala enters the game for T. Sefolosha,,88-89,,
0:01.0,,,88-90,1,T. Young makes free throw 2 of 2
0:01.0,Atlanta full timeout,,88-90,,
0:01.0,T. Sefolosha enters the game for M. Muscala,,88-90,,
0:01.0,,,88-90,,R. Hollis-Jefferson enters the game for W. Ellington
0:00.0,End of 4th quarter,,,,End of 4th quarter
