time,Miami,pts.away,score,pts.home,Philadelphia
8:43.0,,,92-83,,T. McConnell misses 2-pt shot from 14 ft
8:41.0,Defensive rebound by G. Dragic,,92-83,,
8:28.0,G. Green makes 2-pt shot from 15 ft (assist by G. Dragic),2,94-83,,
8:10.0,,,94-83,,Turnover by T. McConnell (bad pass; steal by G. Dragic)
8:02.0,Turnover by J. Richardson (bad pass),,94-83,,
8:02.0,,,94-83,,J. Grant enters the game for T. McConnell
7:52.0,,,94-83,,Shooting foul by H. Whiteside (drawn by I. Smith)
7:52.0,,,94-83,,I. Smith misses free throw 1 of 2
7:52.0,,,94-83,,Offensive rebound by Team
7:52.0,,,94-83,,R. Holmes enters the game for E. Brand
7:52.0,,,94-84,1,I. Smith makes free throw 2 of 2
7:41.0,G. Green misses 2-pt shot from 16 ft,,94-84,,
7:39.0,Offensive rebound by J. Richardson,,94-84,,
7:34.0,,,94-84,,Personal foul by I. Canaan (drawn by G. Dragic)
7:26.0,H. Whiteside misses 2-pt shot from 9 ft,,94-84,,
7:25.0,,,94-84,,Defensive rebound by I. Smith
7:14.0,,,94-84,,I. Smith misses 2-pt shot from 2 ft
7:11.0,,,94-84,,Offensive rebound by J. Grant
7:06.0,,,94-84,,R. Covington misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by J. Richardson,,94-84,,
6:50.0,Shooting foul by J. Grant (drawn by G. Dragic),,94-84,,
6:50.0,G. Dragic makes free throw 1 of 2,1,95-84,,
6:50.0,G. Dragic makes free throw 2 of 2,1,96-84,,
6:34.0,,,96-86,2,I. Canaan makes 2-pt shot from 17 ft
6:14.0,G. Green makes 3-pt shot from 25 ft (assist by G. Dragic),3,99-86,,
6:14.0,,,99-86,,Philadelphia full timeout
5:54.0,,,99-86,,R. Covington misses 3-pt shot from 26 ft
5:52.0,Defensive rebound by G. Dragic,,99-86,,
5:49.0,G. Green misses 2-pt shot from 2 ft,,99-86,,
5:45.0,,,99-86,,Defensive rebound by J. Grant
5:39.0,,,99-86,,I. Canaan misses 2-pt shot from 6 ft
5:37.0,Defensive rebound by G. Green,,99-86,,
5:28.0,,,99-86,,Personal foul by R. Holmes (drawn by H. Whiteside)
5:28.0,H. Whiteside makes free throw 1 of 2,1,100-86,,
5:28.0,,,100-86,,H. Thompson enters the game for I. Canaan
5:28.0,H. Whiteside makes free throw 2 of 2,1,101-86,,
5:14.0,,,101-88,2,I. Smith makes 2-pt shot from 17 ft
4:55.0,G. Green misses 3-pt shot from 25 ft,,101-88,,
4:53.0,,,101-88,,Defensive rebound by R. Holmes
4:45.0,,,101-88,,H. Thompson misses 2-pt shot from 20 ft
4:43.0,Defensive rebound by H. Whiteside,,101-88,,
4:38.0,G. Green makes 3-pt shot from 25 ft (assist by G. Dragic),3,104-88,,
4:28.0,,,104-90,2,R. Holmes makes 2-pt shot at rim (assist by H. Thompson)
4:11.0,G. Green misses 3-pt shot from 26 ft,,104-90,,
4:09.0,,,104-90,,Defensive rebound by I. Smith
4:02.0,,,104-90,,I. Smith misses 2-pt shot from 2 ft
4:01.0,Defensive rebound by H. Whiteside,,104-90,,
3:57.0,G. Dragic makes 2-pt shot from 1 ft (assist by H. Whiteside),2,106-90,,
3:56.0,,,106-90,,Philadelphia full timeout
3:43.0,,,106-90,,H. Thompson misses 2-pt shot from 20 ft
3:41.0,Defensive rebound by H. Whiteside,,106-90,,
3:32.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,108-90,,
3:17.0,,,108-92,2,R. Covington makes 2-pt shot from 1 ft (assist by H. Thompson)
2:59.0,G. Green misses 2-pt shot from 6 ft,,108-92,,
2:57.0,Offensive rebound by H. Whiteside,,108-92,,
2:57.0,Shooting foul by R. Covington (drawn by H. Whiteside),,108-92,,
2:57.0,H. Whiteside makes free throw 1 of 2,1,109-92,,
2:57.0,H. Whiteside makes free throw 2 of 2,1,110-92,,
2:46.0,,,110-92,,R. Covington misses 3-pt shot from 25 ft
2:44.0,,,110-92,,Offensive rebound by H. Thompson
2:42.0,,,110-94,2,H. Thompson makes 2-pt shot from 1 ft
2:25.0,Turnover by G. Dragic (lost ball; steal by H. Thompson),,110-94,,
2:21.0,,,110-96,2,I. Smith makes 2-pt shot at rim (assist by R. Covington)
2:02.0,G. Green misses 2-pt shot from 19 ft,,110-96,,
2:01.0,Offensive rebound by Team,,110-96,,
2:01.0,J. Winslow enters the game for G. Dragic,,110-96,,
1:47.0,L. Deng misses 3-pt shot from 26 ft,,110-96,,
1:45.0,,,110-96,,Defensive rebound by H. Thompson
1:38.0,,,110-96,,H. Thompson misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by H. Whiteside,,110-96,,
1:17.0,G. Green misses 3-pt shot from 26 ft,,110-96,,
1:17.0,Offensive rebound by L. Deng,,110-96,,
1:17.0,L. Deng makes 2-pt shot from 1 ft,2,112-96,,
1:17.0,,,112-96,,Philadelphia full timeout
1:17.0,U. Haslem enters the game for L. Deng,,112-96,,
1:11.0,,,112-99,3,R. Covington makes 3-pt shot from 24 ft (assist by R. Holmes)
0:51.0,U. Haslem misses 3-pt shot from 23 ft,,112-99,,
0:48.0,,,112-99,,Defensive rebound by I. Smith
0:42.0,,,112-99,,H. Thompson misses 3-pt shot from 26 ft
0:40.0,,,112-99,,Offensive rebound by R. Covington
0:34.0,,,112-102,3,R. Holmes makes 3-pt shot from 26 ft (assist by R. Covington)
0:17.0,G. Green misses 2-pt shot from 21 ft,,112-102,,
0:14.0,Offensive rebound by U. Haslem,,112-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
