time,Philadelphia,pts.away,score,pts.home,Toronto
5:00.0,Offensive rebound by Team,,71-82,,
5:00.0,N. Stauskas makes free throw 2 of 2,1,72-82,,
4:49.0,,,72-82,,C. Joseph misses 2-pt shot from 2 ft (block by N. Stauskas)
4:49.0,,,72-82,,Offensive rebound by Team
4:42.0,,,72-82,,K. Lowry misses 2-pt shot from 6 ft
4:42.0,,,72-82,,Offensive rebound by B. Biyombo
4:41.0,,,72-82,,Shooting foul by N. Stauskas (drawn by B. Biyombo)
4:41.0,,,72-82,,B. Biyombo misses free throw 1 of 2
4:41.0,,,72-82,,Offensive rebound by Team
4:41.0,K. Marshall enters the game for J. Grant,,72-82,,
4:41.0,,,72-82,,B. Biyombo misses free throw 2 of 2
4:40.0,Defensive rebound by R. Covington,,72-82,,
4:27.0,R. Covington misses 3-pt shot from 25 ft,,72-82,,
4:26.0,,,72-82,,Defensive rebound by D. DeRozan
4:07.0,,,72-84,2,D. DeRozan makes 2-pt shot from 16 ft
3:48.0,J. Okafor makes 2-pt shot from 7 ft,2,74-84,,
3:28.0,,,74-84,,D. DeRozan misses 2-pt shot from 7 ft
3:26.0,Defensive rebound by R. Covington,,74-84,,
3:14.0,J. Okafor misses 2-pt shot from 19 ft,,74-84,,
3:13.0,,,74-84,,Defensive rebound by K. Lowry
3:01.0,Personal foul by R. Covington (drawn by D. DeRozan),,74-84,,
3:01.0,,,74-85,1,D. DeRozan makes free throw 1 of 2
3:01.0,,,74-86,1,D. DeRozan makes free throw 2 of 2
2:46.0,Turnover by J. Okafor (bad pass; steal by P. Patterson),,74-86,,
2:25.0,,,74-88,2,D. DeRozan makes 2-pt shot from 1 ft
2:25.0,Philadelphia full timeout,,74-88,,
2:14.0,R. Covington misses 3-pt shot from 24 ft,,74-88,,
2:12.0,,,74-88,,Defensive rebound by C. Joseph
1:51.0,,,74-88,,C. Joseph misses 2-pt shot from 18 ft
1:51.0,Defensive rebound by N. Stauskas,,74-88,,
1:41.0,N. Stauskas misses 3-pt shot from 25 ft,,74-88,,
1:40.0,,,74-88,,Defensive rebound by D. DeRozan
1:30.0,,,74-88,,Shooting foul by I. Canaan (drawn by D. DeRozan)
1:30.0,,,74-89,1,D. DeRozan makes free throw 1 of 2
1:30.0,R. Holmes enters the game for J. Okafor,,74-89,,
1:30.0,J. Grant enters the game for I. Canaan,,74-89,,
1:30.0,T. McConnell enters the game for K. Marshall,,74-89,,
1:30.0,,,74-89,,N. Powell enters the game for K. Lowry
1:30.0,,,74-89,,A. Bennett enters the game for P. Patterson
1:30.0,J. Sampson enters the game for R. Covington,,74-89,,
1:30.0,,,74-90,1,D. DeRozan makes free throw 2 of 2
1:16.0,Turnover by T. McConnell (lost ball; steal by N. Powell),,74-90,,
1:13.0,,,74-92,2,N. Powell makes 2-pt shot at rim
1:13.0,Philadelphia full timeout,,74-92,,
1:13.0,,,74-92,,J. Johnson enters the game for B. Biyombo
1:13.0,,,74-92,,L. Nogueira enters the game for D. DeRozan
1:02.0,Shooting foul by A. Bennett (drawn by J. Grant),,74-92,,
1:02.0,J. Grant makes free throw 1 of 2,1,75-92,,
1:02.0,J. Grant makes free throw 2 of 2,1,76-92,,
0:50.0,,,76-92,,Shooting foul by J. Sampson (drawn by L. Nogueira)
0:50.0,,,76-93,1,L. Nogueira makes free throw 1 of 2
0:50.0,,,76-93,,L. Nogueira misses free throw 2 of 2
0:50.0,Defensive rebound by T. McConnell,,76-93,,
0:40.0,Turnover by J. Sampson (offensive goaltending),,76-93,,
0:26.0,,,76-96,3,A. Bennett makes 3-pt shot from 23 ft (assist by N. Powell)
0:10.0,Turnover by N. Stauskas (lost ball; steal by N. Powell),,76-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
