time,Dallas,pts.away,score,pts.home,LA Clippers
9:12.0,,,71-92,,Offensive rebound by J. Smith
9:12.0,,,71-94,2,J. Smith makes 2-pt shot from 2 ft
9:12.0,Dallas full timeout,,71-94,,
8:57.0,J. Jenkins misses 2-pt shot from 8 ft,,71-94,,
8:55.0,,,71-94,,Defensive rebound by W. Johnson
8:44.0,,,71-94,,J. Crawford misses 2-pt shot from 3 ft
8:44.0,Defensive rebound by D. Powell,,71-94,,
8:34.0,Offensive foul by D. Powell,,71-94,,
8:34.0,Turnover by D. Powell (offensive foul),,71-94,,
8:17.0,,,71-94,,A. Rivers misses 3-pt shot from 26 ft
8:15.0,Defensive rebound by J. Anderson,,71-94,,
8:05.0,J. Anderson misses 2-pt shot from 3 ft (block by J. Smith),,71-94,,
8:03.0,,,71-94,,Defensive rebound by J. Crawford
7:54.0,,,71-96,2,J. Crawford makes 2-pt shot from 20 ft
7:37.0,J. Anderson makes 3-pt shot from 25 ft (assist by J. Jenkins),3,74-96,,
7:17.0,,,74-96,,W. Johnson misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by C. Villanueva,,74-96,,
7:08.0,Turnover by J. Anderson (bad pass; steal by P. Pierce),,74-96,,
7:05.0,,,74-96,,Shooting foul by C. Villanueva (drawn by P. Pierce)
7:05.0,,,74-97,1,P. Pierce makes free throw 1 of 2
7:05.0,,,74-97,,P. Prigioni enters the game for J. Crawford
7:05.0,,,74-98,1,P. Pierce makes free throw 2 of 2
6:55.0,J. Anderson misses 3-pt shot from 24 ft,,74-98,,
6:54.0,,,74-98,,Defensive rebound by Team
6:54.0,,,74-98,,L. Mbah a Moute enters the game for P. Pierce
6:54.0,,,74-98,,C. Aldrich enters the game for J. Smith
6:44.0,,,74-100,2,W. Johnson makes 2-pt shot from 15 ft (assist by L. Mbah a Moute)
6:29.0,D. Powell misses 2-pt shot from 17 ft,,74-100,,
6:28.0,,,74-100,,Defensive rebound by P. Prigioni
6:18.0,,,74-102,2,C. Aldrich makes 2-pt shot from 2 ft (assist by P. Prigioni)
6:07.0,C. Villanueva makes 2-pt shot from 5 ft,2,76-102,,
5:42.0,,,76-102,,P. Prigioni misses 2-pt shot from 3 ft (block by J. Anderson)
5:40.0,Defensive rebound by D. Powell,,76-102,,
5:30.0,C. Villanueva misses 3-pt shot from 25 ft,,76-102,,
5:29.0,,,76-102,,Defensive rebound by W. Johnson
5:11.0,,,76-102,,C. Aldrich misses 2-pt shot from 6 ft
5:09.0,Defensive rebound by D. Powell,,76-102,,
5:06.0,Dallas full timeout,,76-102,,
5:06.0,S. Mejri enters the game for D. Powell,,76-102,,
4:48.0,S. Mejri misses 2-pt shot from 21 ft,,76-102,,
4:47.0,,,76-102,,Defensive rebound by W. Johnson
4:32.0,,,76-102,,Turnover by C. Aldrich (bad pass; steal by J. Anderson)
4:26.0,C. Villanueva makes 2-pt shot at rim,2,78-102,,
4:09.0,,,78-102,,P. Prigioni misses 3-pt shot from 24 ft
4:08.0,,,78-102,,Offensive rebound by W. Johnson
4:04.0,,,78-102,,A. Rivers misses 3-pt shot from 27 ft
4:03.0,Defensive rebound by C. Villanueva,,78-102,,
3:45.0,C. Villanueva misses 2-pt shot from 12 ft,,78-102,,
3:45.0,Offensive rebound by S. Mejri,,78-102,,
3:39.0,J. Anderson misses 3-pt shot from 27 ft,,78-102,,
3:38.0,,,78-102,,Defensive rebound by A. Rivers
3:24.0,,,78-102,,Turnover by P. Prigioni (bad pass; steal by S. Mejri)
3:18.0,C. Villanueva makes 2-pt shot from 2 ft (assist by J. Anderson),2,80-102,,
3:01.0,,,80-102,,P. Prigioni misses 3-pt shot from 28 ft
3:00.0,Defensive rebound by J. Evans,,80-102,,
2:56.0,J. Anderson misses 3-pt shot from 27 ft,,80-102,,
2:56.0,,,80-102,,Defensive rebound by A. Rivers
2:46.0,,,80-102,,A. Rivers misses 2-pt shot at rim (block by S. Mejri)
2:44.0,Defensive rebound by J. Evans,,80-102,,
2:31.0,J. Jenkins misses 3-pt shot from 25 ft,,80-102,,
2:30.0,,,80-102,,Defensive rebound by W. Johnson
2:20.0,,,80-102,,P. Prigioni misses 3-pt shot from 28 ft
2:19.0,Defensive rebound by J. Anderson,,80-102,,
2:08.0,J. Jenkins makes 2-pt shot from 2 ft,2,82-102,,
1:53.0,,,82-102,,W. Johnson misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by S. Mejri,,82-102,,
1:35.0,Shooting foul by C. Aldrich (drawn by J. Evans),,82-102,,
1:35.0,Official timeout,,82-102,,
1:35.0,J. Evans makes free throw 1 of 2,1,83-102,,
1:35.0,J. Evans makes free throw 2 of 2,1,84-102,,
1:21.0,,,84-102,,W. Johnson misses 3-pt shot from 27 ft
1:20.0,Defensive rebound by C. Villanueva,,84-102,,
1:00.0,C. Villanueva misses 3-pt shot from 27 ft,,84-102,,
0:59.0,,,84-102,,Defensive rebound by W. Johnson
0:43.0,,,84-102,,L. Mbah a Moute misses 2-pt shot from 12 ft
0:43.0,Defensive rebound by S. Mejri,,84-102,,
0:34.0,J. Jenkins makes 2-pt shot from 17 ft,2,86-102,,
0:12.0,,,86-104,2,A. Rivers makes 2-pt shot from 19 ft
0:08.0,J. Anderson makes 2-pt shot at rim (assist by J. Jenkins),2,88-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
