time,Miami,pts.away,score,pts.home,Atlanta
3:11.0,,,103-100,,K. Korver misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by L. Deng,,103-100,,
3:03.0,G. Dragic makes 2-pt shot from 2 ft,2,105-100,,
3:03.0,Shooting foul by K. Korver (drawn by G. Dragic),,105-100,,
3:03.0,G. Dragic makes free throw 1 of 1,1,106-100,,
2:53.0,,,106-100,,A. Horford misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by G. Dragic,,106-100,,
2:33.0,J. McRoberts misses 3-pt shot from 24 ft,,106-100,,
2:31.0,,,106-100,,Defensive rebound by J. Teague
2:28.0,,,106-102,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
2:09.0,L. Deng misses 3-pt shot from 24 ft,,106-102,,
2:07.0,,,106-102,,Defensive rebound by K. Bazemore
2:00.0,,,106-102,,Turnover by K. Bazemore (lost ball; steal by G. Green)
1:56.0,Shooting foul by K. Bazemore (drawn by G. Dragic),,106-102,,
1:56.0,G. Dragic makes free throw 1 of 2,1,107-102,,
1:56.0,G. Dragic makes free throw 2 of 2,1,108-102,,
1:49.0,,,108-102,,Turnover by K. Korver (lost ball; steal by L. Deng)
1:33.0,L. Deng makes 2-pt shot from 20 ft (assist by G. Dragic),2,110-102,,
1:33.0,,,110-102,,Atlanta full timeout
1:33.0,,,110-102,,M. Scott enters the game for K. Bazemore
1:24.0,,,110-104,2,J. Teague makes 2-pt shot from 1 ft
1:04.0,L. Deng misses 2-pt shot from 20 ft,,110-104,,
1:01.0,,,110-104,,Defensive rebound by P. Millsap
0:48.0,,,110-104,,P. Millsap misses 2-pt shot from 8 ft
0:46.0,,,110-104,,Offensive rebound by P. Millsap
0:42.0,,,110-104,,M. Scott misses 3-pt shot from 22 ft
0:41.0,Defensive rebound by L. Deng,,110-104,,
0:38.0,,,110-104,,Personal take foul by J. Teague
0:38.0,G. Dragic misses free throw 1 of 2,,110-104,,
0:38.0,Offensive rebound by Team,,110-104,,
0:38.0,G. Dragic makes free throw 2 of 2,1,111-104,,
0:34.0,,,111-106,2,J. Teague makes 2-pt shot from 1 ft
0:33.0,,,111-106,,Personal take foul by M. Scott
0:33.0,J. Winslow makes free throw 1 of 2,1,112-106,,
0:33.0,J. Winslow makes free throw 2 of 2,1,113-106,,
0:28.0,,,113-109,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
0:25.0,,,113-109,,Personal take foul by K. Korver
0:25.0,L. Deng misses free throw 1 of 2,,113-109,,
0:25.0,Offensive rebound by Team,,113-109,,
0:25.0,L. Deng makes free throw 2 of 2,1,114-109,,
0:16.0,,,114-111,2,P. Millsap makes 2-pt shot at rim
0:15.0,,,114-111,,Personal take foul by J. Teague
0:15.0,,,114-111,,D. Schroder enters the game for J. Teague
0:15.0,G. Green misses free throw 1 of 2,,114-111,,
0:15.0,Offensive rebound by Team,,114-111,,
0:15.0,G. Green makes free throw 2 of 2,1,115-111,,
0:15.0,,,115-111,,Atlanta full timeout
0:15.0,,,115-111,,T. Hardaway enters the game for D. Schroder
0:08.0,,,115-111,,P. Millsap misses 2-pt shot from 2 ft
0:03.0,Defensive rebound by G. Green,,115-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
