time,Detroit,pts.away,score,pts.home,Boston
7:26.0,,,79-79,,Offensive rebound by I. Thomas
7:24.0,,,79-81,2,I. Thomas makes 2-pt shot at rim
7:07.0,,,79-81,,Personal foul by A. Johnson (drawn by A. Drummond)
6:53.0,A. Drummond makes 2-pt shot from 9 ft,2,81-81,,
6:35.0,,,81-81,,J. Crowder misses 3-pt shot from 26 ft
6:34.0,Defensive rebound by A. Drummond,,81-81,,
6:22.0,B. Jennings misses 3-pt shot from 24 ft,,81-81,,
6:19.0,,,81-81,,Defensive rebound by J. Crowder
6:13.0,,,81-81,,Shooting foul by B. Jennings (drawn by I. Thomas)
6:13.0,,,81-81,,I. Thomas misses free throw 1 of 2
6:13.0,,,81-81,,Offensive rebound by Team
6:13.0,K. Caldwell-Pope enters the game for S. Johnson,,81-81,,
6:13.0,R. Jackson enters the game for B. Jennings,,81-81,,
6:13.0,A. Baynes enters the game for A. Drummond,,81-81,,
6:13.0,,,81-81,,J. Jerebko enters the game for A. Johnson
6:13.0,,,81-81,,E. Turner enters the game for J. Young
6:13.0,,,81-82,1,I. Thomas makes free throw 2 of 2
6:00.0,R. Jackson makes 2-pt shot from 7 ft,2,83-82,,
5:40.0,,,83-82,,Turnover by I. Thomas (bad pass; steal by K. Caldwell-Pope)
5:30.0,R. Jackson misses 2-pt shot from 11 ft,,83-82,,
5:29.0,Offensive rebound by Team,,83-82,,
5:29.0,,,83-82,,Loose ball foul by E. Turner (drawn by A. Baynes)
5:29.0,Official timeout,,83-82,,
5:29.0,,,83-82,,A. Johnson enters the game for J. Jerebko
5:21.0,A. Tolliver makes 3-pt shot from 24 ft (assist by A. Baynes),3,86-82,,
5:03.0,,,86-82,,J. Crowder misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by A. Baynes,,86-82,,
4:47.0,M. Morris misses 2-pt shot from 7 ft,,86-82,,
4:46.0,,,86-82,,Defensive rebound by K. Olynyk
4:40.0,Personal foul by K. Caldwell-Pope (drawn by A. Johnson),,86-82,,
4:40.0,,,86-82,,M. Smart enters the game for A. Johnson
4:28.0,,,86-82,,K. Olynyk misses 2-pt shot from 8 ft
4:27.0,Defensive rebound by A. Baynes,,86-82,,
4:07.0,R. Jackson makes 2-pt shot from 15 ft,2,88-82,,
3:59.0,Personal block foul by A. Tolliver (drawn by I. Thomas),,88-82,,
3:59.0,,,88-82,,A. Johnson enters the game for K. Olynyk
3:49.0,,,88-84,2,I. Thomas makes 2-pt shot at rim
3:34.0,R. Jackson misses 2-pt shot at rim,,88-84,,
3:33.0,,,88-84,,Defensive rebound by Team
3:25.0,,,88-87,3,I. Thomas makes 3-pt shot from 24 ft
3:01.0,A. Tolliver misses 3-pt shot from 23 ft,,88-87,,
3:00.0,,,88-87,,Defensive rebound by I. Thomas
2:59.0,Personal foul by M. Morris (drawn by I. Thomas),,88-87,,
2:59.0,Detroit full timeout,,88-87,,
2:47.0,,,88-89,2,I. Thomas makes 2-pt shot from 2 ft (assist by M. Smart)
2:25.0,R. Jackson makes 3-pt shot from 25 ft,3,91-89,,
2:06.0,,,91-89,,Offensive charge foul by J. Crowder
2:06.0,,,91-89,,Turnover by J. Crowder (offensive foul)
1:52.0,Shooting foul by M. Smart (drawn by R. Jackson),,91-89,,
1:52.0,R. Jackson makes free throw 1 of 2,1,92-89,,
1:52.0,S. Johnson enters the game for A. Tolliver,,92-89,,
1:52.0,R. Jackson makes free throw 2 of 2,1,93-89,,
1:43.0,,,93-91,2,I. Thomas makes 2-pt shot from 2 ft
1:30.0,Turnover by S. Johnson (offensive foul),,93-91,,
1:30.0,Offensive foul by S. Johnson,,93-91,,
1:16.0,,,93-91,,A. Johnson misses 2-pt shot from 7 ft
1:15.0,,,93-91,,Offensive rebound by Team
1:15.0,,,93-91,,Boston full timeout
1:09.0,Personal foul by M. Morris (drawn by I. Thomas),,93-91,,
1:09.0,,,93-91,,I. Thomas misses free throw 1 of 2
1:09.0,,,93-91,,Offensive rebound by Team
1:09.0,,,93-92,1,I. Thomas makes free throw 2 of 2
0:58.0,S. Johnson makes 3-pt shot from 23 ft (assist by R. Jackson),3,96-92,,
0:58.0,,,96-92,,Boston full timeout
0:53.0,,,96-92,,M. Smart misses 2-pt shot from 1 ft
0:52.0,,,96-92,,Offensive rebound by Team
0:51.0,,,96-92,,Shooting foul by K. Caldwell-Pope (drawn by I. Thomas)
0:51.0,,,96-92,,I. Thomas misses free throw 1 of 3
0:51.0,,,96-92,,Offensive rebound by Team
0:51.0,,,96-93,1,I. Thomas makes free throw 2 of 3
0:51.0,,,96-94,1,I. Thomas makes free throw 3 of 3
0:51.0,Loose ball foul by M. Morris (drawn by M. Smart),,96-94,,
0:51.0,,,96-94,,M. Smart misses free throw 1 of 1
0:51.0,Offensive rebound by M. Morris,,96-94,,
0:31.0,R. Jackson misses 2-pt shot from 18 ft,,96-94,,
0:30.0,Offensive rebound by Team,,96-94,,
0:30.0,,,96-94,,Loose ball foul by M. Smart (drawn by A. Baynes)
0:30.0,A. Baynes makes free throw 1 of 2,1,97-94,,
0:30.0,,,97-94,,J. Sullinger enters the game for M. Smart
0:30.0,A. Baynes makes free throw 2 of 2,1,98-94,,
0:30.0,,,98-94,,Boston full timeout
0:30.0,,,98-94,,M. Smart enters the game for A. Johnson
0:30.0,,,98-94,,K. Olynyk enters the game for J. Sullinger
0:24.0,,,98-94,,K. Olynyk misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by Team,,98-94,,
0:13.0,,,98-94,,Personal take foul by K. Olynyk (drawn by K. Caldwell-Pope)
0:13.0,K. Caldwell-Pope makes free throw 1 of 2,1,99-94,,
0:13.0,K. Caldwell-Pope misses free throw 2 of 2,,99-94,,
0:13.0,,,99-94,,Defensive rebound by K. Olynyk
0:07.0,,,99-94,,E. Turner misses 2-pt shot at rim
0:05.0,Defensive rebound by M. Morris,,99-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
