time,LA Clippers,pts.away,score,pts.home,Detroit
0:33.0,,,89-92,1,R. Jackson makes free throw 1 of 2
0:33.0,,,89-93,1,R. Jackson makes free throw 2 of 2
0:33.0,LA Clippers full timeout,,89-93,,
0:33.0,J. Crawford enters the game for W. Johnson,,89-93,,
0:26.0,Shooting foul by M. Morris (drawn by J. Crawford),,89-93,,
0:26.0,J. Crawford makes free throw 1 of 2,1,90-93,,
0:26.0,A. Rivers enters the game for C. Paul,,90-93,,
0:26.0,J. Crawford makes free throw 2 of 2,1,91-93,,
0:26.0,Loose ball foul by J. Redick (drawn by A. Drummond),,91-93,,
0:26.0,,,91-93,,A. Drummond misses free throw 1 of 2
0:26.0,,,91-93,,Offensive rebound by Team
0:26.0,W. Johnson enters the game for D. Jordan,,91-93,,
0:26.0,,,91-94,1,A. Drummond makes free throw 2 of 2
0:26.0,LA Clippers full timeout,,91-94,,
0:26.0,D. Jordan enters the game for W. Johnson,,91-94,,
0:26.0,C. Paul enters the game for A. Rivers,,91-94,,
0:20.0,J. Redick makes 3-pt shot from 22 ft (assist by B. Griffin),3,94-94,,
0:20.0,,,94-94,,Detroit full timeout
0:20.0,A. Rivers enters the game for J. Redick,,94-94,,
0:20.0,W. Johnson enters the game for C. Paul,,94-94,,
0:20.0,L. Mbah a Moute enters the game for J. Crawford,,94-94,,
0:01.0,,,94-94,,R. Jackson misses 2-pt shot from 20 ft
0:00.0,,,94-94,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:38.0,C. Paul misses 2-pt shot from 10 ft,,94-94,,
4:37.0,Offensive rebound by D. Jordan,,94-94,,
4:36.0,D. Jordan misses 2-pt shot from 1 ft,,94-94,,
4:35.0,Offensive rebound by W. Johnson,,94-94,,
4:34.0,,,94-94,,Personal foul by K. Caldwell-Pope (drawn by W. Johnson)
4:20.0,J. Redick misses 2-pt shot from 19 ft,,94-94,,
4:20.0,,,94-94,,Defensive rebound by A. Drummond
4:11.0,,,94-96,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
3:45.0,B. Griffin misses 2-pt shot from 5 ft,,94-96,,
3:45.0,,,94-96,,Defensive rebound by A. Drummond
3:39.0,,,94-96,,A. Tolliver misses 3-pt shot from 25 ft
3:38.0,Defensive rebound by J. Redick,,94-96,,
3:20.0,B. Griffin makes 2-pt shot at rim,2,96-96,,
3:08.0,,,96-96,,Turnover by R. Jackson (bad pass)
2:51.0,B. Griffin misses 2-pt shot from 19 ft,,96-96,,
2:51.0,Offensive rebound by D. Jordan,,96-96,,
2:37.0,C. Paul misses 2-pt shot from 16 ft,,96-96,,
2:36.0,,,96-96,,Defensive rebound by R. Jackson
2:25.0,,,96-96,,Shooting foul by D. Jordan (drawn by A. Drummond)
2:25.0,,,96-97,1,A. Drummond makes free throw 1 of 2
2:25.0,J. Crawford enters the game for W. Johnson,,96-97,,
2:25.0,,,96-97,,A. Drummond misses free throw 2 of 2
2:22.0,Defensive rebound by B. Griffin,,96-97,,
2:12.0,J. Redick makes 3-pt shot from 27 ft (assist by B. Griffin),3,99-97,,
1:54.0,,,99-99,2,R. Jackson makes 2-pt shot from 14 ft
1:40.0,Shooting foul by A. Drummond (drawn by B. Griffin),,99-99,,
1:40.0,B. Griffin misses free throw 1 of 2,,99-99,,
1:40.0,Offensive rebound by Team,,99-99,,
1:40.0,A. Rivers enters the game for J. Crawford,,99-99,,
1:40.0,L. Mbah a Moute enters the game for C. Paul,,99-99,,
1:40.0,B. Griffin makes free throw 2 of 2,1,100-99,,
1:27.0,,,100-99,,Shooting foul by A. Rivers (drawn by R. Jackson)
1:27.0,,,100-100,1,R. Jackson makes free throw 1 of 2
1:27.0,,,100-101,1,R. Jackson makes free throw 2 of 2
1:27.0,LA Clippers full timeout,,100-101,,
1:27.0,J. Crawford enters the game for L. Mbah a Moute,,100-101,,
1:27.0,C. Paul enters the game for A. Rivers,,100-101,,
1:21.0,Turnover by C. Paul (bad pass; steal by A. Drummond),,100-101,,
1:21.0,,,100-101,,Detroit full timeout
1:21.0,,,100-101,,A. Baynes enters the game for A. Drummond
1:21.0,L. Mbah a Moute enters the game for C. Paul,,100-101,,
1:21.0,A. Rivers enters the game for J. Crawford,,100-101,,
0:54.0,,,100-101,,R. Jackson misses 2-pt shot from 6 ft
0:54.0,Defensive rebound by J. Redick,,100-101,,
0:54.0,LA Clippers full timeout,,100-101,,
0:54.0,C. Paul enters the game for L. Mbah a Moute,,100-101,,
0:54.0,J. Crawford enters the game for A. Rivers,,100-101,,
0:54.0,,,100-101,,A. Drummond enters the game for A. Baynes
0:39.0,,,100-101,,Personal foul by K. Caldwell-Pope (drawn by B. Griffin)
0:39.0,B. Griffin makes free throw 1 of 2,1,101-101,,
0:39.0,A. Rivers enters the game for C. Paul,,101-101,,
0:39.0,L. Mbah a Moute enters the game for J. Crawford,,101-101,,
0:39.0,,,101-101,,A. Baynes enters the game for A. Drummond
0:39.0,B. Griffin makes free throw 2 of 2,1,102-101,,
0:39.0,,,102-101,,Detroit full timeout
0:31.0,,,102-101,,Shooting foul by D. Jordan (drawn by K. Caldwell-Pope)
0:31.0,,,102-101,,K. Caldwell-Pope misses free throw 1 of 2
0:31.0,,,102-101,,Offensive rebound by Team
0:31.0,,,102-101,,A. Drummond enters the game for A. Baynes
0:31.0,J. Crawford enters the game for L. Mbah a Moute,,102-101,,
0:31.0,C. Paul enters the game for A. Rivers,,102-101,,
0:31.0,,,102-102,1,K. Caldwell-Pope makes free throw 2 of 2
0:31.0,LA Clippers full timeout,,102-102,,
0:12.0,J. Crawford makes 3-pt shot from 25 ft (assist by B. Griffin),3,105-102,,
0:12.0,,,105-102,,Detroit full timeout
0:12.0,L. Mbah a Moute enters the game for C. Paul,,105-102,,
0:12.0,A. Rivers enters the game for J. Crawford,,105-102,,
0:12.0,,,105-102,,A. Baynes enters the game for A. Drummond
0:09.0,Personal foul by A. Rivers (drawn by R. Jackson),,105-102,,
0:09.0,,,105-103,1,R. Jackson makes free throw 1 of 2
0:09.0,W. Johnson enters the game for L. Mbah a Moute,,105-103,,
0:09.0,C. Paul enters the game for D. Jordan,,105-103,,
0:09.0,J. Crawford enters the game for A. Rivers,,105-103,,
0:09.0,,,105-103,,A. Drummond enters the game for A. Baynes
0:09.0,,,105-103,,R. Jackson misses free throw 2 of 2
0:09.0,,,105-103,,Offensive rebound by A. Drummond
0:08.0,,,105-103,,A. Drummond misses 2-pt shot at rim
0:07.0,,,105-103,,Offensive rebound by R. Jackson
0:06.0,,,105-103,,R. Jackson misses 2-pt shot from 3 ft
0:05.0,,,105-103,,Offensive rebound by R. Jackson
0:03.0,,,105-103,,R. Jackson misses 2-pt shot from 15 ft
0:00.0,,,105-103,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
