time,Toronto,pts.away,score,pts.home,Chicago
7:04.0,J. Valanciunas makes 2-pt shot at rim (assist by C. Joseph),2,91-101,,
7:04.0,Shooting foul by T. Gibson (drawn by J. Valanciunas),,91-101,,
7:04.0,,,91-101,,P. Gasol enters the game for B. Portis
7:04.0,,,91-101,,E. Moore enters the game for M. Dunleavy
7:04.0,J. Valanciunas makes free throw 1 of 1,1,92-101,,
6:46.0,,,92-103,2,E. Moore makes 2-pt shot from 17 ft
6:22.0,K. Lowry misses 2-pt shot from 2 ft (block by T. Gibson),,92-103,,
6:22.0,Offensive rebound by Team,,92-103,,
6:22.0,,,92-103,,Personal foul by A. Brooks
6:22.0,,,92-103,,D. Rose enters the game for A. Brooks
6:12.0,J. Valanciunas misses 2-pt shot from 4 ft,,92-103,,
6:11.0,Offensive rebound by Team,,92-103,,
6:11.0,,,92-103,,Loose ball foul by D. McDermott
6:11.0,K. Lowry makes free throw 1 of 2,1,93-103,,
6:11.0,K. Lowry makes free throw 2 of 2,1,94-103,,
5:51.0,,,94-103,,E. Moore misses 3-pt shot from 24 ft
5:50.0,Defensive rebound by P. Patterson,,94-103,,
5:46.0,K. Lowry makes 2-pt shot from 1 ft (assist by P. Patterson),2,96-103,,
5:45.0,,,96-103,,Chicago full timeout
5:31.0,,,96-103,,D. McDermott misses 3-pt shot from 25 ft
5:30.0,Defensive rebound by D. DeRozan,,96-103,,
5:10.0,C. Joseph makes 2-pt shot from 3 ft,2,98-103,,
4:46.0,,,98-103,,P. Gasol misses 2-pt shot from 16 ft
4:45.0,Defensive rebound by P. Patterson,,98-103,,
4:32.0,P. Patterson misses 3-pt shot from 25 ft,,98-103,,
4:31.0,Offensive rebound by C. Joseph,,98-103,,
4:25.0,P. Patterson makes 3-pt shot from 23 ft (assist by K. Lowry),3,101-103,,
4:09.0,,,101-103,,P. Gasol misses 2-pt shot from 18 ft
4:09.0,,,101-103,,Offensive rebound by Team
4:09.0,Personal foul by K. Lowry,,101-103,,
3:54.0,,,101-105,2,D. McDermott makes 2-pt shot from 1 ft (assist by P. Gasol)
3:30.0,P. Patterson makes 2-pt shot from 7 ft (assist by D. DeRozan),2,103-105,,
3:18.0,Violation by P. Patterson (kicked ball),,103-105,,
3:05.0,,,103-107,2,D. Rose makes 2-pt shot from 8 ft
2:56.0,Shooting foul by T. Gibson (drawn by K. Lowry),,103-107,,
2:56.0,Toronto full timeout,,103-107,,
2:56.0,,,103-107,,M. Dunleavy enters the game for T. Gibson
2:56.0,K. Lowry misses free throw 1 of 2,,103-107,,
2:56.0,Offensive rebound by Team,,103-107,,
2:56.0,K. Lowry makes free throw 2 of 2,1,104-107,,
2:44.0,,,104-110,3,D. McDermott makes 3-pt shot from 24 ft (assist by P. Gasol)
2:19.0,K. Lowry misses 2-pt shot from 6 ft,,104-110,,
2:17.0,,,104-110,,Defensive rebound by E. Moore
2:03.0,,,104-110,,M. Dunleavy misses 2-pt shot from 20 ft
1:58.0,Defensive rebound by C. Joseph,,104-110,,
1:53.0,J. Valanciunas makes 2-pt shot from 18 ft (assist by K. Lowry),2,106-110,,
1:37.0,,,106-110,,M. Dunleavy misses 3-pt shot from 25 ft
1:35.0,,,106-110,,Offensive rebound by E. Moore
1:18.0,,,106-112,2,D. Rose makes 2-pt shot from 16 ft
1:18.0,Toronto full timeout,,106-112,,
1:08.0,C. Joseph misses 3-pt shot from 25 ft,,106-112,,
1:08.0,Offensive rebound by K. Lowry,,106-112,,
1:05.0,D. DeRozan misses 2-pt shot from 1 ft,,106-112,,
1:04.0,Offensive rebound by D. DeRozan,,106-112,,
1:04.0,D. DeRozan misses 2-pt shot from 1 ft,,106-112,,
1:03.0,,,106-112,,Defensive rebound by P. Gasol
0:49.0,,,106-114,2,D. Rose makes 2-pt shot from 6 ft
0:37.0,K. Lowry misses 3-pt shot from 26 ft,,106-114,,
0:35.0,,,106-114,,Defensive rebound by P. Gasol
0:19.0,,,106-116,2,P. Gasol makes 2-pt shot from 17 ft (assist by D. Rose)
0:19.0,Toronto full timeout,,106-116,,
0:13.0,K. Lowry misses 3-pt shot from 26 ft,,106-116,,
0:12.0,,,106-116,,Defensive rebound by E. Moore
0:00.0,End of 4th quarter,,,,End of 4th quarter
