time,Indiana,pts.away,score,pts.home,Miami
5:22.0,P. George misses 2-pt shot from 2 ft (block by H. Whiteside),,80-78,,
5:21.0,,,80-78,,Defensive rebound by Team
5:10.0,,,80-78,,D. Wade misses 2-pt shot from 13 ft
5:09.0,Defensive rebound by M. Turner,,80-78,,
4:54.0,Offensive foul by P. George,,80-78,,
4:54.0,Turnover by P. George (offensive foul),,80-78,,
4:39.0,,,80-80,2,G. Dragic makes 2-pt shot from 18 ft (assist by L. Deng)
4:13.0,G. Hill misses 2-pt shot from 13 ft,,80-80,,
4:12.0,,,80-80,,Defensive rebound by G. Dragic
4:03.0,,,80-80,,D. Wade misses 2-pt shot from 1 ft
4:02.0,,,80-80,,Offensive rebound by H. Whiteside
3:58.0,,,80-80,,Turnover by H. Whiteside (lost ball; steal by P. George)
3:51.0,M. Ellis misses 3-pt shot from 23 ft,,80-80,,
3:50.0,,,80-80,,Defensive rebound by J. Winslow
3:44.0,,,80-82,2,L. Deng makes 2-pt shot from 3 ft (assist by J. Winslow)
3:25.0,M. Ellis misses 2-pt shot from 19 ft,,80-82,,
3:24.0,Offensive rebound by I. Mahinmi,,80-82,,
3:16.0,Shooting foul by H. Whiteside (drawn by I. Mahinmi),,80-82,,
3:16.0,I. Mahinmi makes free throw 1 of 2,1,81-82,,
3:16.0,I. Mahinmi misses free throw 2 of 2,,81-82,,
3:15.0,Offensive rebound by Team,,81-82,,
3:02.0,I. Mahinmi makes 2-pt shot from 5 ft (assist by P. George),2,83-82,,
2:41.0,,,83-82,,J. Winslow misses 2-pt shot from 2 ft
2:40.0,Defensive rebound by M. Ellis,,83-82,,
2:24.0,P. George misses 3-pt shot from 25 ft,,83-82,,
2:23.0,,,83-82,,Defensive rebound by L. Deng
2:16.0,,,83-82,,Miami full timeout
2:04.0,Violation by M. Turner (def goaltending),,83-82,,
2:04.0,,,83-84,2,D. Wade makes 2-pt shot from 2 ft
1:47.0,P. George misses 2-pt shot from 3 ft (block by H. Whiteside),,83-84,,
1:46.0,,,83-84,,Defensive rebound by L. Deng
1:42.0,,,83-84,,Turnover by D. Wade (bad pass; steal by G. Hill)
1:27.0,M. Turner makes 2-pt shot from 12 ft,2,85-84,,
1:10.0,,,85-84,,G. Dragic misses 2-pt shot from 16 ft
1:09.0,Defensive rebound by G. Hill,,85-84,,
1:03.0,P. George misses 2-pt shot from 21 ft,,85-84,,
1:02.0,Offensive rebound by M. Turner,,85-84,,
1:01.0,M. Turner makes 2-pt shot from 1 ft,2,87-84,,
1:01.0,,,87-84,,Miami full timeout
0:55.0,,,87-84,,D. Wade misses 2-pt shot from 1 ft (block by I. Mahinmi)
0:54.0,Defensive rebound by I. Mahinmi,,87-84,,
0:45.0,Indiana full timeout,,87-84,,
0:34.0,G. Hill misses 3-pt shot from 23 ft,,87-84,,
0:33.0,,,87-84,,Defensive rebound by L. Deng
0:30.0,,,87-86,2,J. Winslow makes 2-pt shot at rim (assist by G. Dragic)
0:30.0,Indiana full timeout,,87-86,,
0:09.0,M. Turner misses 2-pt shot from 7 ft,,87-86,,
0:07.0,,,87-86,,Defensive rebound by L. Deng
0:06.0,,,87-86,,Miami full timeout
0:06.0,,,87-86,,G. Green enters the game for H. Whiteside
0:06.0,S. Hill enters the game for M. Turner,,87-86,,
0:05.0,,,87-86,,Shooting foul by M. Ellis (drawn by D. Wade)
0:05.0,,,87-87,1,D. Wade makes free throw 1 of 2
0:05.0,M. Turner enters the game for S. Hill,,87-87,,
0:05.0,,,87-87,,H. Whiteside enters the game for G. Green
0:05.0,,,87-88,1,D. Wade makes free throw 2 of 2
0:05.0,Indiana full timeout,,87-88,,
0:05.0,C. Budinger enters the game for I. Mahinmi,,87-88,,
0:01.0,Shooting foul by D. Wade (drawn by M. Ellis),,87-88,,
0:01.0,M. Ellis misses free throw 1 of 2,,87-88,,
0:01.0,Offensive rebound by Team,,87-88,,
0:01.0,I. Mahinmi enters the game for C. Budinger,,87-88,,
0:01.0,M. Ellis makes free throw 2 of 2,1,88-88,,
0:00.0,,,88-88,,D. Wade misses 3-pt shot from 66 ft
0:00.0,,,88-88,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:37.0,,,88-88,,Turnover by D. Wade (bad pass; steal by I. Mahinmi)
4:22.0,,,88-88,,Personal foul by L. Deng (drawn by I. Mahinmi)
4:08.0,P. George misses 2-pt shot from 16 ft,,88-88,,
4:07.0,,,88-88,,Defensive rebound by H. Whiteside
3:54.0,,,88-88,,J. Winslow misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by I. Mahinmi,,88-88,,
3:36.0,M. Ellis misses 2-pt shot from 20 ft,,88-88,,
3:34.0,,,88-88,,Defensive rebound by H. Whiteside
3:25.0,,,88-88,,L. Deng misses 2-pt shot from 17 ft
3:24.0,,,88-88,,Offensive rebound by D. Wade
3:22.0,,,88-90,2,D. Wade makes 2-pt shot from 3 ft
3:06.0,M. Turner misses 2-pt shot from 17 ft,,88-90,,
3:05.0,Offensive rebound by M. Ellis,,88-90,,
3:04.0,M. Ellis misses 2-pt shot from 12 ft,,88-90,,
3:03.0,,,88-90,,Defensive rebound by Team
3:03.0,Loose ball foul by I. Mahinmi (drawn by J. Winslow),,88-90,,
2:47.0,,,88-92,2,G. Dragic makes 2-pt shot from 2 ft
2:31.0,Shooting foul by G. Dragic (drawn by G. Hill),,88-92,,
2:31.0,G. Hill misses free throw 1 of 2,,88-92,,
2:31.0,Offensive rebound by Team,,88-92,,
2:31.0,G. Hill makes free throw 2 of 2,1,89-92,,
2:16.0,,,89-94,2,G. Dragic makes 2-pt shot from 2 ft
2:15.0,Indiana full timeout,,89-94,,
1:59.0,P. George misses 2-pt shot from 2 ft (block by H. Whiteside),,89-94,,
1:58.0,,,89-94,,Defensive rebound by G. Dragic
1:43.0,,,89-94,,D. Wade misses 2-pt shot from 9 ft
1:41.0,Defensive rebound by P. George,,89-94,,
1:36.0,M. Ellis misses 2-pt shot from 1 ft (block by D. Wade),,89-94,,
1:35.0,Offensive rebound by I. Mahinmi,,89-94,,
1:34.0,,,89-94,,Personal foul by D. Wade (drawn by P. George)
1:28.0,P. George makes 2-pt shot from 17 ft,2,91-94,,
1:17.0,Personal foul by I. Mahinmi (drawn by G. Dragic),,91-94,,
1:06.0,,,91-94,,Shooting foul by M. Turner (drawn by J. Winslow)
1:06.0,,,91-95,1,J. Winslow makes free throw 1 of 2
1:06.0,,,91-96,1,J. Winslow makes free throw 2 of 2
1:06.0,Indiana full timeout,,91-96,,
0:57.0,P. George misses 3-pt shot from 22 ft,,91-96,,
0:56.0,,,91-96,,Defensive rebound by D. Wade
0:42.0,,,91-96,,Shooting foul by M. Turner (drawn by J. Winslow)
0:42.0,J. Young enters the game for M. Turner,,91-96,,
0:42.0,,,91-97,1,J. Winslow makes free throw 1 of 2
0:42.0,,,91-98,1,J. Winslow makes free throw 2 of 2
0:42.0,Indiana full timeout,,91-98,,
0:32.0,M. Ellis makes 2-pt shot from 12 ft,2,93-98,,
0:31.0,Personal foul by M. Ellis (drawn by D. Wade),,93-98,,
0:31.0,,,93-99,1,D. Wade makes free throw 1 of 2
0:31.0,,,93-100,1,D. Wade makes free throw 2 of 2
0:21.0,G. Hill misses 3-pt shot from 24 ft,,93-100,,
0:20.0,,,93-100,,Defensive rebound by L. Deng
0:13.0,Personal foul by I. Mahinmi (drawn by G. Dragic),,93-100,,
0:13.0,C. Budinger enters the game for I. Mahinmi,,93-100,,
0:13.0,S. Hill enters the game for M. Ellis,,93-100,,
0:13.0,L. Allen enters the game for P. George,,93-100,,
0:13.0,,,93-100,,J. Richardson enters the game for D. Wade
0:13.0,,,93-101,1,G. Dragic makes free throw 1 of 2
0:13.0,,,93-101,,G. Dragic misses free throw 2 of 2
0:12.0,Defensive rebound by L. Allen,,93-101,,
0:03.0,J. Young misses 3-pt shot from 25 ft,,93-101,,
0:01.0,,,93-101,,Defensive rebound by L. Deng
0:00.0,End of 1st overtime,,,,End of 1st overtime
