time,Memphis,pts.away,score,pts.home,Golden State
2:32.0,Defensive rebound by J. Martin,,102-122,,
2:22.0,X. Munford misses 2-pt shot from 3 ft (block by J. McAdoo),,102-122,,
2:20.0,,,102-122,,Defensive rebound by M. Speights
2:11.0,,,102-122,,M. Speights misses 3-pt shot from 29 ft
2:11.0,Defensive rebound by J. Green,,102-122,,
1:56.0,Offensive foul by J. Martin,,102-122,,
1:56.0,Turnover by J. Martin (offensive foul),,102-122,,
1:56.0,,,102-122,,A. Varejao enters the game for M. Speights
1:56.0,B. Cotton enters the game for X. Munford,,102-122,,
1:42.0,,,102-125,3,B. Rush makes 3-pt shot from 26 ft (assist by A. Iguodala)
1:27.0,P. Hairston misses 3-pt shot from 27 ft,,102-125,,
1:27.0,,,102-125,,Defensive rebound by A. Varejao
0:59.0,,,102-125,,J. McAdoo misses 3-pt shot from 25 ft
0:58.0,,,102-125,,Offensive rebound by A. Varejao
0:58.0,,,102-125,,A. Varejao misses 2-pt shot from 2 ft
0:56.0,,,102-125,,Offensive rebound by A. Varejao
0:56.0,,,102-125,,A. Varejao misses 2-pt shot from 2 ft
0:55.0,Defensive rebound by L. Stephenson,,102-125,,
0:47.0,B. Cotton makes 2-pt shot from 16 ft,2,104-125,,
0:25.0,,,104-125,,A. Iguodala misses 3-pt shot from 28 ft
0:23.0,Defensive rebound by J. Green,,104-125,,
0:13.0,P. Hairston misses 2-pt shot from 2 ft,,104-125,,
0:12.0,Offensive rebound by J. Green,,104-125,,
0:12.0,J. Green misses 2-pt shot from 1 ft,,104-125,,
0:09.0,,,104-125,,Defensive rebound by L. Barbosa
0:00.0,End of 4th quarter,,,,End of 4th quarter
