time,Sacramento,pts.away,score,pts.home,Oklahoma City
6:39.0,D. Collison makes 3-pt shot from 25 ft (assist by R. Rondo),3,81-84,,
6:38.0,,,81-84,,Oklahoma City full timeout
6:38.0,,,81-84,,S. Adams enters the game for E. Kanter
6:26.0,,,81-84,,Turnover by K. Durant (lost ball; steal by R. Rondo)
6:20.0,D. Collison misses 3-pt shot from 22 ft,,81-84,,
6:19.0,Offensive rebound by R. Gay,,81-84,,
6:08.0,D. Cousins misses 2-pt shot from 2 ft (block by S. Ibaka),,81-84,,
6:08.0,Offensive rebound by Team,,81-84,,
6:08.0,,,81-84,,D. Waiters enters the game for A. Roberson
6:03.0,D. Cousins misses 2-pt shot from 1 ft (block by S. Ibaka),,81-84,,
6:03.0,Offensive rebound by D. Cousins,,81-84,,
6:03.0,D. Cousins makes 2-pt shot from 1 ft,2,83-84,,
6:03.0,Shooting foul by S. Ibaka (drawn by D. Cousins),,83-84,,
6:03.0,,,83-84,,K. Singler enters the game for S. Ibaka
6:03.0,D. Cousins misses free throw 1 of 1,,83-84,,
6:03.0,,,83-84,,Defensive rebound by S. Adams
5:39.0,,,83-84,,K. Singler misses 3-pt shot from 22 ft
5:38.0,Defensive rebound by R. Gay,,83-84,,
5:28.0,R. Gay makes 2-pt shot from 15 ft (assist by R. Rondo),2,85-84,,
5:03.0,,,85-84,,K. Durant misses 2-pt shot from 5 ft
5:03.0,Defensive rebound by D. Cousins,,85-84,,
4:45.0,Jump ball: D. Cousins vs. R. Westbrook,,,,Jump ball: D. Cousins vs. R. Westbrook
4:45.0,Turnover by D. Cousins (lost ball; steal by R. Westbrook),,85-84,,
4:28.0,,,85-84,,D. Waiters misses 2-pt shot from 1 ft
4:27.0,,,85-84,,Offensive rebound by S. Adams
4:27.0,,,85-84,,S. Adams misses 2-pt shot at rim
4:26.0,Defensive rebound by R. Rondo,,85-84,,
4:17.0,D. Collison makes 3-pt shot from 24 ft (assist by M. Belinelli),3,88-84,,
4:15.0,,,88-84,,Oklahoma City full timeout
4:15.0,,,88-84,,S. Ibaka enters the game for K. Singler
4:04.0,,,88-84,,Turnover by K. Durant (bad pass; steal by R. Gay)
3:58.0,M. Belinelli misses 3-pt shot from 24 ft,,88-84,,
3:57.0,Offensive rebound by R. Gay,,88-84,,
3:54.0,R. Gay misses 2-pt shot from 1 ft,,88-84,,
3:54.0,Offensive rebound by M. Belinelli,,88-84,,
3:54.0,,,88-84,,Violation by S. Ibaka (def goaltending)
3:54.0,M. Belinelli makes 2-pt shot from 1 ft,2,90-84,,
3:39.0,,,90-84,,R. Westbrook misses 2-pt shot at rim
3:38.0,,,90-84,,Offensive rebound by S. Ibaka
3:38.0,,,90-86,2,S. Ibaka makes 2-pt shot from 1 ft
3:09.0,R. Gay misses 3-pt shot from 22 ft,,90-86,,
3:09.0,Offensive rebound by R. Rondo,,90-86,,
3:05.0,M. Belinelli makes 3-pt shot from 24 ft (assist by R. Rondo),3,93-86,,
2:48.0,,,93-89,3,R. Westbrook makes 3-pt shot from 25 ft (assist by K. Durant)
2:46.0,Sacramento full timeout,,93-89,,
2:32.0,R. Rondo makes 2-pt shot at rim (assist by R. Gay),2,95-89,,
2:27.0,,,95-89,,Turnover by K. Durant (lost ball; steal by R. Rondo)
2:22.0,Turnover by M. Belinelli (bad pass),,95-89,,
2:12.0,,,95-89,,S. Adams misses 2-pt shot from 2 ft
2:11.0,Defensive rebound by D. Cousins,,95-89,,
1:56.0,D. Cousins misses 2-pt shot at rim,,95-89,,
1:55.0,,,95-89,,Defensive rebound by K. Durant
1:53.0,,,95-89,,Shooting foul by M. Belinelli (drawn by D. Waiters)
1:53.0,,,95-90,1,D. Waiters makes free throw 1 of 2
1:53.0,,,95-91,1,D. Waiters makes free throw 2 of 2
1:38.0,R. Gay misses 2-pt shot at rim,,95-91,,
1:36.0,,,95-91,,Defensive rebound by R. Westbrook
1:30.0,,,95-91,,K. Durant misses 3-pt shot from 25 ft
1:28.0,,,95-91,,Offensive rebound by S. Adams
1:28.0,,,95-91,,S. Adams misses 2-pt shot from 2 ft
1:27.0,,,95-91,,Offensive rebound by S. Adams
1:27.0,,,95-91,,S. Adams misses 2-pt shot from 2 ft
1:27.0,,,95-91,,Offensive rebound by S. Adams
1:21.0,,,95-91,,Oklahoma City full timeout
1:18.0,,,95-93,2,K. Durant makes 2-pt shot from 10 ft (assist by D. Waiters)
1:18.0,,,95-93,,Shooting foul by R. Rondo (drawn by K. Durant)
1:18.0,,,95-93,,K. Durant misses free throw 1 of 1
1:17.0,Defensive rebound by R. Gay,,95-93,,
1:01.0,M. Belinelli misses 2-pt shot from 21 ft,,95-93,,
1:00.0,,,95-93,,Defensive rebound by K. Durant
0:58.0,Personal foul by D. Collison (drawn by R. Westbrook),,95-93,,
0:58.0,,,95-93,,R. Westbrook misses free throw 1 of 2
0:58.0,,,95-93,,Offensive rebound by Team
0:58.0,,,95-94,1,R. Westbrook makes free throw 2 of 2
0:44.0,Shooting foul by S. Adams (drawn by D. Cousins),,95-94,,
0:44.0,D. Cousins misses free throw 1 of 2,,95-94,,
0:44.0,Offensive rebound by Team,,95-94,,
0:44.0,K. Koufos enters the game for M. Belinelli,,95-94,,
0:44.0,D. Cousins misses free throw 2 of 2,,95-94,,
0:44.0,,,95-94,,Defensive rebound by K. Durant
0:23.0,,,95-96,2,K. Durant makes 2-pt shot from 19 ft
0:23.0,Sacramento full timeout,,95-96,,
0:23.0,M. Belinelli enters the game for K. Koufos,,95-96,,
0:07.0,Turnover by R. Gay (bad pass; steal by S. Adams),,95-96,,
0:05.0,,,95-96,,Oklahoma City full timeout
0:05.0,,,95-96,,A. Morrow enters the game for S. Adams
0:05.0,K. Koufos enters the game for D. Cousins,,95-96,,
0:05.0,B. McLemore enters the game for M. Belinelli,,95-96,,
0:04.0,Personal take foul by R. Gay (drawn by K. Durant),,95-96,,
0:04.0,,,95-97,1,K. Durant makes free throw 1 of 2
0:04.0,,,95-97,,S. Adams enters the game for A. Morrow
0:04.0,D. Cousins enters the game for B. McLemore,,95-97,,
0:04.0,,,95-98,1,K. Durant makes free throw 2 of 2
0:04.0,Sacramento full timeout,,95-98,,
0:04.0,M. Belinelli enters the game for K. Koufos,,95-98,,
0:02.0,M. Belinelli misses 3-pt shot from 22 ft,,95-98,,
0:01.0,,,95-98,,Defensive rebound by K. Durant
0:00.0,End of 4th quarter,,,,End of 4th quarter
