time,Charlotte,pts.away,score,pts.home,Toronto
0:50.0,Personal foul by J. Lin,,85-91,,
0:40.0,,,85-93,2,D. DeRozan makes 2-pt shot from 9 ft
0:40.0,Charlotte full timeout,,85-93,,
0:40.0,,,85-93,,N. Powell enters the game for J. Valanciunas
0:40.0,,,85-93,,B. Biyombo enters the game for P. Patterson
0:37.0,K. Walker makes 2-pt shot from 4 ft,2,87-93,,
0:37.0,Shooting foul by B. Biyombo (drawn by K. Walker),,87-93,,
0:37.0,,,87-93,,J. Valanciunas enters the game for B. Biyombo
0:37.0,,,87-93,,P. Patterson enters the game for N. Powell
0:37.0,K. Walker makes free throw 1 of 1,1,88-93,,
0:34.0,,,88-93,,Toronto full timeout
0:26.0,Personal take foul by K. Walker,,88-93,,
0:26.0,,,88-94,1,D. DeRozan makes free throw 1 of 2
0:26.0,,,88-94,,D. DeRozan misses free throw 2 of 2
0:26.0,Defensive rebound by C. Zeller,,88-94,,
0:26.0,Charlotte full timeout,,88-94,,
0:26.0,,,88-94,,B. Biyombo enters the game for J. Valanciunas
0:23.0,K. Walker makes 2-pt shot from 3 ft,2,90-94,,
0:23.0,,,90-94,,Shooting block foul by K. Lowry (drawn by K. Walker)
0:23.0,,,90-94,,J. Valanciunas enters the game for B. Biyombo
0:23.0,K. Walker misses free throw 1 of 1,,90-94,,
0:22.0,,,90-94,,Defensive rebound by P. Patterson
0:20.0,Personal take foul by C. Lee,,90-94,,
0:20.0,,,90-94,,K. Lowry misses free throw 1 of 2
0:20.0,,,90-94,,Offensive rebound by Team
0:20.0,,,90-94,,Turnover by K. Lowry (lane violation.)
0:20.0,,,90-94,,B. Biyombo enters the game for J. Valanciunas
0:12.0,K. Walker misses 3-pt shot from 25 ft,,90-94,,
0:12.0,,,90-94,,Defensive rebound by Team
0:11.0,,,90-94,,J. Valanciunas enters the game for B. Biyombo
0:10.0,,,90-94,,Toronto full timeout
0:06.0,Personal take foul by J. Lin,,90-94,,
0:06.0,,,90-95,1,C. Joseph makes free throw 1 of 2
0:06.0,,,90-96,1,C. Joseph makes free throw 2 of 2
0:06.0,Charlotte full timeout,,90-96,,
0:03.0,K. Walker misses 3-pt shot from 28 ft,,90-96,,
0:02.0,,,90-96,,Defensive rebound by C. Joseph
0:00.0,End of 4th quarter,,,,End of 4th quarter
