time,Utah,pts.away,score,pts.home,Minnesota
3:32.0,,,71-78,,A. Wiggins misses 2-pt shot from 8 ft
3:30.0,,,71-78,,Offensive rebound by K. Towns
3:15.0,,,71-80,2,K. Towns makes 2-pt shot from 14 ft (assist by R. Rubio)
2:55.0,Shooting foul by A. Wiggins (drawn by T. Burke),,71-80,,
2:55.0,T. Burke makes free throw 1 of 2,1,72-80,,
2:55.0,T. Burke makes free throw 2 of 2,1,73-80,,
2:34.0,,,73-80,,Shooting foul by J. Withey (drawn by K. Towns)
2:34.0,,,73-81,1,K. Towns makes free throw 1 of 2
2:34.0,R. Hood enters the game for J. Withey,,73-81,,
2:34.0,,,73-82,1,K. Towns makes free throw 2 of 2
2:29.0,,,73-82,,Personal foul by K. Garnett (drawn by T. Burke)
2:22.0,R. Hood makes 3-pt shot from 24 ft (assist by T. Burke),3,76-82,,
2:07.0,,,76-84,2,T. Prince makes 2-pt shot from 17 ft (assist by R. Rubio)
1:49.0,R. Hood misses 2-pt shot from 10 ft,,76-84,,
1:48.0,,,76-84,,Defensive rebound by A. Wiggins
1:45.0,,,76-86,2,T. Prince makes 2-pt shot at rim (assist by A. Wiggins)
1:45.0,Utah full timeout,,76-86,,
1:39.0,T. Burke misses 3-pt shot from 27 ft,,76-86,,
1:37.0,,,76-86,,Defensive rebound by K. Garnett
1:14.0,,,76-89,3,R. Rubio makes 3-pt shot from 24 ft (assist by A. Wiggins)
1:00.0,R. Hood misses 3-pt shot from 25 ft,,76-89,,
1:00.0,,,76-89,,Defensive rebound by K. Towns
0:47.0,,,76-89,,Shooting foul by T. Burke (drawn by R. Rubio)
0:47.0,,,76-90,1,R. Rubio makes free throw 1 of 2
0:47.0,,,76-90,,S. Muhammad enters the game for K. Garnett
0:47.0,,,76-90,,Z. LaVine enters the game for T. Prince
0:47.0,,,76-90,,N. Bjelica enters the game for A. Wiggins
0:47.0,,,76-90,,A. Payne enters the game for K. Towns
0:47.0,,,76-91,1,R. Rubio makes free throw 2 of 2
0:46.0,,,76-91,,Personal take foul by Z. LaVine (drawn by T. Burke)
0:46.0,T. Burke makes free throw 1 of 2,1,77-91,,
0:46.0,,,77-91,,T. Jones enters the game for R. Rubio
0:46.0,T. Burke makes free throw 2 of 2,1,78-91,,
0:27.0,,,78-94,3,T. Jones makes 3-pt shot from 24 ft (assist by A. Payne)
0:13.0,R. Hood misses 3-pt shot from 24 ft,,78-94,,
0:11.0,Offensive rebound by T. Booker,,78-94,,
0:10.0,T. Booker makes 2-pt shot from 1 ft,2,80-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
