time,Utah,pts.away,score,pts.home,Houston
0:32.0,,,94-99,,C. Capela enters the game for M. Harrell
0:32.0,,,94-99,,J. Harden misses free throw 2 of 2
0:32.0,Defensive rebound by T. Lyles,,94-99,,
0:32.0,Utah full timeout,,94-99,,
0:32.0,,,94-99,,M. Harrell enters the game for C. Capela
0:26.0,G. Hayward misses 3-pt shot from 24 ft,,94-99,,
0:25.0,,,94-99,,Defensive rebound by T. Jones
0:25.0,Personal foul by T. Lyles (drawn by T. Jones),,94-99,,
0:25.0,,,94-100,1,T. Jones makes free throw 1 of 2
0:25.0,,,94-101,1,T. Jones makes free throw 2 of 2
0:25.0,Utah full timeout,,94-101,,
0:25.0,T. Burke enters the game for T. Lyles,,94-101,,
0:24.0,Turnover by G. Hayward (step out of bounds),,94-101,,
0:24.0,,,94-101,,J. Terry enters the game for M. Harrell
0:24.0,,,94-101,,M. Thornton enters the game for T. Jones
0:23.0,Personal take foul by R. Neto (drawn by M. Thornton),,94-101,,
0:23.0,,,94-102,1,M. Thornton makes free throw 1 of 2
0:23.0,,,94-102,,M. Harrell enters the game for J. Terry
0:23.0,,,94-103,1,M. Thornton makes free throw 2 of 2
0:23.0,Utah full timeout,,94-103,,
0:23.0,,,94-103,,T. Jones enters the game for M. Thornton
0:19.0,J. Ingles misses 3-pt shot from 26 ft,,94-103,,
0:18.0,,,94-103,,Defensive rebound by T. Jones
0:14.0,,,94-103,,Turnover by M. Harrell (dbl dribble)
0:00.0,End of 4th quarter,,,,End of 4th quarter
