time,Dallas,pts.away,score,pts.home,Houston
2:51.0,R. Felton makes 2-pt shot from 20 ft,2,100-113,,
2:34.0,,,100-113,,P. Beverley misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by C. Villanueva,,100-113,,
2:23.0,,,100-113,,Personal foul by T. Ariza (drawn by R. Felton)
2:23.0,R. Felton makes free throw 1 of 2,1,101-113,,
2:23.0,R. Felton makes free throw 2 of 2,1,102-113,,
2:15.0,,,102-113,,T. Ariza misses 3-pt shot from 24 ft
2:10.0,Defensive rebound by R. Felton,,102-113,,
1:52.0,J. Barea misses 2-pt shot from 19 ft,,102-113,,
1:52.0,,,102-113,,Defensive rebound by J. Harden
1:46.0,,,102-113,,J. Smith misses 2-pt shot from 3 ft
1:46.0,,,102-113,,Offensive rebound by Team
1:46.0,,,102-113,,Shooting foul by C. Villanueva (drawn by T. Ariza)
1:46.0,,,102-113,,T. Ariza misses free throw 1 of 2
1:46.0,,,102-113,,Offensive rebound by Team
1:46.0,J. Jenkins enters the game for R. Felton,,102-113,,
1:46.0,,,102-113,,C. Capela enters the game for J. Smith
1:46.0,,,102-113,,T. Ariza misses free throw 2 of 2
1:46.0,Defensive rebound by J. Anderson,,102-113,,
1:34.0,J. Anderson misses 3-pt shot from 24 ft,,102-113,,
1:33.0,,,102-113,,Defensive rebound by P. Beverley
1:26.0,,,102-115,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
1:10.0,Turnover by C. Villanueva (bad pass),,102-115,,
1:10.0,,,102-115,,C. Brewer enters the game for J. Harden
1:10.0,,,102-115,,M. Thornton enters the game for T. Ariza
0:50.0,,,102-115,,M. Thornton misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by Team,,102-115,,
0:49.0,,,102-115,,Loose ball foul by C. Capela (drawn by D. Powell)
0:49.0,D. Powell makes free throw 1 of 2,1,103-115,,
0:49.0,,,103-115,,Violation by P. Beverley (lane)
0:49.0,D. Powell makes free throw 2 of 2,1,104-115,,
0:37.0,,,104-115,,Turnover by T. Lawson (bad pass; steal by C. Villanueva)
0:28.0,C. Villanueva misses 2-pt shot from 17 ft,,104-115,,
0:27.0,,,104-115,,Defensive rebound by P. Beverley
0:03.0,,,104-115,,Turnover by Team (shot clock)
0:00.0,J. Anderson misses 3-pt shot from 25 ft,,104-115,,
0:00.0,Offensive rebound by Team,,104-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
