time,New Orleans,pts.away,score,pts.home,San Antonio
1:21.0,Offensive rebound by A. Davis,,93-106,,
1:19.0,A. Davis makes 2-pt shot at rim,2,95-106,,
1:04.0,,,95-106,,L. Aldridge misses 2-pt shot from 16 ft
1:03.0,Defensive rebound by J. Holiday,,95-106,,
0:55.0,Shooting foul by D. Green (drawn by J. Holiday),,95-106,,
0:55.0,J. Holiday makes free throw 1 of 2,1,96-106,,
0:55.0,J. Holiday makes free throw 2 of 2,1,97-106,,
0:35.0,,,97-108,2,K. Leonard makes 2-pt shot from 6 ft (assist by T. Parker)
0:35.0,New Orleans full timeout,,97-108,,
0:35.0,,,97-108,,K. Anderson enters the game for K. Leonard
0:35.0,,,97-108,,R. McCallum enters the game for L. Aldridge
0:35.0,,,97-108,,J. Simmons enters the game for T. Parker
0:35.0,,,97-108,,R. Butler enters the game for D. Green
0:34.0,Turnover by N. Cole (bad pass; steal by R. Butler),,97-108,,
0:11.0,,,97-110,2,R. Butler makes 2-pt shot from 2 ft (assist by J. Simmons)
0:05.0,J. Holiday misses 3-pt shot from 25 ft,,97-110,,
0:04.0,,,97-110,,Defensive rebound by R. Butler
0:00.0,End of 4th quarter,,,,End of 4th quarter
