time,Miami,pts.away,score,pts.home,Toronto
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,,,86-88,2,D. DeRozan makes 2-pt shot from 10 ft (assist by C. Joseph)
4:15.0,J. Johnson misses 2-pt shot from 7 ft,,86-88,,
4:14.0,,,86-88,,Defensive rebound by D. DeRozan
3:49.0,,,86-88,,K. Lowry misses 2-pt shot from 6 ft
3:49.0,Defensive rebound by G. Dragic,,86-88,,
3:27.0,H. Whiteside misses 2-pt shot from 5 ft (block by J. Valanciunas),,86-88,,
3:26.0,,,86-88,,Defensive rebound by J. Valanciunas
3:09.0,,,86-88,,D. DeRozan misses 2-pt shot from 20 ft
3:09.0,Defensive rebound by L. Deng,,86-88,,
2:47.0,D. Wade misses 2-pt shot from 10 ft,,86-88,,
2:47.0,,,86-88,,Defensive rebound by J. Valanciunas
2:26.0,,,86-90,2,J. Valanciunas makes 2-pt shot from 13 ft (assist by K. Lowry)
2:07.0,Turnover by G. Dragic (bad pass),,86-90,,
1:45.0,,,86-90,,D. Carroll misses 3-pt shot from 27 ft
1:45.0,Defensive rebound by J. Johnson,,86-90,,
1:32.0,J. Johnson misses 2-pt shot from 6 ft,,86-90,,
1:32.0,,,86-90,,Defensive rebound by D. Carroll
1:08.0,,,86-90,,Turnover by K. Lowry (lost ball; steal by H. Whiteside)
1:07.0,Turnover by H. Whiteside (lost ball; steal by J. Valanciunas),,86-90,,
1:06.0,,,86-90,,Shooting foul by G. Dragic (drawn by D. Carroll)
1:06.0,,,86-91,1,D. Carroll makes free throw 1 of 2
1:06.0,,,86-92,1,D. Carroll makes free throw 2 of 2
1:06.0,Miami full timeout,,86-92,,
1:06.0,J. Richardson enters the game for H. Whiteside,,86-92,,
1:06.0,,,86-92,,N. Powell enters the game for J. Valanciunas
1:00.0,J. Johnson misses 2-pt shot from 1 ft,,86-92,,
1:00.0,,,86-92,,Defensive rebound by D. DeRozan
0:36.0,,,86-92,,D. Carroll misses 2-pt shot from 5 ft
0:36.0,Defensive rebound by D. Wade,,86-92,,
0:35.0,,,86-92,,Personal foul by K. Lowry
0:24.0,L. Deng makes 2-pt shot at rim (assist by D. Wade),2,88-92,,
0:24.0,,,88-92,,Toronto full timeout
0:24.0,J. Winslow enters the game for J. Johnson,,88-92,,
0:24.0,G. Green enters the game for G. Dragic,,88-92,,
0:24.0,,,88-92,,J. Valanciunas enters the game for N. Powell
0:22.0,Personal take foul by G. Green,,88-92,,
0:22.0,,,88-93,1,C. Joseph makes free throw 1 of 2
0:22.0,U. Haslem enters the game for J. Winslow,,88-93,,
0:22.0,J. Johnson enters the game for G. Green,,88-93,,
0:22.0,,,88-94,1,C. Joseph makes free throw 2 of 2
0:22.0,Miami full timeout,,88-94,,
0:22.0,,,88-94,,N. Powell enters the game for J. Valanciunas
0:22.0,G. Dragic enters the game for U. Haslem,,88-94,,
0:12.0,J. Richardson makes 2-pt shot from 2 ft (assist by J. Johnson),2,90-94,,
0:11.0,Personal take foul by J. Richardson,,90-94,,
0:11.0,,,90-94,,D. DeRozan misses free throw 1 of 2
0:11.0,,,90-94,,Offensive rebound by Team
0:11.0,U. Haslem enters the game for J. Richardson,,90-94,,
0:11.0,,,90-95,1,D. DeRozan makes free throw 2 of 2
0:11.0,Miami full timeout,,90-95,,
0:11.0,J. Richardson enters the game for U. Haslem,,90-95,,
0:09.0,G. Dragic makes 2-pt shot from 1 ft (assist by D. Wade),2,92-95,,
0:09.0,,,92-95,,Toronto full timeout
0:09.0,,,92-95,,J. Valanciunas enters the game for N. Powell
0:05.0,Personal take foul by J. Richardson,,92-95,,
0:05.0,,,92-96,1,K. Lowry makes free throw 1 of 2
0:05.0,,,92-96,,N. Powell enters the game for J. Valanciunas
0:05.0,,,92-96,,K. Lowry misses free throw 2 of 2
0:05.0,Defensive rebound by J. Johnson,,92-96,,
0:00.0,J. Johnson misses 3-pt shot from 29 ft,,92-96,,
0:00.0,Offensive rebound by Team,,92-96,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
