time,Utah,pts.away,score,pts.home,Sacramento
1:24.0,,,98-108,,Shooting foul by T. Booker (drawn by D. Cousins)
1:24.0,,,98-109,1,D. Cousins makes free throw 1 of 2
1:24.0,,,98-110,1,D. Cousins makes free throw 2 of 2
1:14.0,G. Hayward makes 3-pt shot from 24 ft (assist by A. Burks),3,101-110,,
1:13.0,Personal take foul by G. Hayward (drawn by R. Rondo),,101-110,,
1:13.0,,,101-111,1,R. Rondo makes free throw 1 of 2
1:13.0,,,101-112,1,R. Rondo makes free throw 2 of 2
0:58.0,A. Burks makes 2-pt shot from 4 ft (assist by G. Hayward),2,103-112,,
0:58.0,Personal take foul by A. Burks (drawn by R. Rondo),,103-112,,
0:58.0,,,103-113,1,R. Rondo makes free throw 1 of 2
0:58.0,,,103-114,1,R. Rondo makes free throw 2 of 2
0:58.0,Utah full timeout,,103-114,,
0:48.0,G. Hayward makes 2-pt shot from 4 ft,2,105-114,,
0:47.0,Personal take foul by D. Favors (drawn by D. Cousins),,105-114,,
0:47.0,,,105-114,,D. Cousins misses free throw 1 of 2
0:47.0,,,105-114,,Offensive rebound by Team
0:47.0,,,105-114,,D. Cousins misses free throw 2 of 2
0:46.0,Defensive rebound by D. Favors,,105-114,,
0:34.0,A. Burks misses 3-pt shot from 24 ft,,105-114,,
0:33.0,Offensive rebound by T. Booker,,105-114,,
0:32.0,Shooting foul by D. Cousins (drawn by T. Booker),,105-114,,
0:32.0,,,105-114,,K. Koufos enters the game for D. Cousins
0:32.0,T. Booker makes free throw 1 of 2,1,106-114,,
0:32.0,T. Booker misses free throw 2 of 2,,106-114,,
0:31.0,,,106-114,,Defensive rebound by O. Casspi
0:20.0,,,106-114,,Turnover by O. Casspi (bad pass; steal by D. Favors)
0:10.0,A. Burks misses 3-pt shot from 24 ft,,106-114,,
0:09.0,,,106-114,,Defensive rebound by R. Gay
0:00.0,End of 4th quarter,,,,End of 4th quarter
