time,Milwaukee,pts.away,score,pts.home,Atlanta
4:49.0,,,84-90,,P. Millsap misses 2-pt shot from 13 ft
4:46.0,Defensive rebound by J. Henson,,84-90,,
4:44.0,Turnover by J. Henson (lost ball; steal by P. Millsap),,84-90,,
4:40.0,,,84-93,3,T. Sefolosha makes 3-pt shot from 24 ft (assist by K. Korver)
4:23.0,K. Middleton misses 2-pt shot from 16 ft,,84-93,,
4:21.0,,,84-93,,Defensive rebound by P. Millsap
4:17.0,,,84-93,,J. Teague misses 2-pt shot at rim (block by J. Henson)
4:13.0,,,84-93,,Offensive rebound by K. Korver
4:09.0,,,84-93,,K. Korver misses 3-pt shot from 25 ft (block by J. Henson)
4:06.0,,,84-93,,Offensive rebound by K. Humphries
4:03.0,,,84-95,2,K. Humphries makes 2-pt shot from 15 ft
3:38.0,K. Middleton misses 3-pt shot from 24 ft,,84-95,,
3:36.0,Offensive rebound by J. Parker,,84-95,,
3:35.0,Shooting foul by J. Teague (drawn by J. Parker),,84-95,,
3:35.0,,,84-95,,Violation by Team (jump ball)
3:35.0,J. Parker misses free throw 1 of 2,,84-95,,
3:35.0,Offensive rebound by Team,,84-95,,
3:35.0,J. Parker makes free throw 2 of 2,1,85-95,,
3:15.0,,,85-95,,J. Teague misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by K. Middleton,,85-95,,
2:56.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by P. Millsap),,85-95,,
2:55.0,Offensive rebound by J. Henson,,85-95,,
2:51.0,J. Parker misses 3-pt shot from 24 ft,,85-95,,
2:50.0,Offensive rebound by J. Henson,,85-95,,
2:47.0,K. Middleton misses 3-pt shot from 24 ft,,85-95,,
2:46.0,Offensive rebound by J. Henson,,85-95,,
2:43.0,J. Parker misses 2-pt shot from 1 ft (block by P. Millsap),,85-95,,
2:43.0,Offensive rebound by Team,,85-95,,
2:43.0,Milwaukee full timeout,,85-95,,
2:43.0,,,85-95,,A. Horford enters the game for K. Humphries
2:38.0,Turnover by J. Parker (lost ball; steal by A. Horford),,85-95,,
2:28.0,Violation by J. Henson (def goaltending),,85-95,,
2:28.0,,,85-97,2,J. Teague makes 2-pt shot from 1 ft
2:08.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Parker),2,87-97,,
1:44.0,,,87-97,,P. Millsap misses 3-pt shot from 24 ft
1:43.0,Defensive rebound by G. Antetokounmpo,,87-97,,
1:35.0,J. Parker misses 2-pt shot from 1 ft,,87-97,,
1:34.0,,,87-97,,Defensive rebound by A. Horford
1:31.0,Personal foul by G. Antetokounmpo,,87-97,,
1:20.0,,,87-97,,Turnover by J. Teague (lost ball)
1:04.0,K. Middleton misses 3-pt shot from 24 ft,,87-97,,
1:03.0,Offensive rebound by J. Henson,,87-97,,
0:59.0,J. Bayless makes 3-pt shot from 24 ft (assist by J. Henson),3,90-97,,
0:37.0,,,90-97,,J. Teague misses 2-pt shot at rim
0:36.0,,,90-97,,Offensive rebound by K. Korver
0:33.0,,,90-97,,A. Horford misses 2-pt shot from 15 ft
0:31.0,,,90-97,,Offensive rebound by P. Millsap
0:28.0,Personal take foul by J. Bayless,,90-97,,
0:28.0,,,90-98,1,J. Teague makes free throw 1 of 2
0:28.0,,,90-98,,K. Humphries enters the game for A. Horford
0:28.0,,,90-98,,M. Scott enters the game for P. Millsap
0:28.0,,,90-99,1,J. Teague makes free throw 2 of 2
0:21.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,90-99,,
0:18.0,,,90-99,,Defensive rebound by K. Humphries
0:18.0,Personal take foul by J. Parker,,90-99,,
0:18.0,,,90-100,1,K. Humphries makes free throw 1 of 2
0:18.0,,,90-100,,D. Schroder enters the game for J. Teague
0:18.0,,,90-100,,T. Hardaway enters the game for K. Korver
0:18.0,,,90-101,1,K. Humphries makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
