time,Cleveland,pts.away,score,pts.home,Atlanta
2:04.0,K. Irving misses 2-pt shot from 1 ft (block by A. Horford),,113-106,,
2:02.0,,,113-106,,Defensive rebound by P. Millsap
1:59.0,,,113-106,,Turnover by J. Teague (lost ball; steal by K. Irving)
1:36.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,116-106,,
1:30.0,,,116-106,,J. Teague misses 2-pt shot from 1 ft (block by K. Love)
1:28.0,Defensive rebound by K. Love,,116-106,,
1:25.0,Shooting foul by K. Bazemore (drawn by L. James),,116-106,,
1:25.0,L. James makes free throw 1 of 2,1,117-106,,
1:25.0,L. James misses free throw 2 of 2,,117-106,,
1:24.0,,,117-106,,Defensive rebound by K. Bazemore
1:24.0,,,117-106,,Atlanta full timeout
1:24.0,I. Shumpert enters the game for C. Frye,,117-106,,
1:20.0,,,117-106,,K. Korver misses 3-pt shot from 26 ft
1:18.0,Defensive rebound by K. Love,,117-106,,
0:55.0,J. Smith misses 3-pt shot from 25 ft,,117-106,,
0:54.0,,,117-106,,Defensive rebound by J. Teague
0:49.0,,,117-106,,K. Korver misses 3-pt shot from 25 ft
0:48.0,,,117-106,,Offensive rebound by P. Millsap
0:48.0,,,117-108,2,P. Millsap makes 2-pt shot at rim
0:44.0,,,117-108,,Personal take foul by J. Teague
0:44.0,K. Irving makes free throw 1 of 2,1,118-108,,
0:44.0,K. Irving makes free throw 2 of 2,1,119-108,,
0:38.0,,,119-108,,J. Teague misses 2-pt shot at rim
0:37.0,Defensive rebound by K. Love,,119-108,,
0:30.0,,,119-108,,Flagrant foul type 1 by J. Teague
0:30.0,L. James makes flagrant free throw 1 of 2,1,120-108,,
0:30.0,L. James makes flagrant free throw 2 of 2,1,121-108,,
0:30.0,,,121-108,,M. Muscala enters the game for P. Millsap
0:30.0,,,121-108,,M. Scott enters the game for A. Horford
0:30.0,,,121-108,,K. Humphries enters the game for K. Bazemore
0:30.0,,,121-108,,D. Schroder enters the game for J. Teague
0:30.0,,,121-108,,T. Hardaway enters the game for K. Korver
0:30.0,R. Jefferson enters the game for L. James,,121-108,,
0:30.0,D. Jones enters the game for K. Love,,121-108,,
0:30.0,M. Williams enters the game for J. Smith,,121-108,,
0:30.0,M. Dellavedova enters the game for K. Irving,,121-108,,
0:05.0,Turnover by Team (shot clock),,121-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
