time,Orlando,pts.away,score,pts.home,New York
5:02.0,,,86-101,1,D. Williams makes free throw 1 of 2
5:02.0,,,86-102,1,D. Williams makes free throw 2 of 2
4:48.0,V. Oladipo makes 3-pt shot from 23 ft (assist by M. Hezonja),3,89-102,,
4:22.0,,,89-102,,R. Lopez misses 2-pt shot from 5 ft
4:20.0,Defensive rebound by A. Gordon,,89-102,,
4:14.0,B. Jennings misses 3-pt shot from 26 ft,,89-102,,
4:13.0,,,89-102,,Defensive rebound by C. Anthony
3:50.0,,,89-102,,C. Anthony misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by D. Dedmon,,89-102,,
3:42.0,M. Hezonja misses 3-pt shot from 25 ft,,89-102,,
3:41.0,,,89-102,,Defensive rebound by D. Williams
3:17.0,,,89-102,,C. Anthony misses 2-pt shot from 1 ft
3:17.0,,,89-102,,Offensive rebound by C. Anthony
3:16.0,,,89-102,,C. Anthony misses 2-pt shot from 1 ft
3:16.0,,,89-102,,Offensive rebound by C. Anthony
3:16.0,,,89-102,,C. Anthony misses 2-pt shot from 1 ft
3:16.0,,,89-102,,Offensive rebound by Team
3:16.0,,,89-102,,New York full timeout
3:16.0,,,89-102,,L. Thomas enters the game for D. Williams
3:16.0,E. Ilyasova enters the game for A. Gordon,,89-102,,
3:16.0,,,89-102,,L. Galloway enters the game for A. Afflalo
3:15.0,,,89-102,,Turnover by L. Galloway (lost ball)
2:59.0,V. Oladipo misses 3-pt shot from 25 ft,,89-102,,
2:59.0,,,89-102,,Defensive rebound by J. Calderon
2:38.0,,,89-102,,Turnover by J. Calderon (lost ball; steal by V. Oladipo)
2:24.0,Turnover by M. Hezonja (bad pass),,89-102,,
2:10.0,,,89-102,,L. Galloway misses 2-pt shot from 22 ft
2:10.0,,,89-102,,Offensive rebound by R. Lopez
2:10.0,Personal foul by D. Dedmon (drawn by R. Lopez),,89-102,,
2:10.0,,,89-103,1,R. Lopez makes free throw 1 of 2
2:10.0,A. Nicholson enters the game for E. Ilyasova,,89-103,,
2:10.0,D. Marble enters the game for V. Oladipo,,89-103,,
2:10.0,,,89-103,,D. Williams enters the game for C. Anthony
2:10.0,,,89-104,1,R. Lopez makes free throw 2 of 2
1:53.0,D. Dedmon misses 2-pt shot from 19 ft,,89-104,,
1:53.0,,,89-104,,Defensive rebound by D. Williams
1:34.0,,,89-104,,Turnover by R. Lopez (lost ball; steal by D. Dedmon)
1:22.0,D. Dedmon makes 2-pt shot at rim (assist by M. Hezonja),2,91-104,,
1:05.0,,,91-107,3,L. Thomas makes 3-pt shot from 23 ft (assist by J. Calderon)
0:55.0,,,91-107,,J. Grant enters the game for J. Calderon
0:50.0,B. Jennings makes 2-pt shot from 21 ft,2,93-107,,
0:43.0,Personal foul by M. Hezonja (drawn by L. Thomas),,93-107,,
0:43.0,,,93-108,1,L. Thomas makes free throw 1 of 2
0:43.0,,,93-108,,L. Thomas misses free throw 2 of 2
0:42.0,Defensive rebound by A. Nicholson,,93-108,,
0:32.0,D. Dedmon misses 2-pt shot from 7 ft,,93-108,,
0:30.0,,,93-108,,Defensive rebound by J. Grant
0:10.0,,,93-108,,L. Galloway misses 3-pt shot from 26 ft
0:09.0,Defensive rebound by M. Hezonja,,93-108,,
0:02.0,M. Hezonja makes 2-pt shot from 12 ft,2,95-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
