time,Denver,pts.away,score,pts.home,Golden State
5:50.0,,,94-107,,H. Barnes misses 2-pt shot at rim
5:50.0,Defensive rebound by J. Nelson,,94-107,,
5:34.0,W. Barton misses 2-pt shot from 12 ft,,94-107,,
5:32.0,Offensive rebound by N. Jokic,,94-107,,
5:32.0,N. Jokic misses 2-pt shot from 1 ft,,94-107,,
5:32.0,Offensive rebound by Team,,94-107,,
5:32.0,Official timeout,,94-107,,
5:32.0,,,94-107,,D. Green enters the game for A. Iguodala
5:32.0,,,94-107,,F. Ezeli enters the game for S. Livingston
5:32.0,,,94-107,,K. Thompson enters the game for J. McAdoo
5:30.0,Turnover by R. Foye (bad pass; steal by F. Ezeli),,94-107,,
5:22.0,,,94-110,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
5:07.0,R. Foye misses 2-pt shot from 17 ft,,94-110,,
5:06.0,Offensive rebound by N. Jokic,,94-110,,
4:59.0,D. Arthur misses 3-pt shot from 24 ft,,94-110,,
4:59.0,,,94-110,,Defensive rebound by F. Ezeli
4:53.0,,,94-112,2,H. Barnes makes 2-pt shot from 18 ft (assist by D. Green)
4:53.0,Denver full timeout,,94-112,,
4:53.0,D. Gallinari enters the game for N. Jokic,,94-112,,
4:34.0,J. Nelson makes 3-pt shot from 25 ft,3,97-112,,
4:16.0,,,97-112,,Turnover by D. Green (bad pass; steal by D. Arthur)
4:09.0,J. Nelson makes 2-pt shot from 21 ft,2,99-112,,
3:55.0,,,99-112,,S. Curry misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by W. Barton,,99-112,,
3:44.0,J. Nelson makes 3-pt shot from 25 ft,3,102-112,,
3:27.0,,,102-112,,Shooting foul by D. Arthur (drawn by F. Ezeli)
3:27.0,,,102-112,,F. Ezeli misses free throw 1 of 2
3:27.0,,,102-112,,Offensive rebound by Team
3:27.0,E. Mudiay enters the game for R. Foye,,102-112,,
3:27.0,,,102-113,1,F. Ezeli makes free throw 2 of 2
3:18.0,Turnover by J. Nelson (lost ball; steal by H. Barnes),,102-113,,
3:16.0,Personal foul by D. Arthur (drawn by H. Barnes),,102-113,,
3:16.0,,,102-114,1,H. Barnes makes free throw 1 of 2
3:16.0,,,102-114,,A. Iguodala enters the game for F. Ezeli
3:16.0,,,102-115,1,H. Barnes makes free throw 2 of 2
3:00.0,W. Barton misses 3-pt shot from 26 ft,,102-115,,
2:58.0,Offensive rebound by D. Arthur,,102-115,,
2:56.0,D. Arthur misses 2-pt shot from 1 ft,,102-115,,
2:55.0,,,102-115,,Defensive rebound by K. Thompson
2:47.0,,,102-115,,Turnover by K. Thompson (bad pass; steal by W. Barton)
2:22.0,W. Barton misses 2-pt shot from 19 ft,,102-115,,
2:20.0,Offensive rebound by E. Mudiay,,102-115,,
2:18.0,E. Mudiay misses 2-pt shot from 6 ft (block by S. Curry),,102-115,,
2:14.0,,,102-115,,Defensive rebound by S. Curry
2:02.0,,,102-118,3,H. Barnes makes 3-pt shot from 23 ft (assist by K. Thompson)
2:02.0,Denver full timeout,,102-118,,
2:02.0,K. Faried enters the game for D. Arthur,,102-118,,
1:51.0,J. Nelson misses 3-pt shot from 23 ft,,102-118,,
1:50.0,,,102-118,,Defensive rebound by S. Curry
1:46.0,Personal foul by J. Nelson (drawn by S. Curry),,102-118,,
1:46.0,,,102-119,1,S. Curry makes free throw 1 of 2
1:46.0,,,102-119,,B. Rush enters the game for A. Iguodala
1:46.0,K. Papanikolaou enters the game for D. Gallinari,,102-119,,
1:46.0,,,102-119,,J. Thompson enters the game for D. Green
1:46.0,,,102-119,,S. Curry misses free throw 2 of 2
1:44.0,Defensive rebound by W. Barton,,102-119,,
1:37.0,Offensive foul by W. Barton,,102-119,,
1:37.0,Turnover by W. Barton (offensive foul),,102-119,,
1:37.0,,,102-119,,I. Clark enters the game for S. Curry
1:37.0,,,102-119,,J. McAdoo enters the game for H. Barnes
1:37.0,,,102-119,,M. Speights enters the game for K. Thompson
1:37.0,N. Jokic enters the game for K. Faried,,102-119,,
1:37.0,G. Harris enters the game for J. Nelson,,102-119,,
1:21.0,,,102-119,,Turnover by I. Clark (lost ball; steal by E. Mudiay)
1:16.0,G. Harris makes 2-pt shot at rim (assist by E. Mudiay),2,104-119,,
1:10.0,,,104-119,,Offensive foul by J. Thompson
1:10.0,,,104-119,,Turnover by J. Thompson (offensive foul)
1:10.0,M. Miller enters the game for G. Harris,,104-119,,
0:59.0,W. Barton misses 2-pt shot from 14 ft,,104-119,,
0:58.0,Offensive rebound by Team,,104-119,,
0:51.0,E. Mudiay misses 2-pt shot from 16 ft,,104-119,,
0:51.0,,,104-119,,Defensive rebound by J. Thompson
0:27.0,,,104-119,,B. Rush misses 2-pt shot from 9 ft
0:27.0,Defensive rebound by K. Papanikolaou,,104-119,,
0:13.0,Turnover by N. Jokic (lost ball),,104-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
