time,New Orleans,pts.away,score,pts.home,Denver
3:21.0,E. Gordon misses 3-pt shot from 22 ft,,116-116,,
3:20.0,,,116-116,,Defensive rebound by K. Faried
3:09.0,,,116-116,,J. Nelson misses 3-pt shot from 23 ft
3:08.0,Defensive rebound by E. Gordon,,116-116,,
2:57.0,J. Holiday makes 3-pt shot from 24 ft (assist by T. Evans),3,119-116,,
2:30.0,,,119-116,,J. Nelson misses 2-pt shot from 19 ft (block by A. Davis)
2:29.0,Defensive rebound by T. Evans,,119-116,,
2:21.0,New Orleans full timeout,,119-116,,
2:21.0,,,119-116,,R. Foye enters the game for G. Harris
2:07.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Holiday),2,121-116,,
1:49.0,,,121-116,,K. Faried misses 2-pt shot from 3 ft (block by A. Davis)
1:48.0,Defensive rebound by A. Davis,,121-116,,
1:29.0,,,121-116,,Personal foul by K. Faried (drawn by A. Davis)
1:29.0,A. Davis makes free throw 1 of 2,1,122-116,,
1:29.0,,,122-116,,M. Miller enters the game for K. Papanikolaou
1:29.0,A. Davis makes free throw 2 of 2,1,123-116,,
1:23.0,,,123-118,2,J. Nelson makes 2-pt shot from 1 ft
1:00.0,T. Evans misses 2-pt shot from 18 ft,,123-118,,
0:59.0,,,123-118,,Defensive rebound by K. Faried
0:43.0,,,123-118,,W. Barton misses 3-pt shot from 25 ft
0:42.0,,,123-118,,Offensive rebound by K. Faried
0:40.0,,,123-118,,K. Faried misses 2-pt shot from 1 ft (block by A. Davis)
0:38.0,Defensive rebound by A. Davis,,123-118,,
0:36.0,,,123-118,,Personal take foul by J. Nelson (drawn by T. Evans)
0:36.0,T. Evans makes free throw 1 of 2,1,124-118,,
0:36.0,T. Evans makes free throw 2 of 2,1,125-118,,
0:36.0,,,125-118,,Denver full timeout
0:36.0,,,125-118,,Violation by Team (delay of game)
0:34.0,Personal foul by T. Evans (drawn by M. Miller),,125-118,,
0:28.0,,,125-120,2,W. Barton makes 2-pt shot at rim (assist by M. Miller)
0:25.0,,,125-120,,Personal foul by R. Foye (drawn by J. Holiday)
0:25.0,J. Holiday makes free throw 1 of 2,1,126-120,,
0:25.0,J. Holiday misses free throw 2 of 2,,126-120,,
0:24.0,,,126-120,,Defensive rebound by M. Miller
0:16.0,,,126-120,,M. Miller misses 3-pt shot from 25 ft (block by A. Davis)
0:15.0,Defensive rebound by J. Holiday,,126-120,,
0:15.0,,,126-120,,Personal foul by K. Faried (drawn by J. Holiday)
0:15.0,J. Holiday misses free throw 1 of 2,,126-120,,
0:15.0,Offensive rebound by Team,,126-120,,
0:15.0,J. Holiday makes free throw 2 of 2,1,127-120,,
0:09.0,,,127-123,3,J. Nelson makes 3-pt shot from 24 ft
0:09.0,New Orleans full timeout,,127-123,,
0:09.0,,,127-123,,G. Harris enters the game for M. Miller
0:09.0,,,127-123,,Personal foul by K. Faried (drawn by A. Davis)
0:09.0,A. Davis makes free throw 1 of 2,1,128-123,,
0:09.0,,,128-123,,M. Miller enters the game for G. Harris
0:09.0,N. Cole enters the game for R. Anderson,,128-123,,
0:09.0,A. Davis makes free throw 2 of 2,1,129-123,,
0:03.0,,,129-125,2,J. Nelson makes 2-pt shot from 2 ft
0:02.0,,,129-125,,Personal take foul by J. Nelson (drawn by T. Evans)
0:02.0,T. Evans makes free throw 1 of 2,1,130-125,,
0:02.0,T. Evans misses free throw 2 of 2,,130-125,,
0:01.0,,,130-125,,Defensive rebound by K. Faried
0:01.0,,,130-125,,K. Faried misses 3-pt shot from 67 ft
0:00.0,,,130-125,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
