time,Boston,pts.away,score,pts.home,Detroit
5:50.0,I. Thomas misses 2-pt shot from 7 ft,,90-101,,
5:50.0,Offensive rebound by Team,,90-101,,
5:50.0,,,90-101,,Loose ball foul by A. Tolliver (drawn by J. Sullinger)
5:50.0,Official timeout,,90-101,,
5:50.0,,,90-101,,E. Ilyasova enters the game for A. Tolliver
5:50.0,J. Jerebko enters the game for A. Johnson,,90-101,,
5:38.0,I. Thomas makes 2-pt shot from 5 ft,2,92-101,,
5:14.0,,,92-101,,Turnover by Team (shot clock)
4:59.0,J. Sullinger makes 2-pt shot at rim,2,94-101,,
4:45.0,,,94-101,,R. Jackson misses 2-pt shot from 7 ft
4:45.0,,,94-101,,Offensive rebound by A. Drummond
4:43.0,,,94-101,,Turnover by A. Drummond (lost ball; steal by J. Crowder)
4:27.0,J. Jerebko makes 3-pt shot from 26 ft (assist by I. Thomas),3,97-101,,
4:10.0,,,97-101,,Shooting foul by J. Sullinger (drawn by R. Jackson)
4:10.0,,,97-102,1,R. Jackson makes free throw 1 of 2
4:10.0,,,97-103,1,R. Jackson makes free throw 2 of 2
4:01.0,,,97-103,,Personal foul by K. Caldwell-Pope (drawn by I. Thomas)
4:01.0,I. Thomas makes free throw 1 of 2,1,98-103,,
4:01.0,I. Thomas makes free throw 2 of 2,1,99-103,,
3:33.0,,,99-106,3,R. Jackson makes 3-pt shot from 25 ft
3:22.0,J. Jerebko makes 3-pt shot from 26 ft (assist by I. Thomas),3,102-106,,
3:01.0,,,102-106,,E. Ilyasova misses 3-pt shot from 24 ft
3:01.0,,,102-106,,Offensive rebound by R. Jackson
2:54.0,,,102-106,,Shooting foul by I. Thomas (drawn by R. Jackson)
2:54.0,,,102-106,,Detroit full timeout
2:54.0,,,102-107,1,R. Jackson makes free throw 1 of 3
2:54.0,,,102-108,1,R. Jackson makes free throw 2 of 3
2:54.0,,,102-109,1,R. Jackson makes free throw 3 of 3
2:42.0,J. Jerebko makes 3-pt shot from 24 ft (assist by I. Thomas),3,105-109,,
2:36.0,Personal take foul by I. Thomas (drawn by A. Drummond),,105-109,,
2:36.0,,,105-109,,A. Baynes enters the game for A. Drummond
2:24.0,,,105-111,2,R. Jackson makes 2-pt shot from 9 ft
2:24.0,,,105-111,,Shooting foul by J. Jerebko (drawn by R. Jackson)
2:24.0,,,105-112,1,R. Jackson makes free throw 1 of 1
2:10.0,J. Sullinger misses 3-pt shot from 27 ft,,105-112,,
2:10.0,Offensive rebound by Team,,105-112,,
2:10.0,,,105-112,,Loose ball foul by R. Jackson (drawn by I. Thomas)
2:10.0,I. Thomas makes free throw 1 of 2,1,106-112,,
2:10.0,E. Turner enters the game for J. Sullinger,,106-112,,
2:10.0,,,106-112,,S. Johnson enters the game for E. Ilyasova
2:10.0,,,106-112,,Violation by Team (delay of game)
2:10.0,I. Thomas makes technical free throw,1,107-112,,
2:10.0,I. Thomas makes free throw 2 of 2,1,108-112,,
1:56.0,,,108-114,2,R. Jackson makes 2-pt shot from 6 ft
1:42.0,J. Jerebko misses 3-pt shot from 25 ft,,108-114,,
1:41.0,,,108-114,,Defensive rebound by S. Johnson
1:23.0,,,108-114,,A. Baynes misses 2-pt shot at rim
1:22.0,Defensive rebound by J. Jerebko,,108-114,,
1:13.0,E. Turner makes 2-pt shot from 6 ft,2,110-114,,
0:58.0,,,110-114,,Turnover by R. Jackson (bad pass; steal by J. Crowder)
0:49.0,J. Crowder misses 2-pt shot at rim,,110-114,,
0:48.0,,,110-114,,Defensive rebound by A. Baynes
0:27.0,,,110-114,,M. Morris misses 2-pt shot from 10 ft
0:27.0,Defensive rebound by J. Crowder,,110-114,,
0:27.0,Boston full timeout,,110-114,,
0:27.0,,,110-114,,A. Tolliver enters the game for A. Baynes
0:19.0,E. Turner makes 2-pt shot from 4 ft,2,112-114,,
0:19.0,Shooting foul by M. Morris (drawn by E. Turner),,112-114,,
0:19.0,,,112-114,,A. Baynes enters the game for A. Tolliver
0:19.0,E. Turner makes free throw 1 of 1,1,113-114,,
0:19.0,Personal foul by I. Thomas (drawn by K. Caldwell-Pope),,113-114,,
0:19.0,,,113-115,1,K. Caldwell-Pope makes free throw 1 of 2
0:19.0,A. Johnson enters the game for E. Turner,,113-115,,
0:19.0,J. Sullinger enters the game for J. Jerebko,,113-115,,
0:19.0,,,113-116,1,K. Caldwell-Pope makes free throw 2 of 2
0:19.0,Boston full timeout,,113-116,,
0:19.0,,,113-116,,A. Tolliver enters the game for A. Baynes
0:19.0,J. Jerebko enters the game for A. Johnson,,113-116,,
0:19.0,E. Turner enters the game for J. Sullinger,,113-116,,
0:11.0,J. Jerebko misses 2-pt shot at rim,,113-116,,
0:11.0,,,113-116,,Defensive rebound by M. Morris
0:09.0,Personal foul by J. Crowder (drawn by K. Caldwell-Pope),,113-116,,
0:09.0,,,113-117,1,K. Caldwell-Pope makes free throw 1 of 2
0:09.0,,,113-118,1,K. Caldwell-Pope makes free throw 2 of 2
0:03.0,I. Thomas makes 3-pt shot from 22 ft,3,116-118,,
0:02.0,,,116-118,,Detroit full timeout
0:02.0,,,116-118,,E. Ilyasova enters the game for A. Tolliver
0:02.0,Personal foul by J. Crowder (drawn by R. Jackson),,116-118,,
0:02.0,J. Sullinger enters the game for J. Crowder,,116-118,,
0:02.0,,,116-119,1,R. Jackson makes free throw 1 of 2
0:02.0,K. Olynyk enters the game for E. Turner,,116-119,,
0:02.0,,,116-119,,R. Jackson misses free throw 2 of 2
0:01.0,Defensive rebound by J. Sullinger,,116-119,,
0:00.0,J. Sullinger misses 3-pt shot from 57 ft,,116-119,,
0:00.0,Offensive rebound by Team,,116-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
