time,Milwaukee,pts.away,score,pts.home,Washington
3:59.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,84-93,,
3:41.0,,,84-93,,J. Wall misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by R. Vaughn,,84-93,,
3:26.0,J. Parker makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,86-93,,
3:13.0,,,86-93,,Turnover by J. Wall (bad pass; steal by K. Middleton)
3:05.0,G. Monroe misses 2-pt shot from 1 ft (block by N. Hilario),,86-93,,
3:03.0,,,86-93,,Defensive rebound by J. Wall
3:02.0,,,86-93,,Shooting foul by G. Antetokounmpo (drawn by J. Wall)
3:02.0,,,86-93,,J. Wall misses free throw 1 of 2
3:02.0,,,86-93,,Offensive rebound by Team
3:02.0,,,86-93,,G. Temple enters the game for K. Oubre
3:02.0,,,86-94,1,J. Wall makes free throw 2 of 2
2:52.0,Shooting foul by J. Dudley (drawn by J. Parker),,86-94,,
2:52.0,J. Parker makes free throw 1 of 2,1,87-94,,
2:52.0,J. Parker makes free throw 2 of 2,1,88-94,,
2:34.0,,,88-97,3,J. Dudley makes 3-pt shot from 26 ft (assist by G. Temple)
2:22.0,G. Monroe makes 2-pt shot at rim (assist by K. Middleton),2,90-97,,
2:22.0,Shooting foul by J. Dudley (drawn by G. Monroe),,90-97,,
2:22.0,G. Monroe misses free throw 1 of 1,,90-97,,
2:20.0,,,90-97,,Defensive rebound by G. Temple
2:10.0,,,90-97,,B. Beal misses 2-pt shot from 1 ft
2:09.0,Defensive rebound by G. Monroe,,90-97,,
2:02.0,J. Parker makes 2-pt shot from 2 ft (assist by K. Middleton),2,92-97,,
1:39.0,,,92-100,3,J. Dudley makes 3-pt shot from 22 ft (assist by B. Beal)
1:33.0,Milwaukee full timeout,,92-100,,
1:24.0,,,92-100,,Personal foul by N. Hilario (drawn by G. Monroe)
1:24.0,G. Monroe makes free throw 1 of 2,1,93-100,,
1:24.0,G. Monroe makes free throw 2 of 2,1,94-100,,
1:00.0,,,94-100,,Turnover by J. Wall (lost ball; steal by J. Parker)
0:58.0,Turnover by G. Monroe (bad pass; steal by J. Dudley),,94-100,,
0:37.0,,,94-100,,J. Wall misses 2-pt shot from 22 ft
0:36.0,Defensive rebound by J. Parker,,94-100,,
0:30.0,K. Middleton misses 3-pt shot from 24 ft,,94-100,,
0:28.0,Offensive rebound by G. Monroe,,94-100,,
0:28.0,G. Monroe makes 2-pt shot from 3 ft,2,96-100,,
0:24.0,Personal take foul by R. Vaughn (drawn by B. Beal),,96-100,,
0:24.0,,,96-101,1,B. Beal makes free throw 1 of 2
0:24.0,,,96-102,1,B. Beal makes free throw 2 of 2
0:13.0,J. Parker misses 2-pt shot from 1 ft,,96-102,,
0:13.0,Offensive rebound by G. Antetokounmpo,,96-102,,
0:13.0,G. Antetokounmpo makes 2-pt shot at rim,2,98-102,,
0:12.0,Personal take foul by R. Vaughn (drawn by J. Wall),,98-102,,
0:12.0,,,98-103,1,J. Wall makes free throw 1 of 2
0:12.0,,,98-104,1,J. Wall makes free throw 2 of 2
0:06.0,K. Middleton misses 3-pt shot from 26 ft,,98-104,,
0:04.0,Offensive rebound by J. Parker,,98-104,,
0:02.0,J. Parker makes 2-pt shot from 1 ft,2,100-104,,
0:02.0,Shooting foul by N. Hilario (drawn by J. Parker),,100-104,,
0:02.0,J. Parker makes free throw 1 of 1,1,101-104,,
0:02.0,,,101-104,,Washington full timeout
0:02.0,J. Henson enters the game for G. Monroe,,101-104,,
0:02.0,,,101-104,,R. Sessions enters the game for G. Temple
0:02.0,Personal take foul by R. Vaughn (drawn by B. Beal),,101-104,,
0:02.0,,,101-105,1,B. Beal makes free throw 1 of 2
0:02.0,,,101-106,1,B. Beal makes free throw 2 of 2
0:01.0,G. Antetokounmpo misses 3-pt shot from 50 ft,,101-106,,
0:00.0,Offensive rebound by Team,,101-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
