time,New Orleans,pts.away,score,pts.home,Portland
3:29.0,,,92-102,2,C. McCollum makes 2-pt shot from 22 ft
3:11.0,I. Smith misses 3-pt shot from 26 ft,,92-102,,
3:10.0,Offensive rebound by A. Davis,,92-102,,
2:53.0,R. Anderson misses 2-pt shot from 1 ft,,92-102,,
2:52.0,,,92-102,,Defensive rebound by E. Davis
2:45.0,,,92-102,,D. Lillard misses 2-pt shot from 5 ft (block by A. Davis)
2:43.0,Defensive rebound by I. Smith,,92-102,,
2:37.0,R. Anderson misses 3-pt shot from 22 ft,,92-102,,
2:36.0,,,92-102,,Defensive rebound by E. Davis
2:12.0,,,92-102,,D. Lillard misses 2-pt shot at rim
2:12.0,Defensive rebound by Team,,92-102,,
2:12.0,,,92-102,,Loose ball foul by E. Davis (drawn by A. Davis)
2:12.0,J. Holiday enters the game for I. Smith,,92-102,,
2:03.0,J. Holiday misses 2-pt shot from 14 ft,,92-102,,
2:02.0,,,92-102,,Defensive rebound by A. Aminu
1:47.0,,,92-105,3,C. McCollum makes 3-pt shot from 25 ft
1:34.0,Turnover by A. Davis (lost ball),,92-105,,
1:16.0,,,92-107,2,C. McCollum makes 2-pt shot from 19 ft
1:16.0,New Orleans full timeout,,92-107,,
1:16.0,I. Smith enters the game for A. Davis,,92-107,,
1:16.0,K. Perkins enters the game for E. Gordon,,92-107,,
1:16.0,A. Gee enters the game for J. Holiday,,92-107,,
1:16.0,A. Ajinca enters the game for R. Anderson,,92-107,,
1:05.0,I. Smith misses 2-pt shot from 15 ft,,92-107,,
1:04.0,,,92-107,,Defensive rebound by C. McCollum
0:45.0,,,92-109,2,E. Davis makes 2-pt shot from 4 ft (assist by D. Lillard)
0:31.0,K. Perkins makes 2-pt shot from 19 ft,2,94-109,,
0:10.0,,,94-112,3,M. Leonard makes 3-pt shot from 26 ft (assist by D. Lillard)
0:01.0,K. Perkins misses 2-pt shot from 17 ft,,94-112,,
0:00.0,,,94-112,,Defensive rebound by M. Leonard
0:00.0,End of 4th quarter,,,,End of 4th quarter
