time,Oklahoma City,pts.away,score,pts.home,San Antonio
2:51.0,,,81-87,,D. Green misses 3-pt shot from 26 ft
2:50.0,,,81-87,,Offensive rebound by L. Aldridge
2:46.0,,,81-89,2,K. Leonard makes 2-pt shot from 13 ft (assist by L. Aldridge)
2:34.0,R. Westbrook misses 2-pt shot from 2 ft,,81-89,,
2:32.0,Offensive rebound by R. Westbrook,,81-89,,
2:31.0,R. Westbrook misses 2-pt shot from 1 ft,,81-89,,
2:27.0,Offensive rebound by S. Adams,,81-89,,
2:27.0,S. Adams misses 2-pt shot from 1 ft,,81-89,,
2:26.0,,,81-89,,Defensive rebound by L. Aldridge
2:10.0,,,81-89,,D. West misses 2-pt shot from 18 ft
2:08.0,Defensive rebound by S. Ibaka,,81-89,,
2:00.0,K. Durant misses 3-pt shot from 24 ft,,81-89,,
1:59.0,,,81-89,,Defensive rebound by K. Leonard
1:44.0,Personal foul by A. Roberson,,81-89,,
1:37.0,,,81-89,,D. West misses 2-pt shot from 19 ft
1:36.0,,,81-89,,Offensive rebound by D. Green
1:19.0,,,81-89,,K. Leonard misses 2-pt shot from 18 ft
1:17.0,Defensive rebound by S. Ibaka,,81-89,,
1:01.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. West),,81-89,,
1:00.0,,,81-89,,Defensive rebound by D. Green
0:43.0,,,81-89,,K. Leonard misses 3-pt shot from 24 ft
0:42.0,,,81-89,,Offensive rebound by D. West
0:34.0,Personal foul by R. Westbrook,,81-89,,
0:34.0,,,81-89,,T. Parker misses free throw 1 of 2
0:34.0,,,81-89,,Offensive rebound by Team
0:34.0,,,81-90,1,T. Parker makes free throw 2 of 2
0:34.0,Oklahoma City full timeout,,81-90,,
0:29.0,Shooting foul by D. West (drawn by K. Durant),,81-90,,
0:29.0,K. Durant makes free throw 1 of 2,1,82-90,,
0:29.0,,,82-90,,T. Duncan enters the game for D. West
0:29.0,K. Durant makes free throw 2 of 2,1,83-90,,
0:26.0,Personal foul by K. Durant,,83-90,,
0:26.0,,,83-90,,T. Parker misses free throw 1 of 2
0:26.0,,,83-90,,Offensive rebound by Team
0:26.0,,,83-91,1,T. Parker makes free throw 2 of 2
0:26.0,Oklahoma City full timeout,,83-91,,
0:26.0,,,83-91,,D. West enters the game for T. Duncan
0:26.0,R. Foye enters the game for A. Roberson,,83-91,,
0:21.0,Shooting foul by K. Leonard (drawn by R. Westbrook),,83-91,,
0:21.0,R. Westbrook makes free throw 1 of 2,1,84-91,,
0:21.0,,,84-91,,T. Duncan enters the game for D. West
0:21.0,R. Westbrook makes free throw 2 of 2,1,85-91,,
0:21.0,,,85-91,,San Antonio full timeout
0:21.0,A. Roberson enters the game for S. Adams,,85-91,,
0:15.0,Personal foul by S. Ibaka,,85-91,,
0:15.0,,,85-92,1,T. Parker makes free throw 1 of 2
0:15.0,,,85-92,,M. Ginobili enters the game for T. Duncan
0:15.0,S. Adams enters the game for R. Foye,,85-92,,
0:15.0,,,85-93,1,T. Parker makes free throw 2 of 2
0:15.0,Oklahoma City full timeout,,85-93,,
0:15.0,A. Morrow enters the game for S. Adams,,85-93,,
0:15.0,R. Foye enters the game for A. Roberson,,85-93,,
0:11.0,A. Morrow misses 2-pt shot at rim,,85-93,,
0:10.0,,,85-93,,Defensive rebound by L. Aldridge
0:00.0,End of 4th quarter,,,,End of 4th quarter
