time,LA Clippers,pts.away,score,pts.home,Indiana
3:08.0,C. Paul makes 3-pt shot from 25 ft,3,87-81,,
2:57.0,Personal foul by A. Rivers (drawn by P. George),,87-81,,
2:57.0,Official timeout,,87-81,,
2:50.0,,,87-81,,Turnover by M. Ellis (lost ball)
2:28.0,C. Paul misses 3-pt shot from 27 ft,,87-81,,
2:27.0,,,87-81,,Defensive rebound by M. Ellis
2:17.0,,,87-83,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George)
1:57.0,J. Redick misses 2-pt shot from 10 ft,,87-83,,
1:57.0,Offensive rebound by D. Jordan,,87-83,,
1:57.0,,,87-83,,Personal foul by I. Mahinmi (drawn by D. Jordan)
1:57.0,D. Jordan misses free throw 1 of 2,,87-83,,
1:57.0,Offensive rebound by Team,,87-83,,
1:57.0,L. Mbah a Moute enters the game for J. Redick,,87-83,,
1:57.0,D. Jordan makes free throw 2 of 2,1,88-83,,
1:43.0,,,88-86,3,G. Hill makes 3-pt shot from 25 ft (assist by M. Ellis)
1:43.0,LA Clippers full timeout,,88-86,,
1:43.0,J. Redick enters the game for L. Mbah a Moute,,88-86,,
1:43.0,J. Crawford enters the game for A. Rivers,,88-86,,
1:22.0,Shooting foul by M. Ellis (drawn by J. Crawford),,88-86,,
1:22.0,J. Crawford makes free throw 1 of 2,1,89-86,,
1:22.0,L. Mbah a Moute enters the game for J. Redick,,89-86,,
1:22.0,J. Crawford misses free throw 2 of 2,,89-86,,
1:21.0,,,89-86,,Defensive rebound by I. Mahinmi
0:55.0,,,89-86,,G. Hill misses 2-pt shot from 20 ft
0:55.0,Defensive rebound by C. Paul,,89-86,,
0:45.0,LA Clippers full timeout,,89-86,,
0:45.0,J. Redick enters the game for L. Mbah a Moute,,89-86,,
0:34.0,C. Paul makes 2-pt shot from 18 ft,2,91-86,,
0:34.0,,,91-86,,Indiana full timeout
0:34.0,A. Rivers enters the game for J. Redick,,91-86,,
0:34.0,L. Mbah a Moute enters the game for J. Crawford,,91-86,,
0:34.0,,,91-86,,J. Hill enters the game for I. Mahinmi
0:28.0,,,91-89,3,P. George makes 3-pt shot from 24 ft (assist by M. Ellis)
0:28.0,LA Clippers full timeout,,91-89,,
0:28.0,J. Redick enters the game for L. Mbah a Moute,,91-89,,
0:28.0,J. Crawford enters the game for A. Rivers,,91-89,,
0:28.0,,,91-89,,I. Mahinmi enters the game for J. Hill
0:06.0,P. Pierce misses 3-pt shot from 25 ft,,91-89,,
0:03.0,Offensive rebound by J. Crawford,,91-89,,
0:02.0,Turnover by J. Redick (back court),,91-89,,
0:02.0,,,91-89,,Indiana full timeout
0:02.0,L. Mbah a Moute enters the game for J. Redick,,91-89,,
0:02.0,A. Rivers enters the game for J. Crawford,,91-89,,
0:02.0,,,91-89,,C. Miles enters the game for I. Mahinmi
0:02.0,,,91-89,,Indiana full timeout
0:00.0,,,91-89,,Turnover by G. Hill (bad pass; steal by A. Rivers)
0:00.0,End of 4th quarter,,,,End of 4th quarter
