time,Dallas,pts.away,score,pts.home,Houston
3:59.0,,,99-87,,Personal foul by J. Harden (drawn by Z. Pachulia)
3:59.0,D. Williams enters the game for J. Barea,,99-87,,
3:49.0,D. Williams misses 2-pt shot from 18 ft,,99-87,,
3:46.0,,,99-87,,Defensive rebound by T. Ariza
3:43.0,,,99-87,,Shooting foul by D. Williams (drawn by C. Brewer)
3:43.0,,,99-88,1,C. Brewer makes free throw 1 of 2
3:43.0,,,99-89,1,C. Brewer makes free throw 2 of 2
3:23.0,R. Felton makes 2-pt shot from 19 ft,2,101-89,,
3:13.0,,,101-89,,Turnover by J. Harden (lost ball)
2:56.0,R. Felton makes 2-pt shot from 19 ft,2,103-89,,
2:56.0,,,103-89,,Houston full timeout
2:56.0,D. Powell enters the game for C. Villanueva,,103-89,,
2:48.0,Personal foul by D. Harris (drawn by J. Terry),,103-89,,
2:48.0,,,103-90,1,J. Terry makes free throw 1 of 2
2:48.0,,,103-91,1,J. Terry makes free throw 2 of 2
2:37.0,Shooting foul by T. Jones (drawn by Z. Pachulia),,103-91,,
2:37.0,Z. Pachulia misses free throw 1 of 2,,103-91,,
2:37.0,Offensive rebound by Team,,103-91,,
2:37.0,Z. Pachulia makes free throw 2 of 2,1,104-91,,
2:27.0,,,104-93,2,J. Harden makes 2-pt shot from 2 ft
2:07.0,R. Felton misses 2-pt shot from 3 ft,,104-93,,
2:07.0,Offensive rebound by Team,,104-93,,
2:07.0,,,104-93,,Loose ball foul by T. Ariza (drawn by Z. Pachulia)
2:07.0,Z. Pachulia misses free throw 1 of 2,,104-93,,
2:07.0,Offensive rebound by Team,,104-93,,
2:07.0,Z. Pachulia makes free throw 2 of 2,1,105-93,,
1:58.0,,,105-93,,T. Ariza misses 3-pt shot from 22 ft
1:57.0,Defensive rebound by D. Harris,,105-93,,
1:41.0,Turnover by D. Powell (lost ball; steal by T. Jones),,105-93,,
1:38.0,Shooting block foul by Z. Pachulia (drawn by J. Harden),,105-93,,
1:38.0,,,105-94,1,J. Harden makes free throw 1 of 2
1:38.0,,,105-95,1,J. Harden makes free throw 2 of 2
1:38.0,,,105-95,,Personal foul by C. Brewer (drawn by R. Felton)
1:38.0,R. Felton makes free throw 1 of 2,1,106-95,,
1:38.0,R. Felton makes free throw 2 of 2,1,107-95,,
1:29.0,,,107-95,,J. Terry misses 3-pt shot from 22 ft
1:28.0,Defensive rebound by Z. Pachulia,,107-95,,
1:11.0,R. Felton makes 2-pt shot from 7 ft,2,109-95,,
1:04.0,,,109-95,,T. Jones misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by D. Williams,,109-95,,
0:45.0,Turnover by R. Felton (bad pass; steal by J. Harden),,109-95,,
0:36.0,,,109-98,3,J. Terry makes 3-pt shot from 27 ft (assist by T. Ariza)
0:30.0,,,109-98,,Personal take foul by J. Terry (drawn by D. Powell)
0:30.0,D. Powell misses free throw 1 of 2,,109-98,,
0:30.0,Offensive rebound by Team,,109-98,,
0:30.0,J. Barea enters the game for D. Williams,,109-98,,
0:30.0,D. Powell makes free throw 2 of 2,1,110-98,,
0:22.0,,,110-98,,J. Harden misses 3-pt shot from 27 ft
0:21.0,Defensive rebound by J. Barea,,110-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
