time,Denver,pts.away,score,pts.home,Phoenix
4:43.0,,,68-95,,D. Booker misses 2-pt shot from 1 ft
4:42.0,Defensive rebound by W. Barton,,68-95,,
4:34.0,W. Barton misses 2-pt shot from 17 ft,,68-95,,
4:33.0,,,68-95,,Defensive rebound by S. Weems
4:29.0,,,68-97,2,C. Jefferson makes 2-pt shot at rim (assist by S. Weems)
4:15.0,R. Foye misses 2-pt shot from 19 ft,,68-97,,
4:14.0,,,68-97,,Defensive rebound by M. Teletovic
4:04.0,,,68-97,,Shooting foul by D. Arthur (drawn by C. Jefferson)
4:04.0,,,68-97,,C. Jefferson misses free throw 1 of 2
4:04.0,,,68-97,,Offensive rebound by Team
4:04.0,G. Harris enters the game for R. Foye,,68-97,,
4:04.0,,,68-97,,C. Jefferson misses free throw 2 of 2
4:03.0,Defensive rebound by D. Arthur,,68-97,,
3:53.0,D. Arthur makes 2-pt shot from 1 ft (assist by W. Barton),2,70-97,,
3:31.0,,,70-97,,Turnover by S. Weems (traveling)
3:11.0,Turnover by G. Harris (step out of bounds),,70-97,,
2:59.0,,,70-97,,M. Teletovic misses 3-pt shot from 24 ft
2:58.0,,,70-97,,Offensive rebound by C. Jefferson
2:54.0,,,70-97,,C. Jefferson misses 2-pt shot from 6 ft
2:54.0,Defensive rebound by W. Barton,,70-97,,
2:48.0,K. Papanikolaou makes 2-pt shot from 1 ft (assist by W. Barton),2,72-97,,
2:36.0,,,72-97,,Shooting foul by D. Arthur (drawn by S. Weems)
2:36.0,Denver full timeout,,72-97,,
2:36.0,,,72-97,,S. Weems misses free throw 1 of 2
2:36.0,,,72-97,,Offensive rebound by Team
2:36.0,,,72-97,,S. Weems misses free throw 2 of 2
2:35.0,Defensive rebound by W. Barton,,72-97,,
2:17.0,E. Mudiay misses 2-pt shot from 9 ft,,72-97,,
2:17.0,,,72-97,,Defensive rebound by C. Jefferson
2:03.0,,,72-100,3,D. Booker makes 3-pt shot from 24 ft (assist by S. Weems)
1:50.0,,,72-100,,Personal block foul by C. Jefferson (drawn by W. Barton)
1:50.0,M. Miller enters the game for W. Barton,,72-100,,
1:50.0,N. Jokic enters the game for D. Arthur,,72-100,,
1:45.0,M. Miller makes 3-pt shot from 24 ft,3,75-100,,
1:34.0,,,75-100,,M. Teletovic misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by K. Papanikolaou,,75-100,,
1:29.0,E. Mudiay makes 2-pt shot from 1 ft (assist by K. Papanikolaou),2,77-100,,
1:09.0,,,77-100,,M. Teletovic misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by M. Miller,,77-100,,
1:04.0,N. Jokic makes 2-pt shot from 1 ft (assist by M. Miller),2,79-100,,
0:49.0,,,79-103,3,M. Teletovic makes 3-pt shot from 24 ft (assist by S. Weems)
0:45.0,E. Mudiay makes 2-pt shot at rim,2,81-103,,
0:22.0,,,81-103,,A. Goodwin misses 2-pt shot from 2 ft
0:22.0,,,81-103,,Offensive rebound by A. Goodwin
0:22.0,,,81-105,2,A. Goodwin makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
