time,Phoenix,pts.away,score,pts.home,Dallas
1:29.0,,,90-98,,W. Matthews misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by A. Goodwin,,90-98,,
1:21.0,Shooting foul by D. Harris (drawn by E. Bledsoe),,90-98,,
1:21.0,E. Bledsoe makes free throw 1 of 3,1,91-98,,
1:21.0,E. Bledsoe misses free throw 2 of 3,,91-98,,
1:21.0,Offensive rebound by Team,,91-98,,
1:21.0,E. Bledsoe makes free throw 3 of 3,1,92-98,,
1:01.0,,,92-101,3,D. Williams makes 3-pt shot from 25 ft (assist by D. Nowitzki)
0:51.0,Shooting foul by D. Nowitzki (drawn by A. Goodwin),,92-101,,
0:51.0,A. Goodwin misses free throw 1 of 2,,92-101,,
0:51.0,Offensive rebound by Team,,92-101,,
0:51.0,A. Goodwin misses free throw 2 of 2,,92-101,,
0:51.0,,,92-101,,Defensive rebound by D. Williams
0:33.0,,,92-101,,D. Williams misses 2-pt shot from 5 ft
0:32.0,Defensive rebound by E. Bledsoe,,92-101,,
0:19.0,E. Bledsoe misses 2-pt shot from 4 ft,,92-101,,
0:18.0,Offensive rebound by J. Leuer,,92-101,,
0:18.0,J. Leuer misses 2-pt shot from 1 ft,,92-101,,
0:17.0,Offensive rebound by J. Leuer,,92-101,,
0:17.0,Shooting foul by R. Felton (drawn by J. Leuer),,92-101,,
0:17.0,J. Leuer makes free throw 1 of 2,1,93-101,,
0:17.0,J. Leuer makes free throw 2 of 2,1,94-101,,
0:14.0,Personal take foul by J. Leuer (drawn by R. Felton),,94-101,,
0:14.0,,,94-102,1,R. Felton makes free throw 1 of 2
0:14.0,,,94-102,,D. Powell enters the game for D. Nowitzki
0:14.0,,,94-102,,J. Barea enters the game for D. Williams
0:14.0,,,94-103,1,R. Felton makes free throw 2 of 2
0:14.0,Phoenix full timeout,,94-103,,
0:11.0,E. Bledsoe misses 3-pt shot from 24 ft,,94-103,,
0:10.0,,,94-103,,Defensive rebound by D. Powell
0:08.0,Personal foul by J. Leuer (drawn by D. Powell),,94-103,,
0:08.0,,,94-104,1,D. Powell makes free throw 1 of 2
0:08.0,,,94-104,,D. Powell misses free throw 2 of 2
0:07.0,Defensive rebound by J. Leuer,,94-104,,
0:01.0,A. Goodwin misses 3-pt shot from 24 ft,,94-104,,
0:00.0,Offensive rebound by Team,,94-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
