time,Sacramento,pts.away,score,pts.home,Dallas
0:45.0,D. Cousins makes free throw 2 of 2,1,101-95,,
0:39.0,,,101-95,,W. Matthews misses 3-pt shot from 26 ft
0:36.0,Defensive rebound by D. Cousins,,101-95,,
0:36.0,,,101-95,,Personal take foul by C. Parsons (drawn by D. Cousins)
0:36.0,D. Cousins misses free throw 1 of 2,,101-95,,
0:36.0,Offensive rebound by Team,,101-95,,
0:36.0,D. Cousins misses free throw 2 of 2,,101-95,,
0:36.0,,,101-95,,Defensive rebound by C. Parsons
0:29.0,,,101-97,2,J. Barea makes 2-pt shot from 1 ft
0:29.0,Sacramento full timeout,,101-97,,
0:29.0,,,101-97,,R. Felton enters the game for D. Nowitzki
0:29.0,M. Belinelli enters the game for B. McLemore,,101-97,,
0:24.0,,,101-97,,Personal take foul by D. Williams (drawn by D. Collison)
0:24.0,D. Collison misses free throw 1 of 2,,101-97,,
0:24.0,Offensive rebound by Team,,101-97,,
0:24.0,,,101-97,,D. Nowitzki enters the game for R. Felton
0:24.0,D. Collison makes free throw 2 of 2,1,102-97,,
0:13.0,,,102-99,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by D. Williams)
0:10.0,,,102-99,,Personal take foul by W. Matthews (drawn by M. Belinelli)
0:10.0,M. Belinelli misses free throw 1 of 2,,102-99,,
0:10.0,Offensive rebound by Team,,102-99,,
0:10.0,M. Belinelli misses free throw 2 of 2,,102-99,,
0:10.0,Offensive rebound by D. Collison,,102-99,,
0:04.0,,,102-99,,Personal foul by D. Williams (drawn by D. Collison)
0:04.0,D. Collison makes free throw 1 of 2,1,103-99,,
0:04.0,,,103-99,,Z. Pachulia enters the game for J. Barea
0:04.0,D. Collison makes free throw 2 of 2,1,104-99,,
0:04.0,,,104-99,,Dallas full timeout
0:04.0,,,104-99,,J. Barea enters the game for Z. Pachulia
0:04.0,B. McLemore enters the game for M. Belinelli,,104-99,,
0:02.0,,,104-99,,D. Williams misses 3-pt shot from 24 ft
0:01.0,,,104-99,,Offensive rebound by D. Nowitzki
0:01.0,,,104-101,2,D. Nowitzki makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
