time,LA Lakers,pts.away,score,pts.home,LA Clippers
1:48.0,D. Russell misses 2-pt shot from 9 ft (block by C. Aldrich),,73-99,,
1:46.0,,,73-99,,Defensive rebound by J. Ayres
1:44.0,,,73-101,2,P. Prigioni makes 2-pt shot from 2 ft (assist by J. Ayres)
1:38.0,Shooting foul by C. Aldrich (drawn by J. Randle),,73-101,,
1:38.0,J. Randle makes free throw 1 of 2,1,74-101,,
1:38.0,M. World Peace enters the game for D. Russell,,74-101,,
1:38.0,J. Randle makes free throw 2 of 2,1,75-101,,
1:24.0,,,75-103,2,C. Wilcox makes 2-pt shot from 17 ft
1:15.0,,,75-103,,Personal foul by C. Wilcox
1:15.0,M. World Peace makes free throw 1 of 2,1,76-103,,
1:15.0,M. World Peace makes free throw 2 of 2,1,77-103,,
0:55.0,,,77-103,,P. Prigioni misses 3-pt shot from 27 ft
0:54.0,Defensive rebound by J. Randle,,77-103,,
0:41.0,R. Kelly misses 3-pt shot from 26 ft,,77-103,,
0:39.0,Offensive rebound by J. Randle,,77-103,,
0:35.0,M. World Peace makes 3-pt shot from 26 ft (assist by J. Randle),3,80-103,,
0:14.0,,,80-103,,Turnover by C. Wilcox (lost ball)
0:04.0,Shooting foul by C. Aldrich (drawn by R. Sacre),,80-103,,
0:04.0,R. Sacre makes free throw 1 of 2,1,81-103,,
0:04.0,R. Sacre misses free throw 2 of 2,,81-103,,
0:03.0,Offensive rebound by R. Kelly,,81-103,,
0:02.0,R. Kelly misses 2-pt shot from 18 ft,,81-103,,
0:00.0,Offensive rebound by Team,,81-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
