time,Golden State,pts.away,score,pts.home,Sacramento
5:43.0,S. Curry makes 3-pt shot from 27 ft (assist by H. Barnes),3,81-79,,
5:13.0,,,81-79,,R. Rondo misses 3-pt shot from 26 ft
5:12.0,Defensive rebound by D. Green,,81-79,,
5:02.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green),2,83-79,,
4:42.0,,,83-79,,R. Gay misses 2-pt shot from 11 ft
4:41.0,Defensive rebound by S. Curry,,83-79,,
4:34.0,H. Barnes misses 2-pt shot from 2 ft,,83-79,,
4:33.0,Offensive rebound by A. Iguodala,,83-79,,
4:14.0,K. Thompson misses 3-pt shot from 23 ft,,83-79,,
4:14.0,,,83-79,,Defensive rebound by O. Casspi
4:00.0,,,83-81,2,R. Gay makes 2-pt shot from 6 ft (assist by R. Rondo)
3:40.0,H. Barnes misses 3-pt shot from 23 ft,,83-81,,
3:40.0,Offensive rebound by D. Green,,83-81,,
3:38.0,,,83-81,,Personal foul by R. Gay (drawn by D. Green)
3:38.0,,,83-81,,K. Koufos enters the game for W. Cauley-Stein
3:29.0,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green),2,85-81,,
3:09.0,,,85-81,,R. Gay misses 2-pt shot from 8 ft
3:08.0,Defensive rebound by D. Green,,85-81,,
3:02.0,Shooting foul by R. Rondo (drawn by H. Barnes),,85-81,,
3:02.0,H. Barnes makes free throw 1 of 2,1,86-81,,
3:02.0,H. Barnes makes free throw 2 of 2,1,87-81,,
2:46.0,,,87-81,,Shooting foul by K. Thompson (drawn by M. Belinelli)
2:46.0,Golden State full timeout,,87-81,,
2:46.0,,,87-82,1,M. Belinelli makes free throw 1 of 3
2:46.0,,,87-83,1,M. Belinelli makes free throw 2 of 3
2:46.0,,,87-84,1,M. Belinelli makes free throw 3 of 3
2:27.0,D. Green makes 2-pt shot from 4 ft,2,89-84,,
2:05.0,,,89-84,,R. Gay misses 2-pt shot from 8 ft
2:05.0,Defensive rebound by Team,,89-84,,
2:05.0,,,89-84,,Loose ball foul by K. Koufos (drawn by H. Barnes)
2:05.0,H. Barnes makes free throw 1 of 2,1,90-84,,
2:05.0,H. Barnes makes free throw 2 of 2,1,91-84,,
1:54.0,,,91-84,,M. Belinelli misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by A. Iguodala,,91-84,,
1:38.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,94-84,,
1:38.0,,,94-84,,Sacramento full timeout
1:31.0,,,94-86,2,M. Belinelli makes 2-pt shot from 15 ft
1:11.0,D. Green misses 2-pt shot from 7 ft,,94-86,,
1:10.0,,,94-86,,Defensive rebound by O. Casspi
1:05.0,,,94-88,2,R. Gay makes 2-pt shot from 2 ft (assist by R. Rondo)
0:42.0,S. Curry makes 3-pt shot from 23 ft (assist by H. Barnes),3,97-88,,
0:39.0,,,97-90,2,R. Gay makes 2-pt shot from 1 ft
0:30.0,,,97-90,,Personal take foul by M. Belinelli (drawn by S. Curry)
0:30.0,S. Curry makes free throw 1 of 2,1,98-90,,
0:30.0,S. Curry makes free throw 2 of 2,1,99-90,,
0:25.0,,,99-92,2,R. Rondo makes 2-pt shot from 4 ft
0:21.0,,,99-92,,Personal foul by R. Rondo (drawn by S. Curry)
0:21.0,S. Curry makes free throw 1 of 2,1,100-92,,
0:21.0,S. Curry makes free throw 2 of 2,1,101-92,,
0:17.0,,,101-94,2,R. Rondo makes 2-pt shot from 2 ft (assist by O. Casspi)
0:11.0,,,101-94,,Personal take foul by K. Koufos (drawn by D. Green)
0:11.0,D. Green makes free throw 1 of 2,1,102-94,,
0:11.0,D. Green makes free throw 2 of 2,1,103-94,,
0:11.0,,,103-94,,Turnover by O. Casspi (bad pass; steal by A. Iguodala)
0:00.0,End of 4th quarter,,,,End of 4th quarter
