time,Philadelphia,pts.away,score,pts.home,Washington
1:47.0,H. Thompson makes 2-pt shot from 1 ft (assist by I. Canaan),2,91-104,,
1:47.0,H. Thompson makes free throw 1 of 1,1,92-104,,
1:42.0,,,92-104,,M. Gortat misses 2-pt shot from 3 ft (block by N. Noel)
1:40.0,Defensive rebound by H. Thompson,,92-104,,
1:32.0,N. Noel misses 2-pt shot from 18 ft,,92-104,,
1:31.0,,,92-104,,Defensive rebound by M. Gortat
1:07.0,,,92-106,2,B. Beal makes 2-pt shot from 18 ft (assist by R. Sessions)
1:07.0,Philadelphia full timeout,,92-106,,
1:07.0,,,92-106,,D. Blair enters the game for J. Dudley
1:07.0,,,92-106,,K. Oubre enters the game for M. Gortat
1:07.0,,,92-106,,J. Eddie enters the game for B. Beal
1:07.0,,,92-106,,G. Neal enters the game for G. Temple
1:07.0,T. McConnell enters the game for I. Smith,,92-106,,
1:00.0,N. Noel makes 2-pt shot at rim (assist by H. Thompson),2,94-106,,
0:45.0,,,94-106,,G. Neal misses 2-pt shot from 13 ft
0:43.0,Defensive rebound by N. Noel,,94-106,,
0:37.0,T. McConnell misses 2-pt shot from 7 ft,,94-106,,
0:36.0,,,94-106,,Defensive rebound by D. Blair
0:28.0,,,94-106,,J. Eddie misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by H. Thompson,,94-106,,
0:19.0,I. Canaan misses 2-pt shot from 7 ft,,94-106,,
0:17.0,,,94-106,,Defensive rebound by D. Blair
0:00.0,End of 4th quarter,,,,End of 4th quarter
