time,Orlando,pts.away,score,pts.home,Miami
4:22.0,,,87-101,2,L. Deng makes 2-pt shot from 4 ft (assist by G. Dragic)
4:02.0,A. Nicholson makes 2-pt shot at rim (assist by E. Fournier),2,89-101,,
3:43.0,,,89-103,2,G. Dragic makes 2-pt shot from 16 ft
3:43.0,Orlando full timeout,,89-103,,
3:31.0,A. Nicholson misses 2-pt shot from 7 ft,,89-103,,
3:30.0,,,89-103,,Defensive rebound by H. Whiteside
3:19.0,,,89-103,,Shooting foul by A. Gordon (drawn by J. Winslow)
3:19.0,,,89-104,1,J. Winslow makes free throw 1 of 2
3:19.0,,,89-104,,J. Winslow misses free throw 2 of 2
3:18.0,Defensive rebound by A. Nicholson,,89-104,,
3:06.0,E. Fournier misses 2-pt shot from 16 ft (block by H. Whiteside),,89-104,,
3:05.0,,,89-104,,Defensive rebound by J. Winslow
2:46.0,,,89-104,,H. Whiteside misses 2-pt shot from 18 ft
2:45.0,Defensive rebound by Team,,89-104,,
2:45.0,,,89-104,,Loose ball foul by G. Dragic
2:45.0,E. Payton makes free throw 1 of 2,1,90-104,,
2:45.0,E. Payton misses free throw 2 of 2,,90-104,,
2:45.0,,,90-104,,Defensive rebound by Team
2:23.0,,,90-104,,L. Deng misses 3-pt shot from 23 ft
2:22.0,Defensive rebound by E. Fournier,,90-104,,
2:17.0,A. Nicholson misses 3-pt shot from 24 ft,,90-104,,
2:16.0,,,90-104,,Defensive rebound by L. Deng
2:00.0,,,90-104,,H. Whiteside misses 2-pt shot from 6 ft
1:59.0,,,90-104,,Offensive rebound by L. Deng
1:58.0,,,90-104,,Shooting foul by E. Fournier (drawn by H. Whiteside)
1:58.0,,,90-104,,H. Whiteside misses free throw 1 of 2
1:58.0,,,90-104,,Offensive rebound by Team
1:58.0,S. Napier enters the game for E. Fournier,,90-104,,
1:58.0,C. Watson enters the game for A. Gordon,,90-104,,
1:58.0,B. Jennings enters the game for M. Hezonja,,90-104,,
1:58.0,D. Marble enters the game for E. Payton,,90-104,,
1:58.0,,,90-104,,G. Green enters the game for G. Dragic
1:58.0,,,90-105,1,H. Whiteside makes free throw 2 of 2
1:41.0,B. Jennings makes 3-pt shot from 25 ft (assist by S. Napier),3,93-105,,
1:21.0,,,93-105,,L. Deng misses 2-pt shot from 7 ft
1:20.0,Defensive rebound by A. Nicholson,,93-105,,
1:10.0,Shooting foul by J. Richardson (drawn by S. Napier),,93-105,,
1:10.0,S. Napier misses free throw 1 of 3,,93-105,,
1:10.0,Offensive rebound by Team,,93-105,,
1:10.0,S. Napier misses free throw 2 of 3,,93-105,,
1:10.0,Offensive rebound by Team,,93-105,,
1:10.0,,,93-105,,U. Haslem enters the game for L. Deng
1:10.0,,,93-105,,J. McRoberts enters the game for H. Whiteside
1:10.0,S. Napier makes free throw 3 of 3,1,94-105,,
0:49.0,,,94-105,,G. Green misses 2-pt shot from 18 ft
0:48.0,Defensive rebound by A. Nicholson,,94-105,,
0:42.0,Shooting foul by G. Green (drawn by B. Jennings),,94-105,,
0:42.0,B. Jennings makes free throw 1 of 2,1,95-105,,
0:42.0,B. Jennings misses free throw 2 of 2,,95-105,,
0:41.0,,,95-105,,Defensive rebound by J. McRoberts
0:31.0,,,95-105,,Turnover by J. McRoberts (lost ball; steal by B. Jennings)
0:25.0,B. Jennings misses 3-pt shot from 24 ft,,95-105,,
0:25.0,Offensive rebound by S. Napier,,95-105,,
0:25.0,S. Napier makes 2-pt shot from 1 ft,2,97-105,,
0:12.0,,,97-108,3,G. Green makes 3-pt shot from 24 ft (assist by J. Winslow)
0:00.0,End of 4th quarter,,,,End of 4th quarter
