time,Dallas,pts.away,score,pts.home,LA Lakers
5:00.0,,,96-84,2,D. Russell makes 2-pt shot from 15 ft
4:29.0,D. Nowitzki misses 3-pt shot from 25 ft,,96-84,,
4:29.0,,,96-84,,Defensive rebound by R. Hibbert
4:22.0,,,96-84,,D. Russell misses 2-pt shot from 17 ft
4:20.0,Defensive rebound by Z. Pachulia,,96-84,,
4:03.0,Z. Pachulia misses 2-pt shot from 11 ft,,96-84,,
4:02.0,Offensive rebound by J. Barea,,96-84,,
3:57.0,Dallas full timeout,,96-84,,
3:46.0,Offensive foul by Z. Pachulia,,96-84,,
3:46.0,Turnover by Z. Pachulia (offensive foul),,96-84,,
3:36.0,,,96-87,3,K. Bryant makes 3-pt shot from 24 ft (assist by D. Russell)
3:19.0,D. Williams misses 2-pt shot from 2 ft,,96-87,,
3:18.0,,,96-87,,Defensive rebound by J. Randle
3:13.0,,,96-87,,Shooting foul by D. Nowitzki (drawn by J. Randle)
3:13.0,,,96-88,1,J. Randle makes free throw 1 of 2
3:13.0,,,96-89,1,J. Randle makes free throw 2 of 2
3:00.0,Shooting foul by R. Hibbert (drawn by Z. Pachulia),,96-89,,
3:00.0,Z. Pachulia misses free throw 1 of 2,,96-89,,
3:00.0,Offensive rebound by Team,,96-89,,
3:00.0,Z. Pachulia makes free throw 2 of 2,1,97-89,,
2:43.0,,,97-89,,D. Russell misses 2-pt shot from 5 ft
2:41.0,Defensive rebound by J. Barea,,97-89,,
2:33.0,D. Nowitzki misses 2-pt shot from 16 ft,,97-89,,
2:32.0,,,97-89,,Defensive rebound by L. Williams
2:27.0,,,97-89,,Shooting foul by D. Williams (drawn by L. Williams)
2:27.0,Official timeout,,97-89,,
2:27.0,D. Powell enters the game for D. Nowitzki,,97-89,,
2:27.0,,,97-90,1,L. Williams makes free throw 1 of 2
2:27.0,,,97-91,1,L. Williams makes free throw 2 of 2
2:05.0,R. Felton makes 2-pt shot from 16 ft,2,99-91,,
1:51.0,,,99-91,,J. Randle misses 2-pt shot from 2 ft
1:51.0,Jump ball: Z. Pachulia vs. J. Randle (D. Powell gains possession),,,,Jump ball: Z. Pachulia vs. J. Randle (D. Powell gains possession)
1:51.0,Offensive rebound by Z. Pachulia,,99-91,,
1:32.0,J. Barea makes 2-pt shot from 12 ft (assist by D. Williams),2,101-91,,
1:32.0,,,101-91,,LA Lakers full timeout
1:32.0,,,101-91,,N. Young enters the game for R. Hibbert
1:32.0,D. Harris enters the game for D. Williams,,101-91,,
1:23.0,,,101-91,,L. Williams misses 3-pt shot from 25 ft
1:22.0,,,101-91,,Offensive rebound by K. Bryant
1:18.0,,,101-91,,K. Bryant misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by D. Harris,,101-91,,
1:06.0,Turnover by Z. Pachulia (bad pass; steal by J. Randle),,101-91,,
0:59.0,,,101-91,,D. Russell misses 3-pt shot from 24 ft
0:58.0,Defensive rebound by D. Powell,,101-91,,
0:36.0,Turnover by J. Barea (lost ball; steal by D. Russell),,101-91,,
0:32.0,,,101-93,2,J. Randle makes 2-pt shot from 1 ft (assist by K. Bryant)
0:31.0,,,101-93,,Personal take foul by J. Randle (drawn by Z. Pachulia)
0:31.0,Z. Pachulia makes free throw 1 of 2,1,102-93,,
0:31.0,Z. Pachulia makes free throw 2 of 2,1,103-93,,
0:17.0,,,103-93,,L. Williams misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by D. Powell,,103-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
