time,Memphis,pts.away,score,pts.home,LA Lakers
2:13.0,Defensive rebound by P. Hairston,,109-90,,
2:09.0,Offensive charge foul by P. Hairston,,109-90,,
2:09.0,Turnover by P. Hairston (offensive foul),,109-90,,
1:53.0,,,109-90,,A. Brown misses 2-pt shot from 3 ft
1:50.0,Defensive rebound by J. Green,,109-90,,
1:26.0,J. Ennis misses 2-pt shot from 19 ft,,109-90,,
1:25.0,,,109-90,,Defensive rebound by B. Bass
1:19.0,,,109-90,,Turnover by R. Sacre (lost ball)
1:03.0,J. Green misses 2-pt shot from 12 ft,,109-90,,
1:01.0,Offensive rebound by J. Ennis,,109-90,,
0:53.0,J. Ennis misses 3-pt shot from 26 ft,,109-90,,
0:51.0,,,109-90,,Defensive rebound by A. Brown
0:48.0,Personal foul by P. Hairston (drawn by R. Kelly),,109-90,,
0:48.0,,,109-91,1,M. Huertas makes free throw 1 of 2
0:48.0,,,109-92,1,M. Huertas makes free throw 2 of 2
0:31.0,P. Hairston makes 3-pt shot from 26 ft,3,112-92,,
0:20.0,,,112-92,,B. Bass misses 2-pt shot from 3 ft (block by C. Andersen)
0:20.0,,,112-92,,Offensive rebound by Team
0:17.0,,,112-95,3,M. Huertas makes 3-pt shot from 25 ft (assist by R. Kelly)
0:00.0,End of 4th quarter,,,,End of 4th quarter
