time,New York,pts.away,score,pts.home,Boston
6:52.0,,,78-85,,J. Crowder enters the game for M. Smart
6:52.0,,,78-86,1,I. Thomas makes free throw 2 of 2
6:32.0,R. Lopez misses 2-pt shot from 5 ft,,78-86,,
6:31.0,,,78-86,,Defensive rebound by J. Sullinger
6:30.0,Personal foul by S. Vujacic (drawn by J. Sullinger),,78-86,,
6:09.0,,,78-88,2,E. Turner makes 2-pt shot at rim
5:51.0,Shooting foul by J. Jerebko (drawn by C. Anthony),,78-88,,
5:51.0,,,78-88,,Boston full timeout
5:51.0,K. Porzingis enters the game for R. Lopez,,78-88,,
5:51.0,A. Afflalo enters the game for S. Vujacic,,78-88,,
5:51.0,,,78-88,,A. Bradley enters the game for I. Thomas
5:51.0,Violation by Team (delay of game),,78-88,,
5:51.0,,,78-88,,Violation by Team (delay of game)
5:51.0,C. Anthony makes free throw 1 of 2,1,79-88,,
5:51.0,C. Anthony makes free throw 2 of 2,1,80-88,,
5:38.0,,,80-88,,J. Crowder misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by L. Galloway,,80-88,,
5:30.0,C. Anthony makes 3-pt shot from 26 ft (assist by L. Galloway),3,83-88,,
5:06.0,,,83-90,2,J. Sullinger makes 2-pt shot from 1 ft
4:49.0,D. Williams misses 2-pt shot from 21 ft,,83-90,,
4:48.0,Offensive rebound by Team,,83-90,,
4:48.0,,,83-90,,Loose ball foul by J. Jerebko (drawn by K. Porzingis)
4:48.0,,,83-90,,I. Thomas enters the game for J. Jerebko
4:48.0,K. Porzingis makes free throw 1 of 2,1,84-90,,
4:48.0,K. Porzingis makes free throw 2 of 2,1,85-90,,
4:36.0,,,85-90,,J. Sullinger misses 2-pt shot from 20 ft
4:35.0,Defensive rebound by C. Anthony,,85-90,,
4:19.0,K. Porzingis misses 2-pt shot from 17 ft,,85-90,,
4:17.0,,,85-90,,Defensive rebound by J. Crowder
4:08.0,Personal foul by L. Galloway (drawn by I. Thomas),,85-90,,
4:08.0,,,85-90,,K. Olynyk enters the game for J. Sullinger
3:57.0,,,85-90,,I. Thomas misses 2-pt shot from 4 ft
3:56.0,Defensive rebound by Team,,85-90,,
3:56.0,New York full timeout,,85-90,,
3:41.0,K. Porzingis misses 2-pt shot from 5 ft,,85-90,,
3:39.0,,,85-90,,Defensive rebound by K. Olynyk
3:24.0,,,85-90,,J. Crowder misses 2-pt shot from 3 ft
3:23.0,Defensive rebound by K. Porzingis,,85-90,,
3:17.0,L. Galloway misses 3-pt shot from 25 ft,,85-90,,
3:16.0,,,85-90,,Defensive rebound by K. Olynyk
2:59.0,,,85-92,2,I. Thomas makes 2-pt shot from 1 ft
2:47.0,A. Afflalo misses 3-pt shot from 23 ft,,85-92,,
2:45.0,,,85-92,,Defensive rebound by I. Thomas
2:40.0,,,85-94,2,I. Thomas makes 2-pt shot at rim
2:40.0,New York full timeout,,85-94,,
2:21.0,K. Porzingis makes 2-pt shot from 13 ft,2,87-94,,
2:07.0,Shooting block foul by K. Porzingis (drawn by I. Thomas),,87-94,,
2:07.0,,,87-95,1,I. Thomas makes free throw 1 of 2
2:07.0,,,87-96,1,I. Thomas makes free throw 2 of 2
1:56.0,L. Galloway makes 2-pt shot from 6 ft,2,89-96,,
1:42.0,Personal foul by L. Galloway (drawn by K. Olynyk),,89-96,,
1:42.0,J. Calderon enters the game for L. Galloway,,89-96,,
1:42.0,,,89-96,,K. Olynyk misses free throw 1 of 2
1:42.0,,,89-96,,Offensive rebound by Team
1:42.0,,,89-96,,K. Olynyk misses free throw 2 of 2
1:42.0,Defensive rebound by C. Anthony,,89-96,,
1:30.0,C. Anthony misses 3-pt shot from 25 ft,,89-96,,
1:28.0,Offensive rebound by K. Porzingis,,89-96,,
1:19.0,C. Anthony misses 3-pt shot from 24 ft,,89-96,,
1:18.0,,,89-96,,Defensive rebound by J. Crowder
1:02.0,,,89-96,,I. Thomas misses 2-pt shot from 1 ft
1:01.0,,,89-96,,Offensive rebound by I. Thomas
0:55.0,,,89-96,,K. Olynyk misses 3-pt shot from 29 ft
0:54.0,,,89-96,,Offensive rebound by I. Thomas
0:51.0,Personal take foul by A. Afflalo (drawn by I. Thomas),,89-96,,
0:51.0,,,89-97,1,I. Thomas makes free throw 1 of 2
0:51.0,,,89-98,1,I. Thomas makes free throw 2 of 2
0:51.0,New York full timeout,,89-98,,
0:51.0,,,89-98,,M. Smart enters the game for I. Thomas
0:42.0,C. Anthony misses 2-pt shot from 2 ft,,89-98,,
0:41.0,Offensive rebound by C. Anthony,,89-98,,
0:41.0,C. Anthony makes 2-pt shot from 2 ft,2,91-98,,
0:32.0,Personal take foul by D. Williams (drawn by E. Turner),,91-98,,
0:32.0,,,91-99,1,E. Turner makes free throw 1 of 2
0:32.0,,,91-100,1,E. Turner makes free throw 2 of 2
0:20.0,C. Anthony misses 3-pt shot from 25 ft,,91-100,,
0:19.0,,,91-100,,Defensive rebound by K. Olynyk
0:00.0,End of 4th quarter,,,,End of 4th quarter
