time,Cleveland,pts.away,score,pts.home,Brooklyn
2:01.0,M. Dellavedova enters the game for K. Love,,92-101,,
1:46.0,J. Smith misses 3-pt shot from 25 ft,,92-101,,
1:45.0,,,92-101,,Defensive rebound by T. Young
1:25.0,,,92-101,,Turnover by S. Larkin (lost ball; steal by J. Smith)
1:19.0,K. Irving misses 3-pt shot from 25 ft,,92-101,,
1:17.0,,,92-101,,Defensive rebound by M. Brown
0:54.0,,,92-101,,B. Lopez misses 2-pt shot from 9 ft
0:53.0,Defensive rebound by J. Smith,,92-101,,
0:42.0,J. Smith misses 3-pt shot from 23 ft,,92-101,,
0:41.0,,,92-101,,Defensive rebound by T. Young
0:23.0,,,92-101,,Shooting foul by L. James (drawn by B. Lopez)
0:23.0,,,92-103,2,B. Lopez makes 2-pt shot from 9 ft (assist by S. Larkin)
0:23.0,J. McRae enters the game for L. James,,92-103,,
0:23.0,,,92-104,1,B. Lopez makes free throw 1 of 1
0:10.0,J. McRae makes 3-pt shot from 22 ft (assist by T. Thompson),3,95-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
