time,Cleveland,pts.away,score,pts.home,Washington
4:32.0,,,84-111,,Offensive rebound by J. Hickson
4:23.0,,,84-113,2,J. Hickson makes 2-pt shot from 8 ft (assist by R. Sessions)
4:08.0,J. McRae misses 2-pt shot from 5 ft,,84-113,,
4:07.0,,,84-113,,Defensive rebound by G. Temple
4:02.0,,,84-113,,Turnover by K. Oubre (lost ball)
3:48.0,R. Jefferson misses 3-pt shot from 25 ft,,84-113,,
3:47.0,,,84-113,,Defensive rebound by D. Gooden
3:37.0,,,84-113,,R. Sessions misses 2-pt shot from 9 ft
3:36.0,Defensive rebound by T. Mozgov,,84-113,,
3:27.0,J. McRae misses 3-pt shot from 23 ft,,84-113,,
3:26.0,,,84-113,,Defensive rebound by J. Hickson
3:12.0,,,84-113,,K. Oubre misses 3-pt shot from 22 ft
3:11.0,Defensive rebound by J. McRae,,84-113,,
3:00.0,J. McRae makes 3-pt shot from 25 ft,3,87-113,,
2:36.0,,,87-113,,Turnover by R. Sessions (traveling)
2:36.0,Cleveland full timeout,,87-113,,
2:19.0,T. Mozgov makes 2-pt shot from 12 ft (assist by I. Shumpert),2,89-113,,
1:53.0,,,89-113,,K. Oubre misses 2-pt shot from 9 ft
1:52.0,Defensive rebound by T. Mozgov,,89-113,,
1:45.0,Shooting foul by K. Oubre (drawn by J. McRae),,89-113,,
1:45.0,J. McRae makes 2-pt shot from 9 ft (assist by C. Frye),2,91-113,,
1:45.0,J. McRae makes free throw 1 of 1,1,92-113,,
1:34.0,,,92-113,,R. Sessions misses 2-pt shot from 1 ft
1:33.0,Defensive rebound by T. Mozgov,,92-113,,
1:32.0,,,92-113,,Personal foul by K. Oubre (drawn by R. Jefferson)
1:32.0,R. Jefferson makes free throw 1 of 2,1,93-113,,
1:32.0,R. Jefferson makes free throw 2 of 2,1,94-113,,
1:20.0,,,94-113,,D. Gooden misses 2-pt shot from 20 ft
1:19.0,Defensive rebound by R. Jefferson,,94-113,,
1:15.0,Shooting foul by G. Temple (drawn by J. McRae),,94-113,,
1:15.0,J. McRae makes free throw 1 of 2,1,95-113,,
1:15.0,J. McRae makes free throw 2 of 2,1,96-113,,
0:58.0,,,96-113,,Turnover by J. Hickson (lost ball; steal by I. Shumpert)
0:53.0,I. Shumpert makes 2-pt shot at rim (assist by R. Jefferson),2,98-113,,
0:36.0,,,98-113,,D. Gooden misses 3-pt shot from 27 ft
0:34.0,Defensive rebound by I. Shumpert,,98-113,,
0:28.0,,,98-113,,Personal foul by G. Temple (drawn by I. Shumpert)
0:28.0,I. Shumpert misses free throw 1 of 2,,98-113,,
0:28.0,Offensive rebound by Team,,98-113,,
0:28.0,I. Shumpert makes free throw 2 of 2,1,99-113,,
0:07.0,,,99-113,,D. Gooden misses 3-pt shot from 28 ft
0:06.0,Defensive rebound by T. Mozgov,,99-113,,
0:01.0,I. Shumpert misses 3-pt shot from 26 ft,,99-113,,
0:00.0,Offensive rebound by Team,,99-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
