time,Atlanta,pts.away,score,pts.home,Boston
5:22.0,D. Schroder makes 2-pt shot from 1 ft,2,87-92,,
5:07.0,,,87-94,2,J. Sullinger makes 2-pt shot from 3 ft
4:49.0,K. Korver misses 3-pt shot from 23 ft,,87-94,,
4:48.0,,,87-94,,Defensive rebound by A. Johnson
4:39.0,,,87-94,,J. Crowder misses 3-pt shot from 24 ft
4:38.0,Defensive rebound by Team,,87-94,,
4:38.0,Official timeout,,87-94,,
4:38.0,J. Teague enters the game for D. Schroder,,87-94,,
4:38.0,A. Horford enters the game for M. Muscala,,87-94,,
4:30.0,A. Horford makes 2-pt shot from 22 ft,2,89-94,,
4:12.0,,,89-94,,E. Turner misses 2-pt shot from 18 ft
4:09.0,,,89-94,,Offensive rebound by Team
4:01.0,,,89-96,2,E. Turner makes 2-pt shot from 18 ft (assist by I. Thomas)
3:42.0,P. Millsap makes 2-pt shot from 3 ft (assist by A. Horford),2,91-96,,
3:23.0,,,91-96,,I. Thomas misses 3-pt shot from 24 ft
3:21.0,Defensive rebound by J. Teague,,91-96,,
3:13.0,Atlanta full timeout,,91-96,,
3:13.0,,,91-96,,M. Smart enters the game for I. Thomas
3:01.0,K. Bazemore makes 2-pt shot from 2 ft (assist by A. Horford),2,93-96,,
2:44.0,,,93-96,,Boston full timeout
2:44.0,,,93-96,,I. Thomas enters the game for M. Smart
2:37.0,,,93-98,2,A. Johnson makes 2-pt shot from 2 ft (assist by J. Crowder)
2:24.0,A. Horford misses 3-pt shot from 24 ft,,93-98,,
2:24.0,,,93-98,,Defensive rebound by I. Thomas
2:11.0,,,93-100,2,E. Turner makes 2-pt shot at rim (assist by I. Thomas)
2:11.0,,,93-100,,Shooting foul by A. Horford (drawn by E. Turner)
2:11.0,,,93-101,1,E. Turner makes free throw 1 of 1
2:02.0,J. Teague misses 2-pt shot from 2 ft,,93-101,,
2:01.0,,,93-101,,Defensive rebound by I. Thomas
1:42.0,,,93-104,3,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas)
1:28.0,P. Millsap misses 3-pt shot from 24 ft,,93-104,,
1:27.0,,,93-104,,Defensive rebound by J. Sullinger
1:05.0,,,93-106,2,A. Johnson makes 2-pt shot from 15 ft (assist by I. Thomas)
1:05.0,Atlanta full timeout,,93-106,,
1:05.0,,,93-106,,J. Jerebko enters the game for J. Sullinger
0:58.0,J. Teague misses 2-pt shot from 7 ft,,93-106,,
0:57.0,,,93-106,,Defensive rebound by Team
0:57.0,Loose ball foul by A. Horford (drawn by A. Johnson),,93-106,,
0:35.0,,,93-106,,J. Jerebko misses 2-pt shot from 5 ft
0:34.0,Defensive rebound by Team,,93-106,,
0:34.0,M. Muscala enters the game for P. Millsap,,93-106,,
0:34.0,S. Mack enters the game for A. Horford,,93-106,,
0:34.0,J. Holiday enters the game for K. Korver,,93-106,,
0:34.0,M. Scott enters the game for J. Teague,,93-106,,
0:23.0,Turnover by K. Bazemore (lost ball; steal by I. Thomas),,93-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
