time,LA Clippers,pts.away,score,pts.home,Dallas
5:25.0,,,99-97,,S. Mejri enters the game for Z. Pachulia
5:25.0,,,99-97,,Personal take foul by S. Mejri
5:25.0,D. Jordan misses free throw 1 of 2,,99-97,,
5:25.0,Offensive rebound by Team,,99-97,,
5:25.0,,,99-97,,Z. Pachulia enters the game for S. Mejri
5:25.0,D. Jordan misses free throw 2 of 2,,99-97,,
5:24.0,,,99-97,,Defensive rebound by W. Matthews
5:00.0,,,99-97,,Turnover by Team (shot clock)
4:59.0,,,99-97,,Personal take foul by D. Nowitzki (drawn by D. Jordan)
4:59.0,D. Jordan misses free throw 1 of 2,,99-97,,
4:59.0,Offensive rebound by Team,,99-97,,
4:59.0,,,99-97,,R. Felton enters the game for D. Harris
4:59.0,D. Jordan makes free throw 2 of 2,1,100-97,,
4:40.0,,,100-100,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Nowitzki)
4:30.0,,,100-100,,Personal take foul by D. Nowitzki (drawn by D. Jordan)
4:30.0,D. Jordan makes free throw 1 of 2,1,101-100,,
4:30.0,D. Jordan misses free throw 2 of 2,,101-100,,
4:29.0,,,101-100,,Defensive rebound by D. Nowitzki
4:11.0,Shooting block foul by B. Griffin (drawn by R. Felton),,101-100,,
4:11.0,,,101-101,1,R. Felton makes free throw 1 of 2
4:11.0,P. Pierce enters the game for D. Jordan,,101-101,,
4:11.0,,,101-102,1,R. Felton makes free throw 2 of 2
4:00.0,J. Crawford misses 2-pt shot from 18 ft,,101-102,,
3:58.0,Offensive rebound by P. Pierce,,101-102,,
3:47.0,A. Rivers makes 2-pt shot from 17 ft,2,103-102,,
3:33.0,Personal block foul by P. Pierce (drawn by D. Nowitzki),,103-102,,
3:33.0,,,103-103,1,D. Nowitzki makes free throw 1 of 2
3:33.0,,,103-104,1,D. Nowitzki makes free throw 2 of 2
3:17.0,B. Griffin misses 2-pt shot at rim (block by Z. Pachulia),,103-104,,
3:16.0,Offensive rebound by Team,,103-104,,
3:07.0,C. Paul makes 3-pt shot from 25 ft,3,106-104,,
2:46.0,,,106-106,2,D. Nowitzki makes 2-pt shot from 12 ft
2:23.0,A. Rivers misses 3-pt shot from 24 ft,,106-106,,
2:22.0,,,106-106,,Defensive rebound by D. Nowitzki
2:11.0,,,106-106,,W. Matthews misses 2-pt shot from 10 ft
2:10.0,,,106-106,,Offensive rebound by Z. Pachulia
2:07.0,,,106-106,,D. Nowitzki misses 2-pt shot from 17 ft
2:07.0,,,106-106,,Offensive rebound by Z. Pachulia
2:07.0,Personal foul by P. Pierce (drawn by Z. Pachulia),,106-106,,
2:07.0,Official timeout,,106-106,,
2:07.0,,,106-107,1,Z. Pachulia makes free throw 1 of 2
2:07.0,,,106-108,1,Z. Pachulia makes free throw 2 of 2
1:52.0,Turnover by B. Griffin (lost ball; steal by W. Matthews),,106-108,,
1:33.0,,,106-110,2,R. Felton makes 2-pt shot from 5 ft
1:23.0,,,106-110,,Personal foul by D. Nowitzki (drawn by C. Paul)
1:23.0,C. Paul makes free throw 1 of 2,1,107-110,,
1:23.0,D. Jordan enters the game for P. Pierce,,107-110,,
1:23.0,L. Mbah a Moute enters the game for J. Crawford,,107-110,,
1:23.0,C. Paul makes free throw 2 of 2,1,108-110,,
1:05.0,,,108-113,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Williams)
1:05.0,LA Clippers full timeout,,108-113,,
1:05.0,,,108-113,,D. Powell enters the game for D. Nowitzki
1:05.0,J. Crawford enters the game for L. Mbah a Moute,,108-113,,
0:55.0,Turnover by C. Paul (bad pass),,108-113,,
0:55.0,,,108-113,,D. Nowitzki enters the game for D. Powell
0:55.0,L. Mbah a Moute enters the game for J. Crawford,,108-113,,
0:35.0,,,108-113,,Shooting foul by D. Jordan (drawn by D. Williams)
0:35.0,,,108-114,1,D. Williams makes free throw 1 of 2
0:35.0,,,108-114,,D. Powell enters the game for D. Nowitzki
0:35.0,,,108-115,1,D. Williams makes free throw 2 of 2
0:35.0,LA Clippers full timeout,,108-115,,
0:35.0,,,108-115,,D. Harris enters the game for D. Powell
0:35.0,J. Crawford enters the game for D. Jordan,,108-115,,
0:35.0,P. Pierce enters the game for L. Mbah a Moute,,108-115,,
0:29.0,A. Rivers misses 3-pt shot from 24 ft,,108-115,,
0:28.0,,,108-115,,Defensive rebound by R. Felton
0:27.0,Personal foul by B. Griffin (drawn by Z. Pachulia),,108-115,,
0:27.0,,,108-115,,Z. Pachulia misses free throw 1 of 2
0:27.0,,,108-115,,Offensive rebound by Team
0:27.0,L. Stephenson enters the game for C. Paul,,108-115,,
0:27.0,P. Prigioni enters the game for B. Griffin,,108-115,,
0:27.0,,,108-116,1,Z. Pachulia makes free throw 2 of 2
0:27.0,LA Clippers full timeout,,108-116,,
0:27.0,,,108-116,,J. Anderson enters the game for Z. Pachulia
0:20.0,L. Stephenson misses 2-pt shot from 1 ft,,108-116,,
0:18.0,Offensive rebound by A. Rivers,,108-116,,
0:15.0,L. Stephenson misses 2-pt shot from 1 ft (block by J. Anderson),,108-116,,
0:13.0,,,108-116,,Defensive rebound by J. Anderson
0:11.0,Personal take foul by J. Crawford (drawn by R. Felton),,108-116,,
0:11.0,,,108-117,1,R. Felton makes free throw 1 of 2
0:11.0,,,108-117,,J. Evans enters the game for D. Williams
0:11.0,,,108-118,1,R. Felton makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
