time,Detroit,pts.away,score,pts.home,Indiana
2:30.0,,,95-102,2,M. Ellis makes 2-pt shot from 18 ft
2:11.0,M. Morris makes 2-pt shot from 2 ft,2,97-102,,
1:57.0,,,97-102,,M. Ellis misses 2-pt shot from 18 ft
1:56.0,Defensive rebound by Team,,97-102,,
1:56.0,,,97-102,,Loose ball foul by J. Hill (drawn by A. Drummond)
1:56.0,A. Drummond misses free throw 1 of 2,,97-102,,
1:56.0,Offensive rebound by Team,,97-102,,
1:56.0,A. Drummond makes free throw 2 of 2,1,98-102,,
1:39.0,,,98-104,2,J. Hill makes 2-pt shot from 1 ft (assist by P. George)
1:39.0,Detroit full timeout,,98-104,,
1:39.0,A. Baynes enters the game for A. Drummond,,98-104,,
1:28.0,M. Morris misses 3-pt shot from 25 ft,,98-104,,
1:25.0,Offensive rebound by M. Morris,,98-104,,
1:23.0,M. Morris makes 2-pt shot from 2 ft,2,100-104,,
1:06.0,,,100-106,2,M. Ellis makes 2-pt shot from 3 ft (assist by M. Turner)
0:58.0,A. Tolliver misses 3-pt shot from 28 ft,,100-106,,
0:57.0,,,100-106,,Defensive rebound by P. George
0:33.0,,,100-108,2,G. Hill makes 2-pt shot from 15 ft
0:27.0,R. Jackson misses 3-pt shot from 25 ft,,100-108,,
0:26.0,,,100-108,,Defensive rebound by M. Ellis
0:17.0,,,100-108,,Indiana full timeout
0:17.0,,,100-108,,C. Miles enters the game for J. Hill
0:17.0,R. Bullock enters the game for A. Baynes,,100-108,,
0:16.0,Personal take foul by R. Jackson (drawn by P. George),,100-108,,
0:15.0,Personal take foul by R. Jackson (drawn by P. George),,100-108,,
0:15.0,,,100-109,1,P. George makes free throw 1 of 2
0:15.0,A. Baynes enters the game for R. Bullock,,100-109,,
0:15.0,,,100-109,,J. Young enters the game for M. Ellis
0:15.0,,,100-109,,S. Hill enters the game for M. Turner
0:15.0,,,100-110,1,P. George makes free throw 2 of 2
0:08.0,R. Jackson makes 2-pt shot from 3 ft,2,102-110,,
0:06.0,Personal take foul by S. Johnson (drawn by G. Hill),,102-110,,
0:06.0,R. Bullock enters the game for S. Johnson,,102-110,,
0:06.0,,,102-110,,G. Robinson enters the game for P. George
0:06.0,,,102-111,1,G. Hill makes free throw 1 of 2
0:06.0,,,102-112,1,G. Hill makes free throw 2 of 2
0:00.0,R. Jackson makes 2-pt shot from 21 ft,2,104-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
