time,Milwaukee,pts.away,score,pts.home,Indiana
4:22.0,,,111-100,,Personal foul by G. Hill (drawn by J. Bayless)
4:22.0,J. Bayless makes free throw 1 of 2,1,112-100,,
4:22.0,J. Bayless makes free throw 2 of 2,1,113-100,,
4:14.0,,,113-100,,P. George misses 2-pt shot from 11 ft (block by G. Antetokounmpo)
4:13.0,Defensive rebound by G. Antetokounmpo,,113-100,,
4:13.0,,,113-100,,Loose ball foul by P. George (drawn by G. Antetokounmpo)
4:13.0,G. Antetokounmpo makes free throw 1 of 2,1,114-100,,
4:13.0,G. Antetokounmpo misses free throw 2 of 2,,114-100,,
4:12.0,,,114-100,,Defensive rebound by P. George
3:55.0,,,114-102,2,M. Ellis makes 2-pt shot from 1 ft
3:42.0,,,114-102,,Personal foul by M. Ellis (drawn by M. Carter-Williams)
3:42.0,M. Carter-Williams makes free throw 1 of 2,1,115-102,,
3:42.0,M. Carter-Williams misses free throw 2 of 2,,115-102,,
3:41.0,,,115-102,,Defensive rebound by P. George
3:31.0,,,115-104,2,P. George makes 2-pt shot from 13 ft
3:16.0,Turnover by J. Bayless (lost ball; steal by S. Hill),,115-104,,
3:11.0,,,115-106,2,G. Hill makes 2-pt shot from 4 ft
3:11.0,Milwaukee full timeout,,115-106,,
2:51.0,J. Bayless misses 2-pt shot from 2 ft (block by S. Hill),,115-106,,
2:51.0,Offensive rebound by Team,,115-106,,
2:49.0,K. Middleton misses 2-pt shot from 2 ft (block by G. Hill),,115-106,,
2:48.0,,,115-106,,Defensive rebound by G. Hill
2:43.0,,,115-109,3,P. George makes 3-pt shot from 25 ft (assist by M. Ellis)
2:29.0,Turnover by Team (turnover),,115-109,,
2:29.0,O. Mayo enters the game for J. Bayless,,115-109,,
2:20.0,,,115-109,,S. Hill misses 2-pt shot from 1 ft
2:20.0,Defensive rebound by O. Mayo,,115-109,,
2:04.0,Turnover by M. Carter-Williams (lost ball),,115-109,,
1:58.0,,,115-112,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill)
1:58.0,Milwaukee full timeout,,115-112,,
1:58.0,J. Bayless enters the game for J. Parker,,115-112,,
1:40.0,K. Middleton makes 2-pt shot from 5 ft,2,117-112,,
1:40.0,Shooting foul by S. Hill (drawn by K. Middleton),,117-112,,
1:40.0,K. Middleton misses free throw 1 of 1,,117-112,,
1:40.0,,,117-112,,Defensive rebound by P. George
1:28.0,,,117-112,,C. Miles misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by O. Mayo,,117-112,,
1:21.0,Offensive charge foul by O. Mayo,,117-112,,
1:21.0,Turnover by O. Mayo (offensive foul),,117-112,,
1:16.0,Shooting block foul by K. Middleton (drawn by P. George),,117-112,,
1:16.0,,,117-113,1,P. George makes free throw 1 of 2
1:16.0,,,117-114,1,P. George makes free throw 2 of 2
1:01.0,M. Carter-Williams misses 2-pt shot at rim,,117-114,,
1:00.0,Offensive rebound by M. Carter-Williams,,117-114,,
1:00.0,M. Carter-Williams misses 2-pt shot at rim,,117-114,,
0:59.0,,,117-114,,Defensive rebound by S. Hill
0:45.0,,,117-114,,G. Hill misses 3-pt shot from 22 ft
0:44.0,Defensive rebound by G. Antetokounmpo,,117-114,,
0:25.0,K. Middleton misses 2-pt shot from 21 ft,,117-114,,
0:24.0,,,117-114,,Defensive rebound by C. Miles
0:14.0,,,117-114,,M. Ellis misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by M. Carter-Williams,,117-114,,
0:13.0,,,117-114,,Personal take foul by C. Miles (drawn by M. Carter-Williams)
0:13.0,M. Carter-Williams misses free throw 1 of 2,,117-114,,
0:13.0,Offensive rebound by Team,,117-114,,
0:13.0,M. Carter-Williams makes free throw 2 of 2,1,118-114,,
0:13.0,,,118-114,,Indiana full timeout
0:08.0,,,118-116,2,S. Hill makes 2-pt shot at rim (assist by M. Ellis)
0:06.0,,,118-116,,Personal take foul by P. George (drawn by K. Middleton)
0:06.0,,,118-116,,C. Budinger enters the game for P. George
0:06.0,K. Middleton makes free throw 1 of 2,1,119-116,,
0:06.0,K. Middleton makes free throw 2 of 2,1,120-116,,
0:01.0,,,120-116,,G. Hill misses 3-pt shot from 25 ft
0:00.0,,,120-116,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
