time,Brooklyn,pts.away,score,pts.home,New York
3:43.0,,,81-101,2,C. Anthony makes 2-pt shot from 14 ft
3:38.0,,,81-101,,Violation by Team (delay of game)
3:34.0,,,81-101,,Personal foul by J. Calderon (drawn by J. Jack)
3:34.0,,,81-101,,L. Galloway enters the game for C. Anthony
3:34.0,,,81-101,,D. Williams enters the game for K. Porzingis
3:34.0,,,81-101,,J. Grant enters the game for R. Lopez
3:34.0,,,81-101,,L. Amundson enters the game for A. Afflalo
3:34.0,,,81-101,,L. Thomas enters the game for J. Calderon
3:34.0,S. Karasev enters the game for T. Young,,81-101,,
3:34.0,M. Brown enters the game for B. Lopez,,81-101,,
3:34.0,W. Reed enters the game for R. Hollis-Jefferson,,81-101,,
3:34.0,T. Robinson enters the game for J. Jack,,81-101,,
3:34.0,D. Sloan enters the game for B. Bogdanovic,,81-101,,
3:20.0,S. Karasev misses 2-pt shot from 2 ft,,81-101,,
3:18.0,Offensive rebound by W. Reed,,81-101,,
3:18.0,W. Reed misses 2-pt shot at rim,,81-101,,
3:17.0,,,81-101,,Defensive rebound by L. Amundson
2:59.0,,,81-101,,J. Grant misses 2-pt shot from 3 ft
2:57.0,,,81-101,,Offensive rebound by L. Amundson
2:57.0,,,81-103,2,L. Amundson makes 2-pt shot at rim
2:43.0,Turnover by D. Sloan (bad pass; steal by L. Thomas),,81-103,,
2:29.0,,,81-103,,L. Amundson misses 2-pt shot from 6 ft
2:27.0,Defensive rebound by T. Robinson,,81-103,,
2:19.0,T. Robinson makes 2-pt shot from 2 ft,2,83-103,,
1:57.0,,,83-103,,L. Amundson misses 2-pt shot from 2 ft
1:56.0,Defensive rebound by T. Robinson,,83-103,,
1:50.0,T. Robinson makes 2-pt shot from 1 ft,2,85-103,,
1:32.0,,,85-103,,L. Galloway misses 2-pt shot from 8 ft
1:30.0,Defensive rebound by T. Robinson,,85-103,,
1:23.0,Turnover by T. Robinson (bad pass; steal by L. Galloway),,85-103,,
1:17.0,,,85-105,2,L. Galloway makes 2-pt shot from 2 ft
1:08.0,Shooting foul by D. Williams (drawn by W. Reed),,85-105,,
1:08.0,W. Reed makes free throw 1 of 2,1,86-105,,
1:08.0,W. Reed makes free throw 2 of 2,1,87-105,,
0:58.0,,,87-105,,L. Amundson misses 2-pt shot at rim
0:57.0,Defensive rebound by Team,,87-105,,
0:43.0,T. Robinson makes 2-pt shot from 11 ft (assist by M. Brown),2,89-105,,
0:31.0,,,89-108,3,L. Galloway makes 3-pt shot from 23 ft (assist by J. Grant)
0:17.0,T. Robinson makes 2-pt shot from 1 ft (assist by M. Brown),2,91-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
