time,Denver,pts.away,score,pts.home,Memphis
4:30.0,R. Foye misses 3-pt shot from 25 ft,,76-78,,
4:29.0,,,76-78,,Defensive rebound by M. Barnes
4:12.0,,,76-78,,M. Gasol misses 2-pt shot from 12 ft
4:10.0,Defensive rebound by R. Foye,,76-78,,
3:58.0,D. Gallinari misses 2-pt shot from 1 ft,,76-78,,
3:56.0,,,76-78,,Defensive rebound by J. Green
3:35.0,,,76-80,2,Z. Randolph makes 2-pt shot from 12 ft (assist by M. Chalmers)
3:35.0,Denver full timeout,,76-80,,
3:35.0,D. Arthur enters the game for N. Jokic,,76-80,,
3:35.0,J. Nelson enters the game for R. Foye,,76-80,,
3:35.0,,,76-80,,T. Allen enters the game for M. Gasol
3:18.0,D. Arthur makes 2-pt shot from 17 ft (assist by D. Gallinari),2,78-80,,
2:51.0,,,78-80,,Z. Randolph misses 2-pt shot from 1 ft (block by D. Arthur)
2:46.0,,,78-80,,Offensive rebound by Z. Randolph
2:46.0,,,78-82,2,Z. Randolph makes 2-pt shot from 5 ft
2:30.0,J. Nurkic misses 2-pt shot from 2 ft (block by Z. Randolph),,78-82,,
2:30.0,Jump ball: J. Nurkic vs. Z. Randolph (J. Nelson gains possession),,,,Jump ball: J. Nurkic vs. Z. Randolph (J. Nelson gains possession)
2:30.0,Offensive rebound by Team,,78-82,,
2:30.0,,,78-82,,Technical foul by M. Chalmers
2:30.0,Technical foul by J. Nurkic,,78-82,,
2:30.0,,,78-82,,M. Gasol enters the game for J. Green
2:15.0,Turnover by D. Arthur (bad pass; steal by M. Gasol),,78-82,,
1:56.0,,,78-82,,Z. Randolph misses 2-pt shot from 4 ft
1:54.0,Defensive rebound by J. Nelson,,78-82,,
1:46.0,J. Nelson misses 2-pt shot from 22 ft,,78-82,,
1:44.0,,,78-82,,Defensive rebound by M. Chalmers
1:29.0,,,78-85,3,M. Chalmers makes 3-pt shot from 25 ft
1:29.0,Denver full timeout,,78-85,,
1:22.0,J. Nurkic misses 2-pt shot from 1 ft (block by Z. Randolph),,78-85,,
1:19.0,,,78-85,,Defensive rebound by M. Chalmers
1:00.0,,,78-85,,Z. Randolph misses 2-pt shot from 14 ft
0:59.0,,,78-85,,Offensive rebound by T. Allen
0:57.0,Personal take foul by D. Arthur (drawn by T. Allen),,78-85,,
0:57.0,,,78-86,1,T. Allen makes free throw 1 of 2
0:57.0,,,78-86,,T. Allen misses free throw 2 of 2
0:57.0,Defensive rebound by D. Gallinari,,78-86,,
0:57.0,Denver full timeout,,78-86,,
0:52.0,Shooting foul by M. Gasol (drawn by D. Gallinari),,78-86,,
0:52.0,D. Gallinari makes free throw 1 of 2,1,79-86,,
0:52.0,,,79-86,,J. Green enters the game for T. Allen
0:52.0,R. Foye enters the game for J. Nelson,,79-86,,
0:52.0,D. Gallinari makes free throw 2 of 2,1,80-86,,
0:35.0,,,80-89,3,M. Chalmers makes 3-pt shot from 24 ft (assist by M. Gasol)
0:35.0,Denver full timeout,,80-89,,
0:35.0,,,80-89,,T. Allen enters the game for Z. Randolph
0:35.0,M. Miller enters the game for D. Arthur,,80-89,,
0:31.0,D. Gallinari misses 3-pt shot from 27 ft,,80-89,,
0:28.0,,,80-89,,Defensive rebound by M. Chalmers
0:21.0,,,80-89,,Offensive foul by J. Green
0:21.0,,,80-89,,Turnover by J. Green (offensive foul)
0:11.0,J. Nurkic makes 2-pt shot at rim (assist by R. Foye),2,82-89,,
0:09.0,Personal take foul by J. Nurkic (drawn by M. Chalmers),,82-89,,
0:09.0,,,82-90,1,M. Chalmers makes free throw 1 of 2
0:09.0,,,82-91,1,M. Chalmers makes free throw 2 of 2
0:04.0,Shooting foul by T. Allen (drawn by D. Gallinari),,82-91,,
0:04.0,D. Gallinari makes free throw 1 of 2,1,83-91,,
0:04.0,D. Gallinari makes free throw 2 of 2,1,84-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
