time,Indiana,pts.away,score,pts.home,Philadelphia
3:46.0,,,106-74,1,J. Sampson makes free throw 1 of 2
3:46.0,,,106-75,1,J. Sampson makes free throw 2 of 2
3:34.0,Turnover by J. Young (bad pass; steal by C. Wood),,106-75,,
3:29.0,,,106-77,2,R. Covington makes 2-pt shot from 2 ft (assist by C. Wood)
3:13.0,J. Hill makes 2-pt shot from 2 ft (assist by J. Young),2,108-77,,
3:13.0,Shooting foul by C. Wood (drawn by J. Hill),,108-77,,
3:13.0,J. Hill misses free throw 1 of 1,,108-77,,
3:12.0,,,108-77,,Defensive rebound by C. Wood
3:00.0,,,108-77,,R. Covington misses 2-pt shot from 3 ft
2:58.0,Defensive rebound by J. Hill,,108-77,,
2:54.0,J. Young misses 2-pt shot from 4 ft,,108-77,,
2:52.0,,,108-77,,Defensive rebound by J. Sampson
2:46.0,,,108-79,2,P. Pressey makes 2-pt shot from 1 ft
2:32.0,Turnover by S. Hill (lost ball; steal by R. Covington),,108-79,,
2:24.0,,,108-79,,Turnover by C. Wood (lost ball; steal by S. Hill)
2:19.0,C. Budinger makes 2-pt shot at rim (assist by J. Young),2,110-79,,
2:03.0,,,110-79,,Shooting foul by J. Hill (drawn by J. Sampson)
2:03.0,Indiana full timeout,,110-79,,
2:03.0,,,110-79,,J. Sampson misses free throw 1 of 2
2:03.0,,,110-79,,Offensive rebound by Team
2:03.0,,,110-79,,J. Sampson misses free throw 2 of 2
2:02.0,Defensive rebound by S. Hill,,110-79,,
1:37.0,S. Hill makes 2-pt shot from 16 ft,2,112-79,,
1:31.0,,,112-79,,R. Covington misses 3-pt shot from 26 ft
1:29.0,Defensive rebound by G. Robinson,,112-79,,
1:23.0,J. Young misses 2-pt shot from 19 ft,,112-79,,
1:22.0,Offensive rebound by C. Budinger,,112-79,,
1:16.0,C. Budinger misses 2-pt shot from 5 ft (block by R. Covington),,112-79,,
1:14.0,,,112-79,,Defensive rebound by H. Thompson
1:06.0,,,112-81,2,P. Pressey makes 2-pt shot from 1 ft
1:06.0,Turnover by J. Hill (bad pass; steal by H. Thompson),,112-81,,
1:01.0,,,112-83,2,C. Wood makes 2-pt shot from 1 ft (assist by P. Pressey)
0:43.0,J. Young misses 3-pt shot from 26 ft,,112-83,,
0:42.0,,,112-83,,Defensive rebound by H. Thompson
0:33.0,,,112-85,2,J. Sampson makes 2-pt shot from 1 ft
0:11.0,S. Hill misses 3-pt shot from 27 ft,,112-85,,
0:09.0,,,112-85,,Defensive rebound by P. Pressey
0:03.0,,,112-85,,H. Thompson misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by J. Hill,,112-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
