time,Denver,pts.away,score,pts.home,Utah
0:46.0,,,79-82,,Offensive rebound by Team
0:46.0,,,79-83,1,R. Gobert makes free throw 2 of 2
0:36.0,N. Jokic misses 2-pt shot from 4 ft,,79-83,,
0:36.0,Offensive rebound by K. Faried,,79-83,,
0:35.0,K. Faried makes 2-pt shot at rim,2,81-83,,
0:35.0,,,81-83,,Utah full timeout
0:35.0,,,81-83,,J. Ingles enters the game for R. Gobert
0:11.0,,,81-83,,R. Hood misses 2-pt shot from 8 ft
0:10.0,,,81-83,,Offensive rebound by D. Favors
0:07.0,W. Barton enters the game for N. Jokic,,81-83,,
0:06.0,Personal foul by G. Harris (drawn by G. Hayward),,81-83,,
0:06.0,,,81-84,1,G. Hayward makes free throw 1 of 2
0:06.0,N. Jokic enters the game for W. Barton,,81-84,,
0:06.0,,,81-84,,R. Gobert enters the game for J. Ingles
0:06.0,,,81-85,1,G. Hayward makes free throw 2 of 2
0:06.0,Denver full timeout,,81-85,,
0:06.0,,,81-85,,C. Johnson enters the game for R. Gobert
0:06.0,W. Barton enters the game for K. Faried,,81-85,,
0:02.0,D. Gallinari misses 3-pt shot from 23 ft,,81-85,,
0:02.0,,,81-85,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
