time,Portland,pts.away,score,pts.home,Houston
7:27.0,C. McCollum enters the game for A. Aminu,,84-64,,
7:27.0,,,84-65,1,C. Brewer makes free throw 1 of 1
7:12.0,D. Lillard misses 2-pt shot from 3 ft,,84-65,,
7:11.0,,,84-65,,Defensive rebound by T. Ariza
7:04.0,,,84-65,,M. Harrell misses 2-pt shot from 11 ft
7:03.0,Defensive rebound by G. Henderson,,84-65,,
6:54.0,M. Harkless misses 3-pt shot from 23 ft,,84-65,,
6:53.0,Offensive rebound by M. Harkless,,84-65,,
6:52.0,Shooting foul by C. Brewer (drawn by M. Harkless),,84-65,,
6:52.0,M. Harkless misses free throw 1 of 2,,84-65,,
6:52.0,Offensive rebound by Team,,84-65,,
6:52.0,M. Plumlee enters the game for E. Davis,,84-65,,
6:52.0,M. Harkless misses free throw 2 of 2,,84-65,,
6:52.0,,,84-65,,Defensive rebound by D. Howard
6:41.0,,,84-67,2,C. Brewer makes 2-pt shot from 14 ft (assist by D. Howard)
6:23.0,M. Harkless makes 2-pt shot at rim (assist by D. Lillard),2,86-67,,
6:08.0,,,86-67,,C. Brewer misses 2-pt shot from 10 ft
6:07.0,Defensive rebound by C. McCollum,,86-67,,
5:55.0,Turnover by D. Lillard (bad pass; steal by D. Howard),,86-67,,
5:51.0,,,86-67,,C. Brewer misses 2-pt shot from 2 ft
5:51.0,Defensive rebound by Team,,86-67,,
5:51.0,,,86-67,,Houston full timeout
5:37.0,D. Lillard makes 3-pt shot from 24 ft,3,89-67,,
5:20.0,,,89-67,,T. Lawson misses 2-pt shot from 3 ft (block by M. Harkless)
5:19.0,,,89-67,,Offensive rebound by M. Harrell
5:18.0,,,89-69,2,M. Harrell makes 2-pt shot at rim
4:53.0,C. McCollum misses 3-pt shot from 26 ft,,89-69,,
4:52.0,,,89-69,,Defensive rebound by Team
4:46.0,,,89-69,,Shooting foul by M. Harkless (drawn by M. Harrell)
4:46.0,,,89-69,,M. Harrell misses free throw 1 of 2
4:46.0,,,89-69,,Offensive rebound by Team
4:46.0,,,89-69,,M. Thornton enters the game for T. Ariza
4:46.0,,,89-70,1,M. Harrell makes free throw 2 of 2
4:26.0,Turnover by D. Lillard (lost ball; steal by T. Lawson),,89-70,,
4:21.0,,,89-72,2,T. Lawson makes 2-pt shot from 1 ft (assist by D. Howard)
3:56.0,C. McCollum misses 3-pt shot from 26 ft,,89-72,,
3:55.0,,,89-72,,Defensive rebound by D. Howard
3:46.0,,,89-75,3,C. Brewer makes 3-pt shot from 23 ft (assist by M. Harrell)
3:27.0,E. Davis enters the game for M. Plumlee,,89-75,,
3:17.0,D. Lillard misses 3-pt shot from 25 ft,,89-75,,
3:16.0,,,89-75,,Defensive rebound by M. Harrell
2:58.0,,,89-78,3,M. Thornton makes 3-pt shot from 25 ft (assist by C. Brewer)
2:32.0,C. McCollum misses 2-pt shot from 18 ft,,89-78,,
2:31.0,Offensive rebound by M. Harkless,,89-78,,
2:31.0,M. Harkless makes 2-pt shot from 2 ft,2,91-78,,
2:26.0,,,91-78,,Turnover by M. Harrell (offensive foul)
2:26.0,,,91-78,,Offensive foul by M. Harrell
2:26.0,Portland full timeout,,91-78,,
2:26.0,A. Aminu enters the game for M. Harkless,,91-78,,
2:10.0,G. Henderson misses 2-pt shot from 11 ft,,91-78,,
2:08.0,Offensive rebound by E. Davis,,91-78,,
2:07.0,E. Davis misses 2-pt shot at rim,,91-78,,
2:06.0,,,91-78,,Defensive rebound by C. Brewer
2:02.0,,,91-78,,M. Thornton misses 3-pt shot from 26 ft
2:02.0,,,91-78,,Offensive rebound by Team
2:02.0,Loose ball foul by A. Aminu (drawn by D. Howard),,91-78,,
2:02.0,,,91-79,1,D. Howard makes free throw 1 of 2
2:02.0,,,91-79,,D. Howard misses free throw 2 of 2
2:02.0,Defensive rebound by Team,,91-79,,
2:02.0,,,91-79,,Loose ball foul by C. Brewer (drawn by E. Davis)
2:02.0,M. Leonard enters the game for E. Davis,,91-79,,
1:48.0,D. Lillard misses 2-pt shot from 2 ft,,91-79,,
1:47.0,Offensive rebound by M. Leonard,,91-79,,
1:46.0,Turnover by M. Leonard (step out of bounds),,91-79,,
1:46.0,E. Davis enters the game for M. Leonard,,91-79,,
1:38.0,,,91-79,,Turnover by T. Lawson (bad pass; steal by A. Aminu)
1:16.0,A. Aminu makes 3-pt shot from 24 ft (assist by G. Henderson),3,94-79,,
1:08.0,,,94-79,,M. Thornton misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by A. Aminu,,94-79,,
0:50.0,D. Lillard makes 2-pt shot from 15 ft,2,96-79,,
0:45.0,,,96-79,,C. Brewer misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by E. Davis,,96-79,,
0:25.0,A. Aminu misses 3-pt shot from 28 ft,,96-79,,
0:25.0,,,96-79,,Defensive rebound by M. Thornton
0:14.0,,,96-79,,D. Howard misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by E. Davis,,96-79,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
