time,Charlotte,pts.away,score,pts.home,Atlanta
2:16.0,,,87-90,,T. Sefolosha enters the game for D. Schroder
2:11.0,,,87-92,2,J. Teague makes 2-pt shot from 2 ft
1:50.0,A. Jefferson misses 2-pt shot from 7 ft,,87-92,,
1:49.0,,,87-92,,Defensive rebound by P. Millsap
1:29.0,,,87-92,,A. Horford misses 2-pt shot from 8 ft
1:28.0,,,87-92,,Offensive rebound by K. Bazemore
1:22.0,,,87-92,,Offensive charge foul by K. Bazemore
1:22.0,,,87-92,,Turnover by K. Bazemore (offensive foul)
1:07.0,K. Walker misses 2-pt shot from 21 ft,,87-92,,
1:05.0,Offensive rebound by J. Lin,,87-92,,
1:00.0,J. Lin makes 3-pt shot from 24 ft (assist by M. Williams),3,90-92,,
0:50.0,Personal foul by K. Walker (drawn by J. Teague),,90-92,,
0:37.0,,,90-92,,K. Bazemore misses 2-pt shot from 1 ft
0:36.0,,,90-92,,Offensive rebound by K. Bazemore
0:36.0,,,90-94,2,K. Bazemore makes 2-pt shot from 1 ft
0:36.0,Charlotte full timeout,,90-94,,
0:28.0,J. Lin misses 2-pt shot from 2 ft,,90-94,,
0:26.0,Offensive rebound by A. Jefferson,,90-94,,
0:20.0,A. Jefferson misses 2-pt shot from 2 ft,,90-94,,
0:20.0,Offensive rebound by J. Lin,,90-94,,
0:20.0,M. Williams misses 2-pt shot from 18 ft,,90-94,,
0:18.0,Offensive rebound by A. Jefferson,,90-94,,
0:18.0,A. Jefferson makes 2-pt shot at rim,2,92-94,,
0:18.0,,,92-94,,Atlanta full timeout
0:18.0,,,92-94,,L. Patterson enters the game for K. Bazemore
0:18.0,,,92-94,,D. Schroder enters the game for T. Sefolosha
0:18.0,C. Zeller enters the game for A. Jefferson,,92-94,,
0:15.0,Personal foul by J. Lin (drawn by J. Teague),,92-94,,
0:15.0,,,92-95,1,J. Teague makes free throw 1 of 2
0:15.0,A. Jefferson enters the game for C. Zeller,,92-95,,
0:15.0,,,92-95,,T. Sefolosha enters the game for L. Patterson
0:15.0,,,92-95,,K. Bazemore enters the game for D. Schroder
0:15.0,,,92-96,1,J. Teague makes free throw 2 of 2
0:15.0,Charlotte full timeout,,92-96,,
0:14.0,Turnover by N. Batum (step out of bounds),,92-96,,
0:14.0,C. Zeller enters the game for A. Jefferson,,92-96,,
0:14.0,,,92-96,,Atlanta full timeout
0:14.0,,,92-96,,L. Patterson enters the game for K. Bazemore
0:14.0,,,92-96,,D. Schroder enters the game for T. Sefolosha
0:14.0,Personal take foul by K. Walker (drawn by L. Patterson),,92-96,,
0:14.0,,,92-97,1,L. Patterson makes free throw 1 of 2
0:14.0,,,92-97,,K. Bazemore enters the game for J. Teague
0:14.0,,,92-97,,T. Sefolosha enters the game for D. Schroder
0:14.0,,,92-97,,L. Patterson misses free throw 2 of 2
0:13.0,Defensive rebound by M. Williams,,92-97,,
0:05.0,K. Walker misses 2-pt shot from 1 ft,,92-97,,
0:04.0,Offensive rebound by C. Zeller,,92-97,,
0:04.0,C. Zeller makes 2-pt shot from 1 ft,2,94-97,,
0:04.0,,,94-97,,Atlanta full timeout
0:04.0,,,94-97,,J. Teague enters the game for K. Bazemore
0:04.0,,,94-97,,D. Schroder enters the game for T. Sefolosha
0:02.0,,,94-97,,Turnover by P. Millsap (bad pass)
0:02.0,,,94-97,,T. Sefolosha enters the game for J. Teague
0:02.0,,,94-97,,K. Bazemore enters the game for D. Schroder
0:00.0,K. Walker misses 3-pt shot from 25 ft,,94-97,,
0:00.0,Offensive rebound by Team,,94-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
