time,Indiana,pts.away,score,pts.home,Milwaukee
0:56.0,Turnover by G. Hill (bad pass; steal by K. Middleton),,99-92,,
0:54.0,,,99-94,2,K. Middleton makes 2-pt shot from 1 ft
0:54.0,Indiana full timeout,,99-94,,
0:37.0,,,99-94,,Personal block foul by M. Plumlee (drawn by M. Ellis)
0:37.0,M. Ellis misses free throw 1 of 2,,99-94,,
0:37.0,Offensive rebound by Team,,99-94,,
0:37.0,I. Mahinmi enters the game for J. Hill,,99-94,,
0:37.0,M. Ellis makes free throw 2 of 2,1,100-94,,
0:37.0,,,100-94,,Milwaukee full timeout
0:30.0,,,100-94,,K. Middleton misses 2-pt shot from 1 ft
0:29.0,,,100-94,,Offensive rebound by G. Antetokounmpo
0:29.0,,,100-96,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:25.0,M. Ellis makes 2-pt shot from 1 ft,2,102-96,,
0:16.0,,,102-98,2,J. Bayless makes 2-pt shot from 1 ft
0:16.0,,,102-98,,Shooting foul by P. George (drawn by J. Bayless)
0:16.0,J. Hill enters the game for I. Mahinmi,,102-98,,
0:16.0,,,102-99,1,J. Bayless makes free throw 1 of 1
0:16.0,Indiana full timeout,,102-99,,
0:16.0,C. Budinger enters the game for J. Hill,,102-99,,
0:15.0,,,102-99,,Personal take foul by G. Antetokounmpo (drawn by P. George)
0:15.0,P. George misses free throw 1 of 2,,102-99,,
0:15.0,Offensive rebound by Team,,102-99,,
0:15.0,I. Mahinmi enters the game for C. Budinger,,102-99,,
0:15.0,P. George misses free throw 2 of 2,,102-99,,
0:15.0,,,102-99,,Defensive rebound by M. Plumlee
0:13.0,,,102-99,,Milwaukee full timeout
0:13.0,S. Hill enters the game for M. Turner,,102-99,,
0:07.0,,,102-99,,K. Middleton misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by S. Hill,,102-99,,
0:06.0,,,102-99,,Personal take foul by J. Parker (drawn by S. Hill)
0:06.0,S. Hill makes free throw 1 of 2,1,103-99,,
0:06.0,S. Hill makes free throw 2 of 2,1,104-99,,
0:06.0,,,104-99,,Milwaukee full timeout
0:02.0,,,104-99,,K. Middleton misses 3-pt shot from 22 ft (block by P. George)
0:02.0,Defensive rebound by Team,,104-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
