time,Houston,pts.away,score,pts.home,Memphis
5:15.0,,,75-93,3,M. Conley makes 3-pt shot from 24 ft (assist by C. Lee)
5:15.0,Houston full timeout,,75-93,,
5:15.0,,,75-93,,J. Green enters the game for M. Gasol
5:05.0,,,75-93,,Personal foul by J. Green (drawn by D. Howard)
5:05.0,D. Howard makes free throw 1 of 2,1,76-93,,
5:05.0,D. Howard makes free throw 2 of 2,1,77-93,,
4:48.0,Personal foul by T. Ariza (drawn by M. Barnes),,77-93,,
4:38.0,,,77-93,,J. Green misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by T. Jones,,77-93,,
4:31.0,J. Harden misses 3-pt shot from 24 ft,,77-93,,
4:31.0,Offensive rebound by Team,,77-93,,
4:31.0,,,77-93,,Loose ball foul by J. Green (drawn by D. Howard)
4:31.0,D. Howard misses free throw 1 of 2,,77-93,,
4:31.0,Offensive rebound by Team,,77-93,,
4:31.0,D. Howard misses free throw 2 of 2,,77-93,,
4:29.0,,,77-93,,Defensive rebound by J. Green
4:17.0,,,77-93,,Turnover by J. Green (lost ball; steal by T. Jones)
3:56.0,T. Jones misses 2-pt shot from 6 ft,,77-93,,
3:55.0,,,77-93,,Defensive rebound by J. Green
3:54.0,,,77-93,,Turnover by J. Green (bad pass; steal by J. Harden)
3:50.0,T. Jones makes 2-pt shot at rim (assist by J. Terry),2,79-93,,
3:30.0,,,79-95,2,M. Conley makes 2-pt shot from 18 ft
3:18.0,J. Harden makes 2-pt shot from 14 ft,2,81-95,,
2:58.0,,,81-95,,J. Green misses 2-pt shot from 16 ft
2:58.0,Defensive rebound by J. Harden,,81-95,,
2:42.0,Turnover by D. Howard (lost ball; steal by M. Conley),,81-95,,
2:37.0,,,81-95,,Memphis full timeout
2:37.0,M. Harrell enters the game for D. Howard,,81-95,,
2:37.0,K. McDaniels enters the game for T. Jones,,81-95,,
2:37.0,C. Capela enters the game for J. Harden,,81-95,,
2:37.0,,,81-95,,M. Gasol enters the game for J. Green
2:28.0,,,81-95,,C. Lee misses 3-pt shot from 23 ft
2:27.0,Defensive rebound by J. Terry,,81-95,,
2:24.0,Shooting foul by M. Conley (drawn by K. McDaniels),,81-95,,
2:24.0,K. McDaniels makes free throw 1 of 2,1,82-95,,
2:24.0,C. Brewer enters the game for T. Ariza,,82-95,,
2:24.0,K. McDaniels makes free throw 2 of 2,1,83-95,,
2:00.0,,,83-95,,M. Barnes misses 3-pt shot from 24 ft
2:00.0,,,83-95,,Offensive rebound by M. Gasol
1:49.0,,,83-95,,Turnover by C. Lee (bad pass; steal by K. McDaniels)
1:46.0,J. Terry misses 3-pt shot from 24 ft,,83-95,,
1:46.0,Offensive rebound by Team,,83-95,,
1:41.0,J. Terry misses 3-pt shot from 23 ft,,83-95,,
1:41.0,,,83-95,,Defensive rebound by M. Gasol
1:24.0,Personal foul by J. Terry (drawn by M. Conley),,83-95,,
1:24.0,,,83-96,1,M. Conley makes free throw 1 of 2
1:24.0,,,83-96,,J. Green enters the game for M. Gasol
1:24.0,,,83-96,,R. Smith enters the game for C. Lee
1:24.0,,,83-96,,M. Conley misses free throw 2 of 2
1:20.0,Defensive rebound by C. Capela,,83-96,,
1:13.0,,,83-96,,Personal foul by M. Conley (drawn by M. Harrell)
1:13.0,M. Harrell misses free throw 1 of 2,,83-96,,
1:13.0,Offensive rebound by Team,,83-96,,
1:13.0,,,83-96,,J. Ennis enters the game for M. Conley
1:13.0,M. Harrell misses free throw 2 of 2,,83-96,,
1:12.0,,,83-96,,Defensive rebound by J. Green
0:49.0,,,83-96,,J. Ennis misses 3-pt shot from 23 ft
0:49.0,Defensive rebound by K. McDaniels,,83-96,,
0:42.0,,,83-96,,Personal foul by M. Barnes (drawn by C. Capela)
0:42.0,C. Capela misses free throw 1 of 2,,83-96,,
0:42.0,Offensive rebound by Team,,83-96,,
0:42.0,C. Capela makes free throw 2 of 2,1,84-96,,
0:18.0,,,84-96,,J. Green misses 2-pt shot from 2 ft (block by C. Brewer)
0:18.0,,,84-96,,Offensive rebound by J. Ennis
0:18.0,,,84-96,,Turnover by Team (shot clock)
0:12.0,K. McDaniels misses 3-pt shot from 25 ft,,84-96,,
0:10.0,,,84-96,,Defensive rebound by J. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
