time,Detroit,pts.away,score,pts.home,Cleveland
1:41.0,,,86-100,,Cleveland full timeout
1:41.0,J. Meeks enters the game for T. Harris,,86-100,,
1:41.0,A. Tolliver enters the game for M. Morris,,86-100,,
1:41.0,S. Dinwiddie enters the game for R. Jackson,,86-100,,
1:36.0,,,86-102,2,K. Irving makes 2-pt shot from 1 ft
1:13.0,S. Dinwiddie makes 2-pt shot from 1 ft (assist by R. Bullock),2,88-102,,
1:13.0,,,88-102,,Cleveland full timeout
1:13.0,,,88-102,,J. McRae enters the game for K. Love
1:13.0,,,88-102,,D. Jones enters the game for J. Smith
1:13.0,,,88-102,,J. Jones enters the game for K. Irving
1:03.0,,,88-104,2,J. McRae makes 2-pt shot from 12 ft (assist by M. Dellavedova)
0:52.0,A. Tolliver misses 3-pt shot from 25 ft,,88-104,,
0:51.0,,,88-104,,Defensive rebound by J. McRae
0:27.0,,,88-107,3,J. McRae makes 3-pt shot from 25 ft
0:12.0,J. Meeks makes 2-pt shot from 6 ft (assist by S. Dinwiddie),2,90-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
