time,Memphis,pts.away,score,pts.home,LA Lakers
4:20.0,T. Allen makes free throw 2 of 2,1,91-97,,
4:02.0,,,91-97,,Turnover by B. Bass (lost ball)
3:47.0,M. Barnes misses 2-pt shot from 1 ft,,91-97,,
3:44.0,,,91-97,,Defensive rebound by B. Bass
3:32.0,,,91-97,,Turnover by Team (turnover)
3:32.0,Shooting foul by B. Bass (drawn by M. Barnes),,91-97,,
3:32.0,M. Barnes makes free throw 1 of 2,1,92-97,,
3:32.0,M. Barnes misses free throw 2 of 2,,92-97,,
3:29.0,Offensive rebound by J. Green,,92-97,,
3:29.0,J. Green makes 2-pt shot from 2 ft,2,94-97,,
3:08.0,,,94-99,2,B. Bass makes 2-pt shot at rim (assist by M. Huertas)
2:52.0,T. Allen makes 2-pt shot from 1 ft (assist by Z. Randolph),2,96-99,,
2:38.0,,,96-101,2,B. Bass makes 2-pt shot from 14 ft (assist by M. Huertas)
2:22.0,J. Farmar misses 3-pt shot from 25 ft,,96-101,,
2:21.0,,,96-101,,Defensive rebound by J. Clarkson
2:00.0,,,96-103,2,J. Randle makes 2-pt shot from 2 ft (assist by L. Williams)
1:44.0,J. Green makes 2-pt shot at rim (assist by M. Barnes),2,98-103,,
1:27.0,,,98-103,,L. Williams misses 2-pt shot from 12 ft
1:25.0,Defensive rebound by J. Farmar,,98-103,,
1:23.0,Turnover by J. Farmar (lost ball; steal by B. Bass),,98-103,,
1:02.0,,,98-105,2,B. Bass makes 2-pt shot at rim (assist by J. Clarkson)
0:51.0,Z. Randolph misses 2-pt shot from 2 ft (block by J. Randle),,98-105,,
0:49.0,Offensive rebound by Z. Randolph,,98-105,,
0:49.0,Z. Randolph makes 2-pt shot from 1 ft,2,100-105,,
0:30.0,,,100-105,,Turnover by J. Clarkson (lost ball; steal by Z. Randolph)
0:24.0,Turnover by M. Barnes (lost ball; steal by J. Clarkson),,100-105,,
0:23.0,Personal take foul by J. Farmar,,100-105,,
0:23.0,Memphis full timeout,,100-105,,
0:23.0,,,100-106,1,J. Clarkson makes free throw 1 of 2
0:23.0,,,100-107,1,J. Clarkson makes free throw 2 of 2
0:17.0,Turnover by T. Allen (lost ball; steal by J. Clarkson),,100-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
