time,Utah,pts.away,score,pts.home,Memphis
1:01.0,Offensive rebound by R. Gobert,,85-90,,
1:01.0,Shooting foul by M. Chalmers (drawn by R. Gobert),,85-90,,
1:01.0,R. Gobert makes free throw 1 of 2,1,86-90,,
1:01.0,R. Gobert makes free throw 2 of 2,1,87-90,,
0:45.0,,,87-90,,M. Conley misses 2-pt shot from 15 ft
0:44.0,Defensive rebound by R. Gobert,,87-90,,
0:44.0,,,87-90,,Personal foul by M. Conley (drawn by R. Gobert)
0:44.0,R. Gobert makes free throw 1 of 2,1,88-90,,
0:44.0,R. Gobert misses free throw 2 of 2,,88-90,,
0:44.0,,,88-90,,Defensive rebound by C. Andersen
0:43.0,,,88-90,,Memphis full timeout
0:43.0,,,88-90,,V. Carter enters the game for C. Andersen
0:32.0,,,88-90,,M. Barnes misses 3-pt shot from 25 ft
0:30.0,,,88-90,,Offensive rebound by Z. Randolph
0:24.0,,,88-90,,V. Carter misses 3-pt shot from 26 ft
0:23.0,,,88-90,,Offensive rebound by Z. Randolph
0:21.0,Personal foul by S. Mack (drawn by Z. Randolph),,88-90,,
0:21.0,,,88-91,1,Z. Randolph makes free throw 1 of 2
0:21.0,,,88-92,1,Z. Randolph makes free throw 2 of 2
0:21.0,Utah full timeout,,88-92,,
0:21.0,T. Burke enters the game for D. Favors,,88-92,,
0:14.0,S. Mack misses 2-pt shot from 8 ft,,88-92,,
0:12.0,,,88-92,,Defensive rebound by Z. Randolph
0:12.0,Personal foul by S. Mack (drawn by Z. Randolph),,88-92,,
0:12.0,,,88-93,1,Z. Randolph makes free throw 1 of 2
0:12.0,D. Favors enters the game for T. Burke,,88-93,,
0:12.0,,,88-94,1,Z. Randolph makes free throw 2 of 2
0:12.0,Utah full timeout,,88-94,,
0:12.0,J. Ingles enters the game for D. Favors,,88-94,,
0:12.0,T. Lyles enters the game for S. Mack,,88-94,,
0:09.0,T. Lyles misses 3-pt shot from 24 ft,,88-94,,
0:09.0,,,88-94,,Defensive rebound by Z. Randolph
0:00.0,End of 4th quarter,,,,End of 4th quarter
