time,LA Clippers,pts.away,score,pts.home,Sacramento
7:19.0,,,92-91,3,O. Casspi makes 3-pt shot from 24 ft (assist by D. Cousins)
7:04.0,J. Redick misses 2-pt shot from 20 ft,,92-91,,
7:03.0,,,92-91,,Defensive rebound by O. Casspi
6:51.0,,,92-93,2,R. Gay makes 2-pt shot from 8 ft
6:29.0,P. Pierce makes 3-pt shot from 24 ft (assist by C. Paul),3,95-93,,
6:22.0,,,95-95,2,D. Collison makes 2-pt shot from 2 ft
5:56.0,B. Griffin misses 2-pt shot from 19 ft,,95-95,,
5:56.0,,,95-95,,Defensive rebound by O. Casspi
5:45.0,,,95-95,,Offensive charge foul by D. Cousins
5:45.0,,,95-95,,Turnover by D. Cousins (offensive foul)
5:33.0,C. Paul misses 2-pt shot from 15 ft,,95-95,,
5:32.0,,,95-95,,Defensive rebound by D. Cousins
5:09.0,,,95-95,,O. Casspi misses 2-pt shot from 10 ft
5:09.0,Defensive rebound by D. Jordan,,95-95,,
5:05.0,Shooting foul by M. Belinelli (drawn by B. Griffin),,95-95,,
5:05.0,B. Griffin makes free throw 1 of 2,1,96-95,,
5:05.0,,,96-95,,R. Rondo enters the game for O. Casspi
5:05.0,B. Griffin makes free throw 2 of 2,1,97-95,,
4:49.0,,,97-98,3,R. Gay makes 3-pt shot from 25 ft (assist by D. Collison)
4:30.0,J. Redick misses 3-pt shot from 25 ft,,97-98,,
4:30.0,,,97-98,,Defensive rebound by D. Cousins
4:19.0,,,97-98,,Sacramento full timeout
4:13.0,,,97-98,,R. Gay misses 3-pt shot from 25 ft
4:13.0,,,97-98,,Offensive rebound by Team
4:13.0,Loose ball foul by B. Griffin (drawn by D. Cousins),,97-98,,
4:06.0,,,97-98,,Turnover by D. Cousins (offensive foul)
4:06.0,,,97-98,,Offensive foul by D. Cousins
3:55.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,100-98,,
3:34.0,,,100-98,,M. Belinelli misses 2-pt shot from 21 ft
3:33.0,Defensive rebound by D. Jordan,,100-98,,
3:20.0,P. Pierce misses 3-pt shot from 24 ft,,100-98,,
3:20.0,,,100-98,,Defensive rebound by R. Rondo
3:10.0,,,100-100,2,D. Cousins makes 2-pt shot at rim (assist by M. Belinelli)
2:53.0,C. Paul misses 2-pt shot from 4 ft,,100-100,,
2:52.0,,,100-100,,Defensive rebound by D. Cousins
2:46.0,,,100-100,,D. Collison misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by D. Jordan,,100-100,,
2:21.0,P. Pierce makes 2-pt shot from 9 ft,2,102-100,,
2:09.0,Personal foul by J. Redick (drawn by D. Collison),,102-100,,
1:58.0,,,102-100,,R. Gay misses 2-pt shot from 17 ft
1:57.0,Defensive rebound by C. Paul,,102-100,,
1:45.0,Turnover by C. Paul (lost ball),,102-100,,
1:45.0,Loose ball foul by C. Paul (drawn by R. Gay),,102-100,,
1:45.0,,,102-100,,Sacramento full timeout
1:45.0,A. Rivers enters the game for P. Pierce,,102-100,,
1:33.0,,,102-100,,Turnover by D. Cousins (bad pass; steal by A. Rivers)
1:26.0,LA Clippers full timeout,,102-100,,
1:26.0,P. Pierce enters the game for A. Rivers,,102-100,,
1:15.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,104-100,,
0:57.0,,,104-102,2,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins)
0:33.0,C. Paul makes 2-pt shot from 15 ft,2,106-102,,
0:24.0,,,106-102,,D. Cousins misses 2-pt shot from 16 ft
0:23.0,Defensive rebound by P. Pierce,,106-102,,
0:23.0,,,106-102,,Personal take foul by D. Collison (drawn by P. Pierce)
0:23.0,J. Crawford enters the game for D. Jordan,,106-102,,
0:20.0,,,106-102,,Personal take foul by M. Belinelli (drawn by J. Redick)
0:20.0,J. Redick makes free throw 1 of 2,1,107-102,,
0:20.0,A. Rivers enters the game for J. Crawford,,107-102,,
0:20.0,D. Jordan enters the game for P. Pierce,,107-102,,
0:20.0,J. Redick makes free throw 2 of 2,1,108-102,,
0:20.0,,,108-102,,Sacramento full timeout
0:20.0,,,108-102,,B. McLemore enters the game for R. Rondo
0:13.0,,,108-104,2,R. Gay makes 2-pt shot from 19 ft (assist by M. Belinelli)
0:12.0,,,108-104,,Personal take foul by B. McLemore (drawn by C. Paul)
0:12.0,C. Paul makes free throw 1 of 2,1,109-104,,
0:12.0,C. Paul makes free throw 2 of 2,1,110-104,,
0:07.0,,,110-104,,D. Collison misses 3-pt shot from 28 ft
0:05.0,Defensive rebound by B. Griffin,,110-104,,
0:01.0,,,110-104,,Personal foul by D. Cousins (drawn by A. Rivers)
0:01.0,,,110-104,,O. Casspi enters the game for D. Cousins
0:01.0,A. Rivers misses free throw 1 of 2,,110-104,,
0:01.0,Offensive rebound by Team,,110-104,,
0:01.0,A. Rivers makes free throw 2 of 2,1,111-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
