time,Philadelphia,pts.away,score,pts.home,Milwaukee
6:36.0,Offensive rebound by T. Luwawu-Cabarrot,,92-86,,
6:31.0,S. Rodriguez makes 2-pt shot from 1 ft,2,94-86,,
6:31.0,,,94-86,,Milwaukee full timeout
6:31.0,,,94-86,,G. Antetokounmpo enters the game for M. Beasley
6:31.0,,,94-86,,J. Henson enters the game for M. Dellavedova
6:31.0,,,94-86,,J. Parker enters the game for G. Monroe
6:31.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,94-86,,
6:10.0,,,94-86,,Turnover by M. Brogdon (lost ball; steal by G. Henderson)
6:07.0,Turnover by E. Ilyasova (bad pass),,94-86,,
5:48.0,,,94-86,,G. Antetokounmpo misses 3-pt shot from 27 ft
5:47.0,Defensive rebound by G. Henderson,,94-86,,
5:35.0,Turnover by S. Rodriguez (lost ball; steal by G. Antetokounmpo),,94-86,,
5:32.0,Personal foul by E. Ilyasova,,94-86,,
5:32.0,J. Embiid enters the game for J. Okafor,,94-86,,
5:26.0,,,94-86,,G. Antetokounmpo misses 2-pt shot at rim
5:26.0,Defensive rebound by Team,,94-86,,
5:15.0,Shooting foul by J. Henson (drawn by J. Embiid),,94-86,,
5:15.0,J. Embiid makes free throw 1 of 2,1,95-86,,
5:15.0,J. Embiid makes free throw 2 of 2,1,96-86,,
5:01.0,Shooting block foul by E. Ilyasova (drawn by J. Parker),,96-86,,
5:01.0,,,96-87,1,J. Parker makes free throw 1 of 2
5:01.0,,,96-87,,J. Parker misses free throw 2 of 2
5:00.0,Defensive rebound by J. Embiid,,96-87,,
4:49.0,G. Henderson misses 2-pt shot from 1 ft,,96-87,,
4:48.0,Offensive rebound by Team,,96-87,,
4:48.0,,,96-87,,Loose ball foul by J. Parker
4:48.0,J. Embiid misses free throw 1 of 2,,96-87,,
4:48.0,Offensive rebound by Team,,96-87,,
4:48.0,J. Embiid makes free throw 2 of 2,1,97-87,,
4:36.0,,,97-89,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
4:23.0,E. Ilyasova makes 3-pt shot from 26 ft (assist by R. Covington),3,100-89,,
4:01.0,,,100-89,,Turnover by J. Parker (lost ball; steal by S. Rodriguez)
3:53.0,,,100-89,,Personal foul by T. Snell
3:53.0,J. Embiid makes free throw 1 of 2,1,101-89,,
3:53.0,J. Embiid makes free throw 2 of 2,1,102-89,,
3:53.0,,,102-89,,Milwaukee full timeout
3:38.0,,,102-89,,G. Antetokounmpo misses 2-pt shot from 11 ft
3:36.0,,,102-89,,Offensive rebound by J. Henson
3:36.0,,,102-91,2,J. Henson makes 2-pt shot from 1 ft
3:25.0,J. Embiid makes 2-pt shot at rim (assist by G. Henderson),2,104-91,,
3:05.0,,,104-91,,M. Brogdon misses 2-pt shot from 19 ft
3:04.0,Defensive rebound by J. Embiid,,104-91,,
2:51.0,Shooting foul by G. Antetokounmpo (drawn by J. Embiid),,104-91,,
2:51.0,,,104-91,,M. Beasley enters the game for G. Antetokounmpo
2:51.0,J. Embiid makes free throw 1 of 2,1,105-91,,
2:51.0,J. Embiid makes free throw 2 of 2,1,106-91,,
2:43.0,,,106-93,2,M. Brogdon makes 2-pt shot from 20 ft
2:32.0,J. Embiid makes 2-pt shot from 1 ft,2,108-93,,
2:21.0,Personal foul by G. Henderson,,108-93,,
2:21.0,,,108-94,1,J. Henson makes free throw 1 of 2
2:21.0,,,108-95,1,J. Henson makes free throw 2 of 2
2:04.0,E. Ilyasova misses 3-pt shot from 27 ft,,108-95,,
1:59.0,Offensive rebound by R. Covington,,108-95,,
1:46.0,R. Covington makes 2-pt shot at rim (assist by J. Embiid),2,110-95,,
1:35.0,,,110-98,3,J. Parker makes 3-pt shot from 26 ft (assist by M. Brogdon)
1:10.0,S. Rodriguez misses 3-pt shot from 27 ft,,110-98,,
1:09.0,,,110-98,,Defensive rebound by J. Parker
1:05.0,Shooting block foul by J. Embiid (drawn by J. Parker),,110-98,,
1:05.0,,,110-99,1,J. Parker makes free throw 1 of 2
1:05.0,,,110-99,,M. Plumlee enters the game for J. Henson
1:05.0,,,110-100,1,J. Parker makes free throw 2 of 2
1:04.0,,,110-100,,Personal take foul by J. Parker
1:04.0,E. Ilyasova makes free throw 1 of 2,1,111-100,,
1:04.0,E. Ilyasova makes free throw 2 of 2,1,112-100,,
0:59.0,,,112-102,2,M. Brogdon makes 2-pt shot at rim
0:49.0,Turnover by G. Henderson (lost ball),,112-102,,
0:49.0,Jump ball: G. Henderson vs. J. Parker (M. Beasley gains possession),,,,Jump ball: G. Henderson vs. J. Parker (M. Beasley gains possession)
0:41.0,,,112-102,,M. Brogdon misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by R. Covington,,112-102,,
0:19.0,Shooting foul by M. Beasley (drawn by R. Covington),,112-102,,
0:19.0,R. Covington makes free throw 1 of 2,1,113-102,,
0:19.0,R. Covington misses free throw 2 of 2,,113-102,,
0:19.0,,,113-102,,Defensive rebound by M. Plumlee
0:12.0,Violation by J. Embiid (def goaltending),,113-102,,
0:12.0,,,113-104,2,J. Parker makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
