time,Washington,pts.away,score,pts.home,Atlanta
2:09.0,,,109-99,,P. Millsap misses 2-pt shot from 9 ft (block by M. Morris)
2:07.0,Defensive rebound by O. Porter,,109-99,,
2:05.0,,,109-99,,Personal take foul by K. Bazemore (drawn by J. Wall)
2:05.0,J. Wall makes free throw 1 of 2,1,110-99,,
2:05.0,J. Wall misses free throw 2 of 2,,110-99,,
2:04.0,Offensive rebound by B. Beal,,110-99,,
1:40.0,J. Wall misses 2-pt shot from 21 ft,,110-99,,
1:37.0,Offensive rebound by M. Morris,,110-99,,
1:21.0,B. Beal misses 2-pt shot from 1 ft (block by K. Bazemore),,110-99,,
1:19.0,,,110-99,,Defensive rebound by P. Millsap
1:14.0,,,110-99,,Turnover by K. Bazemore (lost ball)
1:00.0,J. Wall makes 2-pt shot from 1 ft,2,112-99,,
1:00.0,Shooting foul by K. Bazemore (drawn by J. Wall),,112-99,,
1:00.0,J. Wall makes free throw 1 of 1,1,113-99,,
0:48.0,,,113-99,,T. Hardaway misses 3-pt shot from 26 ft
0:46.0,Defensive rebound by M. Morris,,113-99,,
0:38.0,,,113-99,,Personal take foul by D. Schroder (drawn by J. Wall)
0:38.0,J. Wall makes free throw 1 of 2,1,114-99,,
0:38.0,J. Wall makes free throw 2 of 2,1,115-99,,
0:38.0,S. Mac enters the game for O. Porter,,114-99,,
0:38.0,D. Ochefu enters the game for M. Morris,,114-99,,
0:38.0,K. Oubre enters the game for B. Beal,,114-99,,
0:38.0,T. Satoransky enters the game for B. Bogdanovic,,114-99,,
0:38.0,,,114-99,,M. Muscala enters the game for P. Millsap
0:38.0,,,114-99,,E. Ilyasova enters the game for D. Schroder
0:38.0,,,114-99,,J. Calderon enters the game for K. Bazemore
0:37.0,Personal take foul by D. Ochefu (drawn by J. Calderon),,115-99,,
0:37.0,B. Bogdanovic enters the game for J. Wall,,115-99,,
0:31.0,,,115-99,,T. Waller-Prince misses 3-pt shot from 25 ft
0:29.0,,,115-99,,Offensive rebound by T. Waller-Prince
0:20.0,,,115-99,,T. Hardaway misses 3-pt shot from 28 ft
0:18.0,Defensive rebound by D. Ochefu,,115-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
