time,Memphis,pts.away,score,pts.home,LA Clippers
3:40.0,M. Conley makes technical free throw,1,100-98,,
3:40.0,Z. Randolph enters the game for J. Green,,99-98,,
3:28.0,,,100-101,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
3:13.0,,,100-101,,Personal foul by B. Griffin (drawn by Z. Randolph)
3:00.0,M. Conley makes 3-pt shot from 26 ft,3,103-101,,
2:41.0,,,103-101,,B. Griffin misses 2-pt shot from 3 ft
2:37.0,Defensive rebound by M. Gasol,,103-101,,
2:27.0,Z. Randolph makes 2-pt shot from 3 ft,2,105-101,,
2:27.0,,,105-101,,LA Clippers full timeout
2:13.0,,,105-101,,J. Crawford misses 2-pt shot from 15 ft
2:10.0,,,105-101,,Offensive rebound by J. Crawford
2:10.0,,,105-103,2,J. Crawford makes 2-pt shot from 2 ft
1:53.0,M. Gasol misses 2-pt shot from 22 ft,,105-103,,
1:52.0,,,105-103,,Defensive rebound by D. Jordan
1:41.0,,,105-103,,C. Paul misses 2-pt shot from 12 ft
1:41.0,,,105-103,,Offensive rebound by D. Jordan
1:41.0,,,105-105,2,D. Jordan makes 2-pt shot from 1 ft
1:27.0,,,105-105,,Violation by D. Jordan (kicked ball)
1:17.0,J. Ennis misses 3-pt shot from 25 ft,,105-105,,
1:17.0,,,105-105,,Defensive rebound by C. Paul
1:17.0,Loose ball foul by M. Conley (drawn by C. Paul),,105-105,,
1:03.0,,,105-107,2,C. Paul makes 2-pt shot from 13 ft
1:03.0,Memphis full timeout,,105-107,,
1:03.0,,,105-107,,L. Mbah a Moute enters the game for J. Crawford
0:49.0,Z. Randolph misses 2-pt shot from 8 ft (block by B. Griffin),,105-107,,
0:48.0,Offensive rebound by Team,,105-107,,
0:26.0,Shooting foul by C. Paul (drawn by J. Ennis),,105-107,,
0:26.0,J. Ennis misses free throw 1 of 2,,105-107,,
0:26.0,Offensive rebound by Team,,105-107,,
0:26.0,J. Ennis makes free throw 2 of 2,1,106-107,,
0:26.0,,,106-107,,LA Clippers full timeout
0:26.0,,,106-107,,J. Crawford enters the game for L. Mbah a Moute
0:26.0,A. Harrison enters the game for Z. Randolph,,106-107,,
0:24.0,,,106-107,,Turnover by J. Crawford (bad pass; steal by M. Gasol)
0:23.0,Memphis full timeout,,106-107,,
0:23.0,,,106-107,,L. Mbah a Moute enters the game for J. Crawford
0:23.0,Z. Randolph enters the game for A. Harrison,,106-107,,
0:14.0,M. Gasol makes 3-pt shot from 24 ft (assist by M. Conley),3,109-107,,
0:14.0,,,109-107,,LA Clippers full timeout
0:14.0,J. Green enters the game for Z. Randolph,,109-107,,
0:14.0,,,109-107,,J. Crawford enters the game for L. Mbah a Moute
0:04.0,,,109-107,,Turnover by J. Redick (lost ball; steal by M. Conley)
0:04.0,,,109-107,,Personal foul by C. Paul (drawn by M. Conley)
0:04.0,M. Conley makes free throw 1 of 2,1,110-107,,
0:04.0,M. Conley makes free throw 2 of 2,1,111-107,,
0:04.0,,,110-107,,A. Rivers enters the game for D. Jordan
0:03.0,,,111-107,,C. Paul misses 3-pt shot from 49 ft
0:00.0,,,111-107,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
