time,Boston,pts.away,score,pts.home,Chicago
3:57.0,,,94-86,,Defensive rebound by D. Wade
3:44.0,,,94-86,,N. Mirotic misses 2-pt shot from 4 ft
3:43.0,Defensive rebound by A. Horford,,94-86,,
3:23.0,M. Smart makes 3-pt shot from 23 ft (assist by A. Bradley),3,97-86,,
3:03.0,,,97-86,,D. Wade misses 3-pt shot from 26 ft
3:02.0,,,97-86,,Offensive rebound by B. Portis
3:01.0,,,97-88,2,B. Portis makes 2-pt shot from 3 ft
2:32.0,A. Horford misses 2-pt shot from 8 ft,,97-88,,
2:31.0,Offensive rebound by M. Smart,,97-88,,
2:28.0,I. Thomas makes 2-pt shot from 5 ft (assist by M. Smart),2,99-88,,
2:16.0,,,99-88,,Offensive charge foul by B. Portis
2:16.0,,,99-88,,Turnover by B. Portis (offensive foul)
2:16.0,Boston full timeout,,99-88,,
1:56.0,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas),2,101-88,,
1:48.0,,,101-88,,Shooting foul by M. Smart (drawn by I. Canaan)
1:48.0,,,101-89,1,I. Canaan makes free throw 1 of 2
1:48.0,,,101-90,1,I. Canaan makes free throw 2 of 2
1:22.0,I. Thomas misses 3-pt shot from 27 ft,,101-90,,
1:21.0,,,101-90,,Defensive rebound by N. Mirotic
1:16.0,,,101-90,,Shooting foul by J. Crowder (drawn by J. Butler)
1:16.0,,,101-91,1,J. Butler makes free throw 1 of 2
1:16.0,,,101-92,1,J. Butler makes free throw 2 of 2
0:59.0,A. Horford makes 2-pt shot from 2 ft (assist by M. Smart),2,103-92,,
0:59.0,Shooting foul by D. Wade (drawn by A. Horford),,103-92,,
0:59.0,A. Horford makes free throw 1 of 1,1,104-92,,
0:59.0,,,104-92,,Chicago full timeout
0:59.0,J. Brown enters the game for I. Thomas,,104-92,,
0:49.0,,,104-92,,B. Portis misses 3-pt shot from 27 ft
0:48.0,Defensive rebound by A. Horford,,104-92,,
0:24.0,A. Horford misses 3-pt shot from 24 ft,,104-92,,
0:23.0,,,104-92,,Defensive rebound by B. Portis
0:18.0,,,104-95,3,I. Canaan makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
