time,Utah,pts.away,score,pts.home,LA Clippers
4:27.0,Technical foul by R. Hood,,84-96,,
4:27.0,,,84-97,1,C. Paul makes technical free throw
4:27.0,A. Burks enters the game for R. Hood,,84-97,,
4:14.0,,,84-100,3,J. Crawford makes 3-pt shot from 24 ft
3:58.0,J. Johnson misses 3-pt shot from 25 ft,,84-100,,
3:57.0,,,84-100,,Defensive rebound by B. Griffin
3:51.0,,,84-100,,Shooting foul by J. Johnson (drawn by J. Crawford)
3:51.0,,,84-101,1,J. Crawford makes free throw 1 of 3
3:51.0,,,84-102,1,J. Crawford makes free throw 2 of 3
3:51.0,,,84-103,1,J. Crawford makes free throw 3 of 3
3:37.0,Turnover by A. Burks (lost ball),,84-103,,
3:20.0,,,84-103,,M. Speights misses 3-pt shot from 24 ft
3:19.0,Defensive rebound by R. Gobert,,84-103,,
3:04.0,Shooting foul by M. Speights (drawn by R. Gobert),,84-103,,
3:04.0,R. Gobert misses free throw 1 of 2,,84-103,,
3:04.0,Offensive rebound by Team,,84-103,,
3:04.0,R. Gobert makes free throw 2 of 2,1,85-103,,
2:46.0,,,85-105,2,A. Rivers makes 2-pt shot from 7 ft (assist by M. Speights)
2:32.0,Turnover by R. Gobert (lost ball; steal by C. Paul),,85-105,,
2:31.0,,,85-105,,Turnover by C. Paul (lost ball)
2:31.0,Official timeout,,85-105,,
2:31.0,R. Neto enters the game for R. Gobert,,85-105,,
2:31.0,D. Exum enters the game for G. Hill,,85-105,,
2:31.0,T. Lyles enters the game for J. Ingles,,85-105,,
2:31.0,J. Withey enters the game for J. Johnson,,85-105,,
2:11.0,R. Neto makes 2-pt shot from 1 ft (assist by D. Exum),2,87-105,,
1:43.0,,,87-105,,B. Griffin misses 3-pt shot from 24 ft
1:43.0,Defensive rebound by R. Neto,,87-105,,
1:41.0,D. Exum makes 2-pt shot at rim (assist by R. Neto),2,89-105,,
1:19.0,,,89-105,,A. Rivers misses 2-pt shot from 21 ft
1:18.0,Defensive rebound by A. Burks,,89-105,,
1:09.0,D. Exum makes 3-pt shot from 25 ft (assist by R. Neto),3,92-105,,
0:50.0,,,92-105,,C. Paul misses 2-pt shot from 1 ft (block by J. Withey)
0:48.0,Defensive rebound by R. Neto,,92-105,,
0:46.0,A. Burks makes 2-pt shot at rim (assist by R. Neto),2,94-105,,
0:46.0,Shooting foul by M. Speights (drawn by A. Burks),,94-105,,
0:46.0,A. Burks makes free throw 1 of 1,1,95-105,,
0:46.0,,,94-105,,P. Pierce enters the game for B. Griffin
0:46.0,,,94-105,,R. Felton enters the game for C. Paul
0:26.0,,,95-108,3,J. Crawford makes 3-pt shot from 26 ft
0:09.0,R. Neto misses 2-pt shot from 14 ft,,95-108,,
0:06.0,,,95-108,,Defensive rebound by P. Pierce
0:00.0,End of 4th quarter,,,,End of 4th quarter
