time,Indiana,pts.away,score,pts.home,Philadelphia
2:56.0,J. Teague makes 3-pt shot from 26 ft (assist by M. Ellis),3,93-93,,
2:36.0,Personal foul by J. Teague (drawn by J. Embiid),,93-93,,
2:36.0,,,93-94,1,J. Embiid makes free throw 1 of 2
2:36.0,,,93-94,,J. Embiid misses free throw 2 of 2
2:36.0,,,93-94,,G. Henderson enters the game for N. Stauskas
2:35.0,Defensive rebound by M. Turner,,93-94,,
2:13.0,M. Turner misses 2-pt shot from 2 ft,,93-94,,
2:11.0,,,93-94,,Defensive rebound by J. Embiid
1:54.0,,,93-96,2,J. Embiid makes 2-pt shot from 3 ft (assist by R. Covington)
1:54.0,,,93-96,,Shooting foul by P. George (drawn by J. Embiid)
1:54.0,,,93-97,1,J. Embiid makes free throw 1 of 1
1:32.0,J. Teague makes 2-pt shot from 11 ft,2,95-97,,
1:15.0,,,95-97,,J. Embiid misses 2-pt shot from 5 ft
1:14.0,,,95-97,,Offensive rebound by J. Embiid
1:14.0,,,95-99,2,J. Embiid makes 2-pt shot at rim
1:14.0,Indiana full timeout,,95-99,,
1:14.0,,,95-99,,T. McConnell enters the game for S. Rodriguez
1:14.0,C. Miles enters the game for T. Young,,95-99,,
0:58.0,P. George misses 2-pt shot from 3 ft (block by G. Henderson),,95-99,,
0:56.0,Offensive rebound by P. George,,95-99,,
0:54.0,M. Ellis misses 3-pt shot from 25 ft,,95-99,,
0:52.0,,,95-99,,Defensive rebound by G. Henderson
0:35.0,,,95-99,,J. Embiid misses 2-pt shot from 18 ft
0:32.0,,,95-99,,Offensive rebound by G. Henderson
0:25.0,Personal foul by J. Teague (drawn by T. McConnell),,95-99,,
0:25.0,,,95-99,,T. McConnell misses free throw 1 of 2
0:25.0,,,95-99,,Offensive rebound by Team
0:25.0,,,95-100,1,T. McConnell makes free throw 2 of 2
0:25.0,Indiana full timeout,,95-100,,
0:25.0,L. Allen enters the game for C. Miles,,95-99,,
0:25.0,C. Miles enters the game for L. Allen,,95-100,,
0:22.0,M. Ellis makes 2-pt shot from 1 ft (assist by M. Turner),2,97-100,,
0:22.0,Shooting foul by J. Embiid (drawn by M. Ellis),,97-100,,
0:22.0,M. Ellis makes free throw 1 of 1,1,98-100,,
0:22.0,,,98-100,,Philadelphia full timeout
0:22.0,,,98-100,,S. Rodriguez enters the game for T. McConnell
0:22.0,,,98-100,,D. Saric enters the game for E. Ilyasova
0:22.0,L. Allen enters the game for M. Turner,,98-100,,
0:22.0,T. Young enters the game for C. Miles,,98-100,,
0:20.0,,,98-100,,Turnover by S. Rodriguez (lost ball; steal by J. Teague)
0:03.0,,,98-100,,Personal foul by G. Henderson (drawn by P. George)
0:03.0,P. George makes free throw 1 of 2,1,99-100,,
0:03.0,P. George makes free throw 2 of 2,1,100-100,,
0:03.0,,,100-100,,Philadelphia full timeout
0:03.0,M. Turner enters the game for T. Young,,100-100,,
0:03.0,,,100-100,,H. Thompson enters the game for S. Rodriguez
0:00.0,,,100-100,,J. Embiid misses 3-pt shot from 25 ft
0:00.0,,,100-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,M. Ellis misses 2-pt shot from 17 ft,,100-100,,
4:45.0,,,100-100,,Defensive rebound by D. Saric
4:30.0,,,100-102,2,R. Covington makes 2-pt shot from 14 ft (assist by S. Rodriguez)
4:04.0,M. Turner makes 3-pt shot from 27 ft (assist by J. Teague),3,103-102,,
3:43.0,,,103-104,2,G. Henderson makes 2-pt shot from 15 ft
3:24.0,M. Turner misses 2-pt shot from 14 ft,,103-104,,
3:23.0,,,103-104,,Defensive rebound by R. Holmes
3:08.0,,,103-104,,Turnover by S. Rodriguez (bad pass; steal by M. Turner)
2:55.0,,,103-104,,Personal block foul by S. Rodriguez (drawn by M. Ellis)
2:42.0,M. Ellis misses 2-pt shot from 3 ft,,103-104,,
2:39.0,,,103-104,,Defensive rebound by R. Holmes
2:35.0,,,103-104,,G. Henderson misses 2-pt shot from 3 ft
2:33.0,Defensive rebound by M. Turner,,103-104,,
2:18.0,T. Young misses 3-pt shot from 28 ft,,103-104,,
2:14.0,,,103-104,,Defensive rebound by D. Saric
2:09.0,,,103-104,,G. Henderson misses 2-pt shot from 1 ft (block by M. Turner)
2:07.0,Defensive rebound by P. George,,103-104,,
2:00.0,M. Ellis misses 2-pt shot from 2 ft,,103-104,,
1:59.0,,,103-104,,Defensive rebound by D. Saric
1:57.0,,,103-104,,J. Embiid enters the game for R. Holmes
1:44.0,Personal foul by M. Turner (drawn by J. Embiid),,103-104,,
1:44.0,C. Miles enters the game for M. Ellis,,103-104,,
1:44.0,L. Allen enters the game for M. Turner,,103-104,,
1:32.0,,,103-104,,J. Embiid misses 2-pt shot from 15 ft (block by L. Allen)
1:30.0,,,103-104,,Offensive rebound by J. Embiid
1:30.0,,,103-104,,Turnover by Team (shot clock)
1:30.0,Indiana full timeout,,103-104,,
1:30.0,,,103-104,,T. McConnell enters the game for S. Rodriguez
1:12.0,P. George makes 2-pt shot from 19 ft,2,105-104,,
1:12.0,,,105-104,,Philadelphia full timeout
1:12.0,,,105-104,,S. Rodriguez enters the game for T. McConnell
0:55.0,,,105-106,2,J. Embiid makes 2-pt shot from 4 ft
0:55.0,,,105-106,,Shooting foul by L. Allen (drawn by J. Embiid)
0:55.0,,,105-107,1,J. Embiid makes free throw 1 of 1
0:55.0,,,105-106,,T. McConnell enters the game for S. Rodriguez
0:38.0,P. George misses 2-pt shot from 20 ft,,105-107,,
0:37.0,,,105-107,,Defensive rebound by Team
0:37.0,,,105-107,,S. Rodriguez enters the game for T. McConnell
0:15.0,,,105-107,,J. Embiid misses 2-pt shot from 17 ft
0:14.0,,,105-107,,Offensive rebound by J. Embiid
0:09.0,Personal foul by C. Miles (drawn by J. Embiid),,105-107,,
0:09.0,,,105-108,1,J. Embiid makes free throw 1 of 2
0:09.0,,,105-109,1,J. Embiid makes free throw 2 of 2
0:09.0,Indiana full timeout,,105-109,,
0:09.0,,,105-108,,T. McConnell enters the game for S. Rodriguez
0:07.0,P. George misses 3-pt shot from 26 ft,,105-109,,
0:05.0,Offensive rebound by T. Young,,105-109,,
0:02.0,J. Teague misses 3-pt shot from 25 ft,,105-109,,
0:00.0,,,105-109,,Defensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
