time,Memphis,pts.away,score,pts.home,New Orleans
0:08.0,,,94-94,,L. Galloway enters the game for A. Brown
0:07.0,,,94-94,,Turnover by S. Hill (bad pass; steal by T. Allen)
0:00.0,A. Harrison misses 3-pt shot from 24 ft,,94-94,,
0:00.0,Offensive rebound by Team,,94-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,M. Gasol misses 2-pt shot from 19 ft,,94-94,,
4:45.0,,,94-94,,Defensive rebound by T. Frazier
4:23.0,,,94-94,,L. Galloway misses 2-pt shot from 16 ft
4:22.0,Defensive rebound by T. Allen,,94-94,,
4:18.0,Turnover by T. Allen (lost ball; steal by T. Frazier),,94-94,,
4:08.0,,,94-94,,A. Davis misses 3-pt shot from 26 ft
4:07.0,,,94-94,,Offensive rebound by T. Frazier
4:06.0,,,94-94,,Shooting foul by A. Harrison (drawn by T. Frazier)
4:06.0,,,94-95,1,T. Frazier makes free throw 1 of 2
4:06.0,,,94-96,1,T. Frazier makes free throw 2 of 2
3:52.0,,,94-96,,Personal foul by S. Hill (drawn by T. Daniels)
3:44.0,J. Green misses 3-pt shot from 25 ft,,94-96,,
3:43.0,,,94-96,,Defensive rebound by A. Davis
3:36.0,,,94-98,2,A. Davis makes 2-pt shot from 16 ft
3:16.0,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol),2,96-98,,
3:02.0,,,96-98,,T. Frazier misses 2-pt shot from 2 ft
3:00.0,Defensive rebound by M. Gasol,,96-98,,
2:45.0,Turnover by T. Daniels (lost ball),,96-98,,
2:37.0,,,96-98,,A. Davis misses 2-pt shot from 20 ft
2:36.0,Defensive rebound by J. Green,,96-98,,
2:21.0,M. Gasol misses 2-pt shot from 7 ft,,96-98,,
2:20.0,,,96-98,,Defensive rebound by A. Davis
1:59.0,,,96-98,,A. Davis misses 3-pt shot from 25 ft
1:59.0,Defensive rebound by M. Gasol,,96-98,,
1:45.0,T. Daniels misses 3-pt shot from 29 ft,,96-98,,
1:44.0,,,96-98,,Defensive rebound by A. Davis
1:42.0,,,96-98,,New Orleans full timeout
1:26.0,,,96-100,2,A. Davis makes 2-pt shot from 9 ft (assist by L. Galloway)
1:26.0,Memphis full timeout,,96-100,,
1:26.0,,,96-100,,A. Brown enters the game for L. Galloway
1:19.0,T. Daniels misses 2-pt shot from 18 ft,,96-100,,
1:18.0,,,96-100,,Defensive rebound by T. Jones
1:00.0,,,96-100,,T. Frazier misses 3-pt shot from 26 ft
1:00.0,Defensive rebound by M. Gasol,,96-100,,
0:55.0,Shooting foul by T. Frazier (drawn by T. Allen),,96-100,,
0:55.0,T. Allen makes free throw 1 of 2,1,97-100,,
0:55.0,T. Allen misses free throw 2 of 2,,97-100,,
0:55.0,Offensive rebound by T. Allen,,97-100,,
0:55.0,,,97-100,,L. Galloway enters the game for A. Brown
0:53.0,J. Green misses 2-pt shot from 2 ft,,97-100,,
0:51.0,,,97-100,,Defensive rebound by S. Hill
0:50.0,Personal foul by J. Green (drawn by S. Hill),,97-100,,
0:30.0,,,97-100,,T. Jones misses 2-pt shot from 4 ft
0:29.0,Defensive rebound by J. Green,,97-100,,
0:19.0,M. Gasol misses 3-pt shot from 25 ft,,97-100,,
0:18.0,Offensive rebound by M. Gasol,,97-100,,
0:15.0,T. Daniels makes 3-pt shot from 24 ft (assist by M. Gasol),3,100-100,,
0:15.0,,,100-100,,New Orleans full timeout
0:15.0,,,100-100,,A. Brown enters the game for S. Hill
0:03.0,,,100-100,,T. Jones misses 2-pt shot from 5 ft (block by M. Gasol)
0:02.0,Defensive rebound by A. Harrison,,100-100,,
0:01.0,Memphis full timeout,,100-100,,
0:01.0,,,100-100,,A. Ajinca enters the game for T. Jones
0:01.0,,,100-100,,S. Hill enters the game for L. Galloway
0:01.0,Turnover by T. Allen (bad pass; steal by T. Frazier),,100-100,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: A. Davis vs. M. Gasol (T. Allen gains possession),,,,Jump ball: A. Davis vs. M. Gasol (T. Allen gains possession)
4:56.0,T. Allen makes 2-pt shot from 2 ft,2,102-100,,
4:31.0,,,102-100,,New Orleans full timeout
4:28.0,,,102-100,,L. Galloway misses 3-pt shot from 25 ft
4:28.0,,,102-100,,Offensive rebound by Team
4:28.0,,,102-100,,Turnover by Team (shot clock)
4:11.0,T. Daniels misses 3-pt shot from 28 ft,,102-100,,
4:08.0,Offensive rebound by A. Harrison,,102-100,,
3:52.0,J. Green misses 2-pt shot from 17 ft,,102-100,,
3:51.0,,,102-100,,Defensive rebound by A. Brown
3:38.0,,,102-103,3,L. Galloway makes 3-pt shot from 26 ft (assist by S. Hill)
3:11.0,M. Gasol misses 2-pt shot from 17 ft,,102-103,,
3:11.0,Offensive rebound by J. Green,,102-103,,
3:10.0,J. Green misses 2-pt shot from 2 ft,,102-103,,
3:08.0,Offensive rebound by T. Allen,,102-103,,
3:01.0,,,102-103,,Personal foul by A. Brown (drawn by J. Green)
3:01.0,J. Green misses free throw 1 of 2,,102-103,,
3:01.0,Offensive rebound by Team,,102-103,,
3:01.0,J. Green makes free throw 2 of 2,1,103-103,,
2:43.0,,,103-105,2,A. Davis makes 2-pt shot from 16 ft
2:25.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,105-105,,
2:03.0,,,105-108,3,L. Galloway makes 3-pt shot from 31 ft (assist by S. Hill)
1:50.0,A. Harrison makes 3-pt shot from 25 ft (assist by M. Gasol),3,108-108,,
1:41.0,,,108-108,,L. Galloway misses 3-pt shot from 26 ft
1:40.0,,,108-108,,Offensive rebound by A. Brown
1:39.0,,,108-108,,A. Brown misses 2-pt shot from 2 ft
1:39.0,Defensive rebound by J. Green,,108-108,,
1:25.0,A. Harrison misses 2-pt shot from 3 ft (block by A. Davis),,108-108,,
1:23.0,Offensive rebound by Team,,108-108,,
1:23.0,,,108-108,,T. Frazier enters the game for T. Jones
1:23.0,Memphis full timeout,,108-108,,
1:16.0,M. Gasol makes 2-pt shot from 17 ft,2,110-108,,
0:55.0,,,110-108,,A. Davis misses 2-pt shot from 15 ft
0:54.0,Defensive rebound by T. Allen,,110-108,,
0:36.0,M. Gasol misses 3-pt shot from 27 ft,,110-108,,
0:35.0,,,110-108,,Defensive rebound by A. Brown
0:24.0,,,110-108,,L. Galloway misses 3-pt shot from 25 ft
0:22.0,,,110-108,,Offensive rebound by S. Hill
0:19.0,,,110-108,,New Orleans full timeout
0:19.0,,,110-108,,T. Jones enters the game for S. Hill
0:04.0,,,110-108,,A. Davis misses 2-pt shot from 1 ft
0:04.0,Defensive rebound by M. Gasol,,110-108,,
0:04.0,,,110-108,,New Orleans full timeout
0:04.0,J. Martin enters the game for T. Daniels,,110-108,,
0:04.0,Turnover by M. Gasol (lost ball; steal by A. Davis),,110-108,,
0:04.0,Jump ball: A. Davis vs. M. Gasol (T. Frazier gains possession),,,,Jump ball: A. Davis vs. M. Gasol (T. Frazier gains possession)
0:00.0,,,110-108,,L. Galloway misses 3-pt shot from 24 ft
0:00.0,,,110-108,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
